player_id,player_name,player_url,team_code,season,number,pos,height,weight,birth_date,experience,college
riversa01w,Saniya Rivers,https://www.basketball-reference.com/wnba/players/r/riversa01w.html,CON,2026,22,G,6-1,159,"March 4, 2003",1,"South Carolina, NC State"
vanliha01w,Hailey Van Lith(DC),https://www.basketball-reference.com/wnba/players/v/vanliha01w.html,CON,2026,2,G,5-9,157,"September 9, 2001",1,"Louisville, LSU, TCU"
bueckpa01w,Paige Bueckers,https://www.basketball-reference.com/wnba/players/b/bueckpa01w.html,DAL,2026,5,G,6-0,,"October 20, 2001",1,UConn
clarkal01w,Alysha Clark,https://www.basketball-reference.com/wnba/players/c/clarkal01w.html,DAL,2026,32,F,5-11,167,"July 7, 1987",13,"Middle Tennessee, Middle Tennessee"
fuddaz01w,Azzi Fudd,https://www.basketball-reference.com/wnba/players/f/fuddaz01w.html,DAL,2026,35,G,5-11,165,"November 11, 2002",R,UConn
jamesaz01w,Aziaha James,https://www.basketball-reference.com/wnba/players/j/jamesaz01w.html,DAL,2026,10,G,5-10,,"November 19, 2002",1,NC State
jonesha01w,Haley Jones(DC),https://www.basketball-reference.com/wnba/players/j/jonesha01w.html,DAL,2026,30,F-G,6-1,202,"May 23, 2001",3,Stanford
kuieraw01w,Awak Kuier,https://www.basketball-reference.com/wnba/players/k/kuieraw01w.html,DAL,2026,28,F,6-6,168,"August 19, 2001",3,
ogunbar01w,Arike Ogunbowale,https://www.basketball-reference.com/wnba/players/o/ogunbar01w.html,DAL,2026,24,G,5-8,165,"March 2, 1997",7,Notre Dame
shepaje01w,Jessica Shepard,https://www.basketball-reference.com/wnba/players/s/shepaje01w.html,DAL,2026,15,F,6-4,175,"September 11, 1996",5,"Notre Dame, Notre Dame"
siegrma01w,Maddy Siegrist,https://www.basketball-reference.com/wnba/players/s/siegrma01w.html,DAL,2026,20,F,6-2,175,"May 22, 2000",3,Villanova
simsod01w,Odyssey Sims,https://www.basketball-reference.com/wnba/players/s/simsod01w.html,DAL,2026,1,G,5-8,155,"July 13, 1992",12,Baylor
smithal01w,Alanna Smith,https://www.basketball-reference.com/wnba/players/s/smithal01w.html,DAL,2026,8,F,6-4,177,"September 10, 1996",7,Stanford
suttosu01w,Sug Sutton,https://www.basketball-reference.com/wnba/players/s/suttosu01w.html,DAL,2026,0,G,5-8,140,"December 17, 1998",4,Texas
veronco01w,Costanza Verona(DC),https://www.basketball-reference.com/wnba/players/v/veronco01w.html,DAL,2026,6,G,5-6,,"August 6, 1999",R,
yueruli01w,Li Yueru,https://www.basketball-reference.com/wnba/players/y/yueruli01w.html,DAL,2026,28,C,6-7,,"March 28, 1999",3,
amihela01w,Laeticia Amihere,https://www.basketball-reference.com/wnba/players/a/amihela01w.html,GSV,2026,3,F,6-3,185,"July 10, 2001",3,South Carolina
burtove01w,Veronica Burton,https://www.basketball-reference.com/wnba/players/b/burtove01w.html,GSV,2026,22,G,5-9,155,"July 12, 2000",4,Northwestern
charlka01w,Kaila Charles,https://www.basketball-reference.com/wnba/players/c/charlka01w.html,GSV,2026,6,G-F,6-1,168,"March 23, 1998",5,Maryland
chenka01w,Kaitlyn Chen,https://www.basketball-reference.com/wnba/players/c/chenka01w.html,GSV,2026,2,G,5-9,,"February 22, 2002",1,"Princeton, UConn"
fingana01w,Nadia Fingall,https://www.basketball-reference.com/wnba/players/f/fingana01w.html,GSV,2026,45,C,6-4,,"August 12, 1998",R,Stanford
hayesti01w,Tiffany Hayes,https://www.basketball-reference.com/wnba/players/h/hayesti01w.html,GSV,2026,15,G,5-10,155,"September 20, 1989",13,UConn
jocytju01w,Justė Jocytė,https://www.basketball-reference.com/wnba/players/j/jocytju01w.html,GSV,2026,4,G-F,6-0,,"November 19, 2005",R,
prechas01w,Ashten Prechtel(DC),https://www.basketball-reference.com/wnba/players/p/prechas01w.html,GSV,2026,10,F,6-5,,"May 11, 2001",R,"Stanford, Stanford"
ruperil01w,Iliana Rupert,https://www.basketball-reference.com/wnba/players/r/ruperil01w.html,GSV,2026,12,C,6-4,189,"July 12, 2001",3,
salauja01w,Janelle Salaün,https://www.basketball-reference.com/wnba/players/s/salauja01w.html,GSV,2026,13,F,6-2,,"September 5, 2001",1,
sowahmi01w,Miela Sowah,https://www.basketball-reference.com/wnba/players/s/sowahmi01w.html,GSV,2026,7,G,5-10,148,"June 4, 2000",R,Duke
stokeki01w,Kiah Stokes,https://www.basketball-reference.com/wnba/players/s/stokeki01w.html,GSV,2026,41,C,6-3,191,"March 30, 1993",10,UConn
thornka01w,Kayla Thornton,https://www.basketball-reference.com/wnba/players/t/thornka01w.html,GSV,2026,5,F,6-1,190,"October 20, 1992",10,Texas-El Paso
williga01w,Gabby Williams,https://www.basketball-reference.com/wnba/players/w/williga01w.html,GSV,2026,1,F,5-11,172,"September 9, 1996",7,UConn
zandace01w,Cecilia Zandalasini,https://www.basketball-reference.com/wnba/players/z/zandace01w.html,GSV,2026,24,F,6-2,175,"March 16, 1996",4,
billimo01w,Monique Billings,https://www.basketball-reference.com/wnba/players/b/billimo01w.html,IND,2026,25,F,6-4,190,"May 2, 1996",8,UCLA
bostoal01w,Aliyah Boston,https://www.basketball-reference.com/wnba/players/b/bostoal01w.html,IND,2026,7,C-F,6-5,217,"December 11, 2001",3,South Carolina
clarkca02w,Caitlin Clark,https://www.basketball-reference.com/wnba/players/c/clarkca02w.html,IND,2026,22,G,6-0,157,"January 22, 2002",2,Iowa
cunniso01w,Sophie Cunningham,https://www.basketball-reference.com/wnba/players/c/cunniso01w.html,IND,2026,8,G,6-1,156,"August 16, 1996",7,Missouri
dantada01w,Damiris Dantas,https://www.basketball-reference.com/wnba/players/d/dantada01w.html,IND,2026,12,C-F,6-4,203,"November 17, 1992",10,
hallbr01w,Bree Hall(DC),https://www.basketball-reference.com/wnba/players/h/hallbr01w.html,IND,2026,23,G,6-1,161,"June 28, 2003",1,"South Carolina, South Carolina"
harrity01w,Tyasha Harris,https://www.basketball-reference.com/wnba/players/h/harrity01w.html,IND,2026,52,G,5-10,164,"May 1, 1998",6,South Carolina
hinesmy01w,Myisha Hines-Allen,https://www.basketball-reference.com/wnba/players/h/hinesmy01w.html,IND,2026,2,F,6-2,200,"May 30, 1995",8,Louisville
hullle01w,Lexie Hull,https://www.basketball-reference.com/wnba/players/h/hullle01w.html,IND,2026,10,G,6-2,155,"September 13, 1999",4,Stanford
johnsra04w,Raven Johnson,https://www.basketball-reference.com/wnba/players/j/johnsra04w.html,IND,2026,3,G,5-8,167,"March 4, 2003",R,South Carolina
mitchke01w,Kelsey Mitchell,https://www.basketball-reference.com/wnba/players/m/mitchke01w.html,IND,2026,0,G,5-8,153,"November 12, 1995",8,Ohio State
pissoju01w,Justine Pissott,https://www.basketball-reference.com/wnba/players/p/pissoju01w.html,IND,2026,13,G-F,6-4,175,"February 4, 2004",R,"Tennessee, Vanderbilt"
timpsma01w,Makayla Timpson,https://www.basketball-reference.com/wnba/players/t/timpsma01w.html,IND,2026,21,F-C,6-2,177,"September 20, 2002",1,Florida State
vanslgr01w,Grace VanSlooten,https://www.basketball-reference.com/wnba/players/v/vanslgr01w.html,IND,2026,14,F,6-3,180,"June 16, 2004",R,"Oregon, Michigan State"
atkinar01w,Ariel Atkins,https://www.basketball-reference.com/wnba/players/a/atkinar01w.html,LAS,2026,7,G,5-10,167,"July 30, 1996",8,Texas
brinkca01w,Cameron Brink,https://www.basketball-reference.com/wnba/players/b/brinkca01w.html,LAS,2026,22,F,6-4,170,"December 31, 2001",2,Stanford
burrera01w,Rae Burrell,https://www.basketball-reference.com/wnba/players/b/burrera01w.html,LAS,2026,12,G-F,6-2,168,"June 21, 2000",4,Tennessee
cannoem01w,Emma Cannon,https://www.basketball-reference.com/wnba/players/c/cannoem01w.html,LAS,2026,32,F,6-2,190,"June 1, 1989",7,Florida Southern College
graych02w,Chance Gray,https://www.basketball-reference.com/wnba/players/g/graych02w.html,LAS,2026,2,G,5-9,,"July 6, 2004",R,"Oregon, Ohio State"
hambyde01w,Dearica Hamby,https://www.basketball-reference.com/wnba/players/h/hambyde01w.html,LAS,2026,5,F,6-3,189,"November 6, 1993",11,Wake Forest
martika01w,Kate Martin,https://www.basketball-reference.com/wnba/players/m/martika01w.html,LAS,2026,20,G,6-0,172,"June 5, 2000",2,"Iowa, Iowa"
ogwumnn01w,Nneka Ogwumike,https://www.basketball-reference.com/wnba/players/o/ogwumnn01w.html,LAS,2026,3,F,6-2,190,"July 2, 1990",14,"Stanford, Stanford"
parkji02w,Jihyun Park,https://www.basketball-reference.com/wnba/players/p/parkji02w.html,LAS,2026,6,G,6-1,,"April 7, 2000",R,
pilial01w,Alissa Pili(DC),https://www.basketball-reference.com/wnba/players/p/pilial01w.html,LAS,2026,,F,5-11,235,"June 8, 2001",2,"USC, Utah"
plumke01w,Kelsey Plum,https://www.basketball-reference.com/wnba/players/p/plumke01w.html,LAS,2026,10,G,5-8,145,"August 24, 1994",8,Washington
wheeler01w,Erica Wheeler,https://www.basketball-reference.com/wnba/players/w/wheeler01w.html,LAS,2026,17,G,5-7,143,"May 2, 1991",10,Rutgers University
williki02w,Kiana Williams,https://www.basketball-reference.com/wnba/players/w/williki02w.html,LAS,2026,23,G,5-8,140,"April 9, 1999",4,Stanford
barkeja01w,Janiah Barker,https://www.basketball-reference.com/wnba/players/b/barkeja01w.html,LVA,2026,2,F,6-4,185,"November 8, 2003",R,"Texas A&M, UCLA, Tennessee"
bellki01w,Kierstan Bell,https://www.basketball-reference.com/wnba/players/b/bellki01w.html,LVA,2026,1,F,6-1,176,"March 16, 2000",4,"Ohio State, Florida Gulf Coast"
cartech01w,Chennedy Carter,https://www.basketball-reference.com/wnba/players/c/cartech01w.html,LVA,2026,23,G,5-9,143,"November 14, 1998",4,Texas A&M
evansda02w,Dana Evans,https://www.basketball-reference.com/wnba/players/e/evansda02w.html,LVA,2026,11,G,5-6,145,"August 1, 1998",5,Louisville
graych01w,Chelsea Gray,https://www.basketball-reference.com/wnba/players/g/graych01w.html,LVA,2026,12,G,5-11,170,"October 8, 1992",11,Duke
latsota01w,Ta'Niya Latson(DC),https://www.basketball-reference.com/wnba/players/l/latsota01w.html,LVA,2026,,G,5-8,,"December 26, 2003",R,"Florida State, South Carolina"
loydje01w,Jewell Loyd,https://www.basketball-reference.com/wnba/players/l/loydje01w.html,LVA,2026,24,G,5-11,175,"October 5, 1993",11,Notre Dame
parkech01w,Cheyenne Parker-Tyus,https://www.basketball-reference.com/wnba/players/p/parkech01w.html,LVA,2026,32,F,6-4,193,"August 22, 1992",11,Middle Tennessee
pissoju01w,Justine Pissott,https://www.basketball-reference.com/wnba/players/p/pissoju01w.html,LVA,2026,,G-F,6-4,175,"February 4, 2004",R,"Tennessee, Vanderbilt"
smithna01w,NaLyssa Smith,https://www.basketball-reference.com/wnba/players/s/smithna01w.html,LVA,2026,3,F,6-4,185,"August 8, 2000",4,Baylor
talbost01w,Stephanie Talbot,https://www.basketball-reference.com/wnba/players/t/talbost01w.html,LVA,2026,7,F,6-2,192,"June 15, 1994",7,
turnebr01w,Brianna Turner,https://www.basketball-reference.com/wnba/players/t/turnebr01w.html,LVA,2026,21,F-C,6-3,175,"July 5, 1996",7,Notre Dame
wilsoa01w,A'ja Wilson,https://www.basketball-reference.com/wnba/players/w/wilsoa01w.html,LVA,2026,22,C,6-4,195,"August 8, 1996",8,South Carolina
youngja01w,Jackie Young,https://www.basketball-reference.com/wnba/players/y/youngja01w.html,LVA,2026,0,G,6-0,165,"September 16, 1997",7,Notre Dame
caldwma01w,Maya Caldwell,https://www.basketball-reference.com/wnba/players/c/caldwma01w.html,MIN,2026,0,G,5-11,159,"December 15, 1998",4,"Georgia, Georgia"
cechoem01w,Emma Čechová,https://www.basketball-reference.com/wnba/players/c/cechoem01w.html,MIN,2026,22,C,6-4,180,"July 12, 2004",R,
coffeni01w,Nia Coffey,https://www.basketball-reference.com/wnba/players/c/coffeni01w.html,MIN,2026,12,F,6-1,177,"June 11, 1995",9,Northwestern
collina01w,Napheesa Collier,https://www.basketball-reference.com/wnba/players/c/collina01w.html,MIN,2026,24,F,6-1,182,"September 23, 1996",7,UConn
delaean01w,Antonia Delaere,https://www.basketball-reference.com/wnba/players/d/delaean01w.html,MIN,2026,8,G,5-11,155,"August 1, 1994",R,
hamzoel01w,Eliška Hamzová(DC),https://www.basketball-reference.com/wnba/players/h/hamzoel01w.html,MIN,2026,11,G,6-0,162,"October 1, 2001",R,
howarna01w,Natasha Howard,https://www.basketball-reference.com/wnba/players/h/howarna01w.html,MIN,2026,1,F,6-2,171,"September 2, 1991",12,Florida State
juhasdo01w,Dorka Juhász,https://www.basketball-reference.com/wnba/players/j/juhasdo01w.html,MIN,2026,14,F,6-5,190,"December 18, 1999",2,"Ohio State, UConn"
kingli01w,Liatu King(DC),https://www.basketball-reference.com/wnba/players/k/kingli01w.html,MIN,2026,2,F,5-11,178,"February 10, 2002",1,"Pitt, Notre Dame"
kosuan01w,Anastasiia Kosu,https://www.basketball-reference.com/wnba/players/k/kosuan01w.html,MIN,2026,7,F,6-1,200,"April 21, 2005",1,
mcbrika01w,Kayla McBride,https://www.basketball-reference.com/wnba/players/m/mcbrika01w.html,MIN,2026,21,G,5-11,179,"June 25, 1992",12,Notre Dame
milesol01w,Olivia Miles,https://www.basketball-reference.com/wnba/players/m/milesol01w.html,MIN,2026,5,G,5-10,168,"January 29, 2003",R,"Notre Dame, TCU"
willico01w,Courtney Williams,https://www.basketball-reference.com/wnba/players/w/willico01w.html,MIN,2026,10,G,5-8,147,"May 11, 1994",10,South Florida
allenre01w,Rebecca Allen,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,NYL,2026,9,F-G,6-2,162,"November 6, 1992",10,
astiepa01w,Pauline Astier,https://www.basketball-reference.com/wnba/players/a/astiepa01w.html,NYL,2026,18,G,5-11,,"February 15, 2002",R,
carrera01w,Raquel Carrera Quintana,https://www.basketball-reference.com/wnba/players/c/carrera01w.html,NYL,2026,14,C,6-3,,"October 31, 2001",R,
fauthma01w,Marine Fauthoux(DC),https://www.basketball-reference.com/wnba/players/f/fauthma01w.html,NYL,2026,4,G,5-9,,"January 23, 2001",R,
fiebile01w,Leonie Fiebich,https://www.basketball-reference.com/wnba/players/f/fiebile01w.html,NYL,2026,13,F,6-4,,"January 10, 2000",2,
gardnre01w,Rebekah Gardner,https://www.basketball-reference.com/wnba/players/g/gardnre01w.html,NYL,2026,7,G,6-1,130,"July 9, 1990",3,UCLA
ionessa01w,Sabrina Ionescu,https://www.basketball-reference.com/wnba/players/i/ionessa01w.html,NYL,2026,20,G,5-11,165,"December 6, 1997",6,Oregon
johanma01w,Marine Johannes,https://www.basketball-reference.com/wnba/players/j/johanma01w.html,NYL,2026,23,G,5-10,134,"January 21, 1995",4,
jonesjo01w,Jonquel Jones,https://www.basketball-reference.com/wnba/players/j/jonesjo01w.html,NYL,2026,35,C,6-6,215,"January 5, 1994",9,"Clemson, George Washington"
laneybe01w,Betnijah Laney-Hamilton,https://www.basketball-reference.com/wnba/players/l/laneybe01w.html,NYL,2026,44,G-F,6-0,166,"October 29, 1993",9,Rutgers University
maleyan01w,Anneli Maley(DC),https://www.basketball-reference.com/wnba/players/m/maleyan01w.html,NYL,2026,24,F,6-1,,"September 1, 1998",1,"Oregon, Oregon, TCU, TCU"
sabalsa01w,Satou Sabally,https://www.basketball-reference.com/wnba/players/s/sabalsa01w.html,NYL,2026,0,F,6-4,175,"April 25, 1998",6,Oregon
stewabr01w,Breanna Stewart,https://www.basketball-reference.com/wnba/players/s/stewabr01w.html,NYL,2026,30,F,6-4,170,"August 27, 1994",9,UConn
xuha01w,Han Xu,https://www.basketball-reference.com/wnba/players/x/xuha01w.html,NYL,2026,21,C,6-11,203,"October 31, 1999",3,
akoamo01w,Monique Akoa Makani,https://www.basketball-reference.com/wnba/players/a/akoamo01w.html,PHO,2026,8,G,5-10,,"February 4, 2001",1,
ayayiva01w,Valeriane Ayayi,https://www.basketball-reference.com/wnba/players/a/ayayiva01w.html,PHO,2026,11,F,6-1,150,"April 29, 1994",1,
bonnede01w,DeWanna Bonner,https://www.basketball-reference.com/wnba/players/b/bonnede01w.html,PHO,2026,24,F-G,6-4,140,"August 21, 1987",16,Auburn
brochno01w,Noémie Brochant,https://www.basketball-reference.com/wnba/players/b/brochno01w.html,PHO,2026,1,F-G,5-11,,"October 25, 1999",R,
cartesh01w,Sha Carter(DC),https://www.basketball-reference.com/wnba/players/c/cartesh01w.html,PHO,2026,20,F,5-11,,"October 25, 2000",R,"Walsh University, Florida Gulf Coast"
ciezksh01w,Shay Ciezki(DC),https://www.basketball-reference.com/wnba/players/c/ciezksh01w.html,PHO,2026,5,G,5-7,,"November 26, 2003",R,"Penn State, Indiana"
coppeka01w,Kahleah Copper,https://www.basketball-reference.com/wnba/players/c/coppeka01w.html,PHO,2026,2,G-F,6-1,165,"August 28, 1994",10,Rutgers University
heldle01w,Lexi Held,https://www.basketball-reference.com/wnba/players/h/heldle01w.html,PHO,2026,10,G,5-9,138,"December 28, 1999",1,"DePaul, DePaul"
linskky01w,Kyara Linskens,https://www.basketball-reference.com/wnba/players/l/linskky01w.html,PHO,2026,31,C,6-4,209,"November 13, 1996",1,
mackna01w,Natasha Mack,https://www.basketball-reference.com/wnba/players/m/mackna01w.html,PHO,2026,4,F-C,6-3,182,"November 3, 1997",3,"Angelina College, Oklahoma State"
suarema01w,Marta Suárez(DC),https://www.basketball-reference.com/wnba/players/s/suarema01w.html,PHO,2026,77,F,6-3,,"May 7, 2002",R,"Tennessee, California, TCU"
thomaal01w,Alyssa Thomas,https://www.basketball-reference.com/wnba/players/t/thomaal01w.html,PHO,2026,25,F,6-2,203,"April 12, 1992",12,Maryland
whitcsa01w,Sami Whitcomb,https://www.basketball-reference.com/wnba/players/w/whitcsa01w.html,PHO,2026,33,G,5-10,149,"July 20, 1988",9,Washington
barkesa01w,Sarah Ashlee Barker,https://www.basketball-reference.com/wnba/players/b/barkesa01w.html,POR,2026,3,G,6-0,173,"September 10, 2001",1,"Georgia, Alabama"
buhnefr01w,Frieda Bühner,https://www.basketball-reference.com/wnba/players/b/buhnefr01w.html,POR,2026,20,F-C,6-2,175,"May 28, 2004",R,Florida
carlebr01w,Bridget Carleton,https://www.basketball-reference.com/wnba/players/c/carlebr01w.html,POR,2026,6,F,6-2,190,"May 22, 1997",7,Iowa State
engstem01w,Emily Engstler,https://www.basketball-reference.com/wnba/players/e/engstem01w.html,POR,2026,21,F,6-1,184,"May 1, 2000",4,"Syracuse, Louisville"
feagisa01w,Sania Feagin(DC),https://www.basketball-reference.com/wnba/players/f/feagisa01w.html,POR,2026,,F,6-3,,"March 15, 2003",1,South Carolina
geiselu01w,Luisa Geiselsöder,https://www.basketball-reference.com/wnba/players/g/geiselu01w.html,POR,2026,15,C,6-4,204,"February 10, 2000",1,
gustame01w,Megan Gustafson,https://www.basketball-reference.com/wnba/players/g/gustame01w.html,POR,2026,17,C,6-4,208,"December 13, 1996",7,Iowa
harrijo05w,Jordan Harrison(DC),https://www.basketball-reference.com/wnba/players/h/harrijo05w.html,POR,2026,2,G,5-6,132,"April 26, 2004",R,"Stephen F. Austin, West Virginia"
leiteca01w,Carla Leite,https://www.basketball-reference.com/wnba/players/l/leiteca01w.html,POR,2026,0,G,5-9,151,"April 16, 2004",1,
oblakte01w,Teja Oblak,https://www.basketball-reference.com/wnba/players/o/oblakte01w.html,POR,2026,7,G,5-8,149,"December 20, 1990",R,
puochny01w,Nyadiew Puoch,https://www.basketball-reference.com/wnba/players/p/puochny01w.html,POR,2026,13,F,6-3,167,"June 23, 2004",R,
samueka01w,Karlie Samuelson,https://www.basketball-reference.com/wnba/players/s/samueka01w.html,POR,2026,44,G,6-0,159,"May 10, 1995",7,Stanford
willise02w,Serah Williams,https://www.basketball-reference.com/wnba/players/w/willise02w.html,POR,2026,25,F,6-4,185,"January 17, 2004",R,"Wisconsin, UConn"
winteho01w,Holly Winterburn,https://www.basketball-reference.com/wnba/players/w/winteho01w.html,POR,2026,7,G,5-11,,"October 1, 2000",R,"Oregon, Oregon"
cookezi01w,Zia Cooke,https://www.basketball-reference.com/wnba/players/c/cookezi01w.html,SEA,2026,7,G,5-9,163,"January 9, 2001",3,South Carolina
dolsost01w,Stefanie Dolson,https://www.basketball-reference.com/wnba/players/d/dolsost01w.html,SEA,2026,31,C,6-5,235,"January 8, 1992",12,UConn
famaw01w,Awa Fam,https://www.basketball-reference.com/wnba/players/f/famaw01w.html,SEA,2026,11,C,6-4,,"June 17, 2006",R,
hiedena01w,Natisha Hiedeman,https://www.basketball-reference.com/wnba/players/h/hiedena01w.html,SEA,2026,2,G,5-8,132,"February 10, 1997",7,Marquette
holmema01w,Mackenzie Holmes,https://www.basketball-reference.com/wnba/players/h/holmema01w.html,SEA,2026,54,F,6-3,185,"November 1, 2000",1,Indiana
horstjo02w,Jordan Horston,https://www.basketball-reference.com/wnba/players/h/horstjo02w.html,SEA,2026,23,F,6-2,165,"May 21, 2001",2,Tennessee
johnsfl03w,Flau'jae Johnson,https://www.basketball-reference.com/wnba/players/j/johnsfl03w.html,SEA,2026,4,G,5-10,170,"November 3, 2003",R,LSU
magbeez01w,Ezi Magbegor,https://www.basketball-reference.com/wnba/players/m/magbeez01w.html,SEA,2026,13,F-C,6-6,181,"August 13, 1999",6,
mairta01w,Taina Mair(DC),https://www.basketball-reference.com/wnba/players/m/mairta01w.html,SEA,2026,22,G,5-9,,"November 20, 2003",R,"Boston College, Duke"
malondo01w,Dominique Malonga,https://www.basketball-reference.com/wnba/players/m/malondo01w.html,SEA,2026,14,C,6-6,,"November 16, 2005",1,
melboja01w,Jade Melbourne,https://www.basketball-reference.com/wnba/players/m/melboja01w.html,SEA,2026,5,G,5-10,145,"August 18, 2002",3,
samueka02w,Katie Lou Samuelson,https://www.basketball-reference.com/wnba/players/s/samueka02w.html,SEA,2026,33,G,6-3,163,"June 13, 1997",5,UConn
thierta01w,Taylor Thierry,https://www.basketball-reference.com/wnba/players/t/thierta01w.html,SEA,2026,,G-F,6-1,,"January 8, 2003",1,Ohio State
alexaka01w,Kayla Alexander,https://www.basketball-reference.com/wnba/players/a/alexaka01w.html,TOR,2026,,C,6-4,195,"January 5, 1991",8,Syracuse
allemju01w,Julie Allemand,https://www.basketball-reference.com/wnba/players/a/allemju01w.html,TOR,2026,22,G,5-10,152,"July 7, 1996",3,
bankoor01w,Ornella Bankole(DC),https://www.basketball-reference.com/wnba/players/b/bankoor01w.html,TOR,2026,,G,5-11,159,"September 17, 1997",R,
condema01w,Maria Conde,https://www.basketball-reference.com/wnba/players/c/condema01w.html,TOR,2026,10,F,6-3,168,"January 14, 1997",R,Florida State
fagbete01w,Temi Fagbenle,https://www.basketball-reference.com/wnba/players/f/fagbete01w.html,TOR,2026,14,C,6-5,180,"September 8, 1992",5,"Harvard University, USC"
harriis01w,Isabelle Harrison,https://www.basketball-reference.com/wnba/players/h/harriis01w.html,TOR,2026,21,F,6-5,193,"September 27, 1993",8,Tennessee
juskala01w,Laura Juškaitė,https://www.basketball-reference.com/wnba/players/j/juskala01w.html,TOR,2026,2,F,6-4,188,"September 22, 1997",R,
keyte01w,Teonni Key,https://www.basketball-reference.com/wnba/players/k/keyte01w.html,TOR,2026,7,F,6-4,170,"July 10, 2003",R,"UNC, Kentucky"
mabrema01w,Marina Mabrey,https://www.basketball-reference.com/wnba/players/m/mabrema01w.html,TOR,2026,3,G,6-1,186,"September 14, 1996",7,Notre Dame
nurseki01w,Kia Nurse,https://www.basketball-reference.com/wnba/players/n/nurseki01w.html,TOR,2026,11,G,6-0,195,"February 22, 1996",7,UConn
pouyeti01w,Tima Pouye,https://www.basketball-reference.com/wnba/players/p/pouyeti01w.html,TOR,2026,32,G,5-10,,"April 7, 1999",R,
riceki01w,Kiki Rice,https://www.basketball-reference.com/wnba/players/r/riceki01w.html,TOR,2026,1,G,5-11,166,"January 14, 2004",R,UCLA
sabalny01w,Nyara Sabally,https://www.basketball-reference.com/wnba/players/s/sabalny01w.html,TOR,2026,8,F,6-5,214,"February 26, 2000",3,Oregon
sykesbr01w,Brittney Sykes,https://www.basketball-reference.com/wnba/players/s/sykesbr01w.html,TOR,2026,20,G,5-11,152,"February 7, 1994",9,Syracuse
amoorge01w,Georgia Amoore,https://www.basketball-reference.com/wnba/players/a/amoorge01w.html,WAS,2026,8,G,5-6,155,"April 3, 2001",R,"Virginia Tech, Kentucky"
austish01w,Shakira Austin,https://www.basketball-reference.com/wnba/players/a/austish01w.html,WAS,2026,0,C,6-5,200,"July 25, 2000",4,"Maryland, Ole Miss"
bettsla01w,Lauren Betts,https://www.basketball-reference.com/wnba/players/b/bettsla01w.html,WAS,2026,51,C,6-7,231,"October 15, 2003",R,"Stanford, UCLA"
citroso01w,Sonia Citron,https://www.basketball-reference.com/wnba/players/c/citroso01w.html,WAS,2026,22,G,6-1,175,"October 22, 2003",1,Notre Dame
dugalan01w,Angela Dugalić,https://www.basketball-reference.com/wnba/players/d/dugalan01w.html,WAS,2026,32,F,6-4,199,"December 29, 2001",R,"Oregon, UCLA"
floreal01w,Alicia Flórez,https://www.basketball-reference.com/wnba/players/f/floreal01w.html,WAS,2026,2,G,5-9,166,"April 19, 2004",R,
harmoro01w,Rori Harmon,https://www.basketball-reference.com/wnba/players/h/harmoro01w.html,WAS,2026,3,G,5-6,146,"January 29, 2003",R,Texas
iriafki01w,Kiki Iriafen,https://www.basketball-reference.com/wnba/players/i/iriafki01w.html,WAS,2026,44,F,6-3,202,"August 26, 2003",1,"Stanford, USC"
littlda02w,Darianna Littlepage-Buggs(DC),https://www.basketball-reference.com/wnba/players/l/littlda02w.html,WAS,2026,5,G-F,6-1,159,"September 23, 2003",R,Baylor
mcmahco01w,Cotie McMahon,https://www.basketball-reference.com/wnba/players/m/mcmahco01w.html,WAS,2026,23,G,6-0,203,"May 4, 2004",R,"Ohio State, Ole Miss"
olsenlu01w,Lucy Olsen,https://www.basketball-reference.com/wnba/players/o/olsenlu01w.html,WAS,2026,33,G,5-10,141,"May 26, 2003",1,"Villanova, Iowa"
onyenmi01w,Michaela Onyenwere,https://www.basketball-reference.com/wnba/players/o/onyenmi01w.html,WAS,2026,12,F,6-0,202,"August 10, 1999",5,UCLA
prospca01w,Cassandre Prosper,https://www.basketball-reference.com/wnba/players/p/prospca01w.html,WAS,2026,18,G,6-3,182,"June 25, 2005",R,Notre Dame
