Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3570,5186275885,smithcj16 (42/80),0,177,F Kamilla Cardoso F Azura Stevens F Nell Angloma G Paige Bueckers G Leila Lacan UTIL Natasha Cloud,,,
3570,5186291301,zachm5,0,177,F Dearica Hamby F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Rae Burrell UTIL Natasha Cloud,,,
3570,5186338506,milligolf (20/150),0,177,F Dearica Hamby F Maria Conde F Kayla Thornton G Paige Bueckers G Rae Burrell UTIL Sydney Taylor,,,
3570,5186397709,soonerdallas (47/54),0,177,F Jessica Shepard F Dearica Hamby F Azura Stevens G Charlisse Leger-Walker G Arike Ogunbowale UTIL Tiffany Hayes,,,
3570,5186408808,ruff_endz14 (89/150),0,177,F Jessica Shepard F Isabelle Harrison F Azura Stevens G Azzi Fudd G Tiffany Hayes UTIL Arike Ogunbowale,,,
3570,5186418019,cptnspaulding (28/150),0,177,F Jessica Shepard F Kamilla Cardoso F Aneesah Morrow G Paige Bueckers G Tiffany Hayes UTIL Rae Burrell,,,
3570,5186418132,cptnspaulding (141/150),0,177,F Jessica Shepard F Kamilla Cardoso F Aneesah Morrow G Paige Bueckers G Tiffany Hayes UTIL Rae Burrell,,,
3570,5186428215,Wanna_Square_Up1567 (150/150),0,177,F Kamilla Cardoso F Azura Stevens F Kiah Stokes G Marina Mabrey G Arike Ogunbowale UTIL Erica Wheeler,,,
3570,5186436625,TANKCOLEMAN (3/4),0,177,F Jessica Shepard F Kamilla Cardoso F Olivia Nelson-Ododa G Ariel Atkins G Odyssey Sims UTIL Leila Lacan,,,
3570,5186439494,westwood (3/22),0,177,F Isabelle Harrison F Awak Kuier F Nell Angloma G Marina Mabrey G Leila Lacan UTIL Paige Bueckers,,,
3570,5186456799,llllllllllllllllIll (40/150),0,177,F Dearica Hamby F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Rae Burrell UTIL Natasha Cloud,,,
3570,5186527219,sixers1212 (15/70),0,177,F Jessica Shepard F Janelle Salaun F Kiah Stokes G Veronica Burton G Kaitlyn Chen UTIL Isabelle Harrison,,,
3570,5186537286,sixers1212 (39/70),0,177,F Dearica Hamby F Kamilla Cardoso F Janelle Salaun G Natasha Cloud G Sydney Taylor UTIL Rae Burrell,,,
3570,5186539261,aquafinatim (108/150),0,177,F Jessica Shepard F Dearica Hamby F Raegan Beers G Paige Bueckers G Kennedy Burke UTIL Natasha Cloud,,,
3570,5186541534,bomclean12 (49/150),0,177,F Jessica Shepard F Dearica Hamby F Azura Stevens G Arike Ogunbowale G Courtney Vandersloot UTIL Aaliyah Edwards,,,
3570,5186550971,FantasyTuff,0,177,F Dearica Hamby F Kamilla Cardoso F Olivia Nelson-Ododa G Arike Ogunbowale G Rae Burrell UTIL Charlisse Leger-Walker,,,
3570,5186584211,claude_e_99 (2/2),0,177,F Kamilla Cardoso F Kayla Thornton F Kiah Stokes G Paige Bueckers G Arike Ogunbowale UTIL Janelle Salaun,,,
3570,5186609849,thelugiest (5/36),0,177,F Jessica Shepard F Azura Stevens F Nell Angloma G Paige Bueckers G Julie Allemand UTIL Awak Kuier,,,
3570,5186612138,adunnaway (2/12),0,177,F Jessica Shepard F Kamilla Cardoso F Cecilia Zandalasini G Paige Bueckers G Courtney Vandersloot UTIL Gabriela Jaquez,,,
3570,5186616172,datyoungreezy (50/150),0,177,F Isabelle Harrison F Maria Conde F Alanna Smith G Paige Bueckers G Veronica Burton UTIL Natasha Cloud,,,
3570,5186631416,SOVEREIGN_LIFE (2/2),0,177,F Nneka Ogwumike F Awak Kuier F Diamond Miller G Paige Bueckers G Leila Lacan UTIL Kaila Charles,,,
3570,5186646880,ecglover8 (31/33),0,177,F Jessica Shepard F Dearica Hamby F Raegan Beers G Paige Bueckers G Kennedy Burke UTIL Natasha Cloud,,,
3570,5186668674,Mav910 (18/34),0,177,F Nneka Ogwumike F Isabelle Harrison F Olivia Nelson-Ododa G Natasha Cloud G Sydney Taylor UTIL Diamond Miller,,,
3598,5186144497,niquisition (45/83),0,176.75,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Natasha Cloud G Kaitlyn Chen UTIL Ariel Atkins,,,
3598,5186264642,bellsofwar3 (56/60),0,176.75,F Dearica Hamby F Kamilla Cardoso F Diamond Miller G Marina Mabrey G Arike Ogunbowale UTIL Sydney Taylor,,,
3598,5186283383,Hey...HereWeGo1 (49/150),0,176.75,F Nneka Ogwumike F Olivia Nelson-Ododa F Maria Conde G Natasha Cloud G Rae Burrell UTIL Awak Kuier,,,
3598,5186338617,milligolf (131/150),0,176.75,F Dearica Hamby F Olivia Nelson-Ododa F Janelle Salaun G Marina Mabrey G Courtney Vandersloot UTIL Sydney Taylor,,,
3598,5186377976,jusnit (17/60),0,176.75,F Jessica Shepard F Kayla Thornton F Alissa Pili G Paige Bueckers G Marina Mabrey UTIL Rae Burrell,,,
3598,5186408739,ruff_endz14 (20/150),0,176.75,F Kamilla Cardoso F Isabelle Harrison F Azura Stevens G Natasha Cloud G Rae Burrell UTIL Erica Wheeler,,,
3598,5186426186,viperkd23,0,176.75,F Nneka Ogwumike F Kamilla Cardoso F Kiah Stokes G Veronica Burton G Rae Burrell UTIL Courtney Vandersloot,,,
3598,5186428153,Wanna_Square_Up1567 (88/150),0,176.75,F Dearica Hamby F Janelle Salaun F Awak Kuier G Marina Mabrey G Natasha Cloud UTIL Rae Burrell,,,
3598,5186436627,sirrouse3 (8/10),0,176.75,F Jessica Shepard F Awak Kuier F Alanna Smith G Paige Bueckers G Arike Ogunbowale UTIL Olivia Nelson-Ododa,,,
3598,5186456817,llllllllllllllllIll (58/150),0,176.75,F Jessica Shepard F Nneka Ogwumike F Isabelle Harrison G Julie Allemand G Aziaha James UTIL Kaila Charles,,,
3598,5186456859,llllllllllllllllIll (100/150),0,176.75,F Jessica Shepard F Dearica Hamby F Azura Stevens G Azzi Fudd G Tiffany Hayes UTIL Rae Burrell,,,
3598,5186498340,Bsaun32 (141/150),0,176.75,F Jessica Shepard F Maria Conde F Elizabeth Williams G Marina Mabrey G Rae Burrell UTIL Azura Stevens,,,
3598,5186500846,Skipper55 (55/150),0,176.75,F Dearica Hamby F Kamilla Cardoso F Diamond Miller G Marina Mabrey G Arike Ogunbowale UTIL Sydney Taylor,,,
3598,5186500876,Skipper55 (85/150),0,176.75,F Jessica Shepard F Maria Conde F Diamond Miller G Veronica Burton G Kaila Charles UTIL Kamilla Cardoso,,,
3598,5186516816,Mav910 (5/34),0,176.75,F Dearica Hamby F Kamilla Cardoso F Laura Juskaite G Marina Mabrey G Charlisse Leger-Walker UTIL Courtney Vandersloot,,,
3598,5186539227,aquafinatim (74/150),0,176.75,F Dearica Hamby F Isabelle Harrison F Aaliyah Edwards G Marina Mabrey G Charlisse Leger-Walker UTIL Erica Wheeler,,,
3598,5186541501,bomclean12 (16/150),0,176.75,F Dearica Hamby F Isabelle Harrison F Aaliyah Edwards G Marina Mabrey G Charlisse Leger-Walker UTIL Erica Wheeler,,,
3598,5186541622,bomclean12 (137/150),0,176.75,F Dearica Hamby F Laura Juskaite F Aaliyah Edwards G Marina Mabrey G Leila Lacan UTIL Julie Allemand,,,
3598,5186619156,sirjerkins (88/150),0,176.75,F Nneka Ogwumike F Isabelle Harrison F Alanna Smith G Arike Ogunbowale G Sydney Taylor UTIL Dearica Hamby,,,
3598,5186619179,sirjerkins (111/150),0,176.75,F Nneka Ogwumike F Azura Stevens F Raegan Beers G Marina Mabrey G Veronica Burton UTIL Kaila Charles,,,
3598,5186653184,DBrownFF88 (11/20),0,176.75,F Nneka Ogwumike F Isabelle Harrison F Azura Stevens G Julie Allemand G Rae Burrell UTIL Diamond Miller,,,
3598,5186663022,ledkdogg (71/145),0,176.75,F Nneka Ogwumike F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Kennedy Burke UTIL Arike Ogunbowale,,,
3598,5186673716,NATURALSHOOTER (4/32),0,176.75,F Dearica Hamby F Azura Stevens F Raegan Beers G Marina Mabrey G Courtney Vandersloot UTIL Nneka Ogwumike,,,
3598,5186680908,Mav910 (21/34),0,176.75,F Azura Stevens F Olivia Nelson-Ododa F Laura Juskaite G Veronica Burton G Julie Allemand UTIL Natasha Cloud,,,
3598,5186684929,Rowdog31 (62/101),0,176.75,F Jessica Shepard F Dearica Hamby F Azura Stevens G Azzi Fudd G Rae Burrell UTIL Tiffany Hayes,,,
3623,5186157287,afcgreen27 (12/38),0,176.5,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Natasha Cloud G Kaitlyn Chen UTIL Erica Wheeler,,,
3623,5186193183,mking67086 (1/4),0,176.5,F Jessica Shepard F Nneka Ogwumike F Isabelle Harrison G Kaitlyn Chen G Aicha Coulibaly UTIL Leila Lacan,,,
3623,5186259212,justspunk (7/10),0,176.5,F Jessica Shepard F Isabelle Harrison F Olivia Nelson-Ododa G Paige Bueckers G Kaitlyn Chen UTIL Alanna Smith,,,
3623,5186264806,DonWhite1,0,176.5,F Nneka Ogwumike F Kamilla Cardoso F Awak Kuier G Paige Bueckers G Sydney Taylor UTIL Kiana Williams,,,
3623,5186268196,Ocin_D_Clown (28/150),0,176.5,F Jessica Shepard F Kayla Thornton F Laura Juskaite G Marina Mabrey G Kaila Charles UTIL Natasha Cloud,,,
3623,5186268219,Ocin_D_Clown (51/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Marina Mabrey G Kaila Charles UTIL Kennedy Burke,,,
3623,5186306657,floydian80 (6/30),0,176.5,F Nneka Ogwumike F Kamilla Cardoso F Aaliyah Edwards G Julie Allemand G Tiffany Hayes UTIL Marina Mabrey,,,
3623,5186338551,milligolf (65/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Maria Conde G Marina Mabrey G Tiffany Hayes UTIL Courtney Vandersloot,,,
3623,5186352675,Knowmygrind,0,176.5,F Olivia Nelson-Ododa F Laura Juskaite F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Kamilla Cardoso,,,
3623,5186377979,jusnit (20/60),0,176.5,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Azzi Fudd G Tiffany Hayes UTIL Ariel Atkins,,,
3623,5186378019,jusnit (60/60),0,176.5,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Kennedy Burke G Kaila Charles UTIL Marina Mabrey,,,
3623,5186408837,ruff_endz14 (118/150),0,176.5,F Jessica Shepard F Isabelle Harrison F Diamond Miller G Paige Bueckers G Natasha Cloud UTIL Alanna Smith,,,
3623,5186414928,DMann5513 (2/2),0,176.5,F Jessica Shepard F Nneka Ogwumike F Alanna Smith G Natasha Cloud G Rae Burrell UTIL Azzi Fudd,,,
3623,5186418082,cptnspaulding (91/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Maria Conde G Marina Mabrey G Tiffany Hayes UTIL Courtney Vandersloot,,,
3623,5186498295,Bsaun32 (96/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Azzi Fudd G Tiffany Hayes UTIL Ariel Atkins,,,
3623,5186498333,Bsaun32 (134/150),0,176.5,F Jessica Shepard F Dearica Hamby F Azura Stevens G Julie Allemand G Tiffany Hayes UTIL Rae Burrell,,,
3623,5186500804,Skipper55 (13/150),0,176.5,F Jessica Shepard F Dearica Hamby F Laura Juskaite G Kennedy Burke G Kaila Charles UTIL Kamilla Cardoso,,,
3623,5186500890,Skipper55 (99/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Kennedy Burke G Kaila Charles UTIL Marina Mabrey,,,
3623,5186500927,Skipper55 (136/150),0,176.5,F Nneka Ogwumike F Olivia Nelson-Ododa F Cecilia Zandalasini G Marina Mabrey G Rae Burrell UTIL Sydney Taylor,,,
3623,5186539192,aquafinatim (39/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Azzi Fudd G Tiffany Hayes UTIL Ariel Atkins,,,
3623,5186539224,aquafinatim (71/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Kennedy Burke G Kaila Charles UTIL Marina Mabrey,,,
3623,5186539256,aquafinatim (103/150),0,176.5,F Dearica Hamby F Kamilla Cardoso F Isabelle Harrison G Arike Ogunbowale G Gianna Kneepkens UTIL Marina Mabrey,,,
3623,5186541506,bomclean12 (21/150),0,176.5,F Jessica Shepard F Awak Kuier F Kiah Stokes G Arike Ogunbowale G Courtney Vandersloot UTIL Paige Bueckers,,,
3623,5186585010,aarontdyson (3/150),0,176.5,F Jessica Shepard F Kamilla Cardoso F Maria Conde G Marina Mabrey G Tiffany Hayes UTIL Courtney Vandersloot,,,
3623,5186609871,thelugiest (27/36),0,176.5,F Jessica Shepard F Kamilla Cardoso F Nell Angloma G Paige Bueckers G Charlisse Leger-Walker UTIL Awak Kuier,,,
3623,5186611035,michaelaedelstein (4/98),0,176.5,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Kennedy Burke G Kaila Charles UTIL Dearica Hamby,,,
3623,5186619196,sirjerkins (128/150),0,176.5,F Nneka Ogwumike F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Tiffany Hayes UTIL Azzi Fudd,,,
3623,5186643154,CAREYBROOK808 (14/22),0,176.5,F Dearica Hamby F Kamilla Cardoso F Azura Stevens G Jacy Sheldon G Kaitlyn Chen UTIL Nneka Ogwumike,,,
3623,5186662984,ledkdogg (33/145),0,176.5,F Jessica Shepard F Kamilla Cardoso F Elizabeth Williams G Paige Bueckers G Julie Allemand UTIL Kaitlyn Chen,,,
3623,5186663063,ledkdogg (112/145),0,176.5,F Nneka Ogwumike F Dearica Hamby F Awak Kuier G Paige Bueckers G Kia Nurse UTIL Diamond Miller,,,
3653,5186178041,handsomehearted2,0,176.25,F Janelle Salaun F Awak Kuier F Kiah Stokes G Paige Bueckers G Natasha Cloud UTIL Veronica Burton,,,
3653,5186183454,MrChowon23,0,176.25,F Jessica Shepard F Kamilla Cardoso F Diamond Miller G Marina Mabrey G Courtney Vandersloot UTIL Rae Burrell,,,
3653,5186256543,goofybh207 (3/13),0,176.25,F Isabelle Harrison F Olivia Nelson-Ododa F Aaliyah Edwards G Paige Bueckers G Kaila Charles UTIL Azura Stevens,,,
3653,5186268232,Ocin_D_Clown (64/150),0,176.25,F Jessica Shepard F Kayla Thornton F Laura Juskaite G Marina Mabrey G Charlisse Leger-Walker UTIL Rae Burrell,,,
3653,5186268304,Ocin_D_Clown (136/150),0,176.25,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Marina Mabrey G Azzi Fudd UTIL Alissa Pili,,,
3653,5186275863,smithcj16 (20/80),0,176.25,F Nneka Ogwumike F Azura Stevens F Diamond Miller G Leila Lacan G Azzi Fudd UTIL Ariel Atkins,,,
3653,5186283394,Hey...HereWeGo1 (60/150),0,176.25,F Dearica Hamby F Olivia Nelson-Ododa F Laura Juskaite G Paige Bueckers G Kennedy Burke UTIL Awak Kuier,,,
3653,5186291370,lamarrstar (3/3),0,176.25,F Jessica Shepard F Dearica Hamby F Kamilla Cardoso G Natasha Cloud G Arike Ogunbowale UTIL Maddy Siegrist,,,
3653,5186307818,flanders21 (2/2),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186318707,504ant (37/40),0,176.25,F Jessica Shepard F Azura Stevens F Nell Angloma G Marina Mabrey G Azzi Fudd UTIL Natasha Cloud,,,
3653,5186353365,dbaggot3 (18/52),0,176.25,F Jessica Shepard F Maria Conde F Cecilia Zandalasini G Marina Mabrey G Natasha Cloud UTIL Rae Burrell,,,
3653,5186408845,ruff_endz14 (126/150),0,176.25,F Jessica Shepard F Isabelle Harrison F Aaliyah Edwards G Arike Ogunbowale G Courtney Vandersloot UTIL Kamilla Cardoso,,,
3653,5186410458,backyardbomber (5/8),0,176.25,F Janelle Salaun F Maria Conde F Kayla Thornton G Paige Bueckers G Sydney Taylor UTIL Olivia Nelson-Ododa,,,
3653,5186418096,cptnspaulding (105/150),0,176.25,F Jessica Shepard F Kamilla Cardoso F Diamond Miller G Marina Mabrey G Courtney Vandersloot UTIL Rae Burrell,,,
3653,5186436720,Ukp85ene (2/4),0,176.25,F Jessica Shepard F Nneka Ogwumike F Olivia Nelson-Ododa G Leila Lacan G Courtney Vandersloot UTIL Raegan Beers,,,
3653,5186498264,Bsaun32 (65/150),0,176.25,F Kamilla Cardoso F Isabelle Harrison F Azura Stevens G Kaila Charles G Tiffany Hayes UTIL Paige Bueckers,,,
3653,5186498306,Bsaun32 (107/150),0,176.25,F Jessica Shepard F Dearica Hamby F Jihyun Park G Paige Bueckers G Courtney Vandersloot UTIL Sydney Taylor,,,
3653,5186541490,bomclean12 (5/150),0,176.25,F Nneka Ogwumike F Kamilla Cardoso F Aaliyah Edwards G Azzi Fudd G Natasha Cloud UTIL Rae Burrell,,,
3653,5186548957,khp5050 (52/60),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Jihyun Park G Paige Bueckers G Kaila Charles UTIL Azura Stevens,,,
3653,5186552232,live_well_prosper (5/5),0,176.25,F Dearica Hamby F Kamilla Cardoso F Olivia Nelson-Ododa G Azzi Fudd G Arike Ogunbowale UTIL Gabriela Jaquez,,,
3653,5186562130,PhilandPaige,0,176.25,F Dearica Hamby F Isabelle Harrison F Janelle Salaun G Paige Bueckers G Charlisse Leger-Walker UTIL Alanna Smith,,,
3653,5186565515,jah_586 (23/30),0,176.25,F Jessica Shepard F Kamilla Cardoso F Isabelle Harrison G Arike Ogunbowale G Tiffany Hayes UTIL Charlisse Leger-Walker,,,
3653,5186585038,aarontdyson (31/150),0,176.25,F Kamilla Cardoso F Isabelle Harrison F Azura Stevens G Paige Bueckers G Kaila Charles UTIL Tiffany Hayes,,,
3653,5186585113,aarontdyson (106/150),0,176.25,F Jessica Shepard F Dearica Hamby F Kamilla Cardoso G Kaila Charles G Tiffany Hayes UTIL Natasha Cloud,,,
3653,5186616134,datyoungreezy (12/150),0,176.25,F Kamilla Cardoso F Isabelle Harrison F Olivia Nelson-Ododa G Paige Bueckers G Gianna Kneepkens UTIL Natasha Cloud,,,
3653,5186616200,datyoungreezy (78/150),0,176.25,F Nneka Ogwumike F Kamilla Cardoso F Maddy Siegrist G Paige Bueckers G Azzi Fudd UTIL Courtney Vandersloot,,,
3653,5186616213,datyoungreezy (91/150),0,176.25,F Dearica Hamby F Olivia Nelson-Ododa F Diamond Miller G Azzi Fudd G Courtney Vandersloot UTIL Nneka Ogwumike,,,
3653,5186616253,datyoungreezy (131/150),0,176.25,F Isabelle Harrison F Olivia Nelson-Ododa F Nell Angloma G Veronica Burton G Azzi Fudd UTIL Marina Mabrey,,,
3653,5186621575,Thonaston (37/55),0,176.25,F Jessica Shepard F Azura Stevens F Nell Angloma G Azzi Fudd G Natasha Cloud UTIL Marina Mabrey,,,
3653,5186651485,Brownboy200,0,176.25,F Nneka Ogwumike F Kamilla Cardoso F Cecilia Zandalasini G Paige Bueckers G Natasha Cloud UTIL Aziaha James,,,
3653,5186658298,lkdogg (5/6),0,176.25,F Nneka Ogwumike F Dearica Hamby F Kamilla Cardoso G Natasha Cloud G Kaitlyn Chen UTIL Courtney Vandersloot,,,
3653,5186663933,desean555 (1/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663934,desean555 (2/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663935,desean555 (3/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663936,desean555 (4/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663937,desean555 (5/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663938,desean555 (6/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663939,desean555 (7/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663940,desean555 (8/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663941,desean555 (9/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663942,desean555 (10/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663943,desean555 (11/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663944,desean555 (12/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663945,desean555 (13/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663946,desean555 (14/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663947,desean555 (15/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663948,desean555 (16/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663949,desean555 (17/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663950,desean555 (18/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663951,desean555 (19/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663952,desean555 (20/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663953,desean555 (21/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663954,desean555 (22/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663955,desean555 (23/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663956,desean555 (24/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663957,desean555 (25/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663958,desean555 (26/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663959,desean555 (27/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663960,desean555 (28/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663961,desean555 (29/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663962,desean555 (30/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663963,desean555 (31/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663964,desean555 (32/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663965,desean555 (33/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663966,desean555 (34/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663967,desean555 (35/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663968,desean555 (36/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663969,desean555 (37/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663970,desean555 (38/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663971,desean555 (39/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663972,desean555 (40/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663973,desean555 (41/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663974,desean555 (42/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663975,desean555 (43/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663976,desean555 (44/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663977,desean555 (45/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663978,desean555 (46/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663979,desean555 (47/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
3653,5186663980,desean555 (48/50),0,176.25,F Jessica Shepard F Olivia Nelson-Ododa F Alanna Smith G Paige Bueckers G Leila Lacan UTIL Gabriela Jaquez,,,
