Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
750,5186498316,Bsaun32 (117/150),0,202.75,F Jessica Shepard F Isabelle Harrison F Laura Juskaite G Rae Burrell G Kaila Charles UTIL Dearica Hamby,,,
750,5186539286,aquafinatim (133/150),0,202.75,F Jessica Shepard F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Kaila Charles UTIL Rae Burrell,,,
750,5186539303,aquafinatim (150/150),0,202.75,F Dearica Hamby F Isabelle Harrison F Laeticia Amihere G Marina Mabrey G Tiffany Hayes UTIL Nneka Ogwumike,,,
750,5186573578,ljb33bc102 (5/100),0,202.75,F Jessica Shepard F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Kaila Charles UTIL Rae Burrell,,,
750,5186619109,sirjerkins (41/150),0,202.75,F Jessica Shepard F Dearica Hamby F Nell Angloma G Marina Mabrey G Arike Ogunbowale UTIL Natasha Cloud,,,
750,5186619131,sirjerkins (63/150),0,202.75,F Azura Stevens F Janelle Salaun F Aaliyah Edwards G Paige Bueckers G Arike Ogunbowale UTIL Ariel Atkins,,,
750,5186664439,monarch11 (34/38),0,202.75,F Jessica Shepard F Nneka Ogwumike F Maria Conde G Ariel Atkins G Kaila Charles UTIL Sydney Taylor,,,
750,5186670082,ChickenDinner1970 (25/100),0,202.75,F Jessica Shepard F Dearica Hamby F Nell Angloma G Marina Mabrey G Arike Ogunbowale UTIL Natasha Cloud,,,
775,5186249853,DrNickIsIn (2/10),0,202.5,F Dearica Hamby F Azura Stevens F Nell Angloma G Paige Bueckers G Marina Mabrey UTIL Rae Burrell,,,
775,5186267082,PokerChump (7/10),0,202.5,F Jessica Shepard F Olivia Nelson-Ododa F Janelle Salaun G Marina Mabrey G Tiffany Hayes UTIL Arike Ogunbowale,,,
775,5186318685,504ant (15/40),0,202.5,F Dearica Hamby F Azura Stevens F Nell Angloma G Paige Bueckers G Marina Mabrey UTIL Rae Burrell,,,
775,5186353364,dbaggot3 (17/52),0,202.5,F Nneka Ogwumike F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Ariel Atkins UTIL Rae Burrell,,,
775,5186397689,soonerdallas (27/54),0,202.5,F Jessica Shepard F Olivia Nelson-Ododa F Janelle Salaun G Marina Mabrey G Arike Ogunbowale UTIL Tiffany Hayes,,,
775,5186428076,Wanna_Square_Up1567 (11/150),0,202.5,F Jessica Shepard F Dearica Hamby F Laura Juskaite G Veronica Burton G Tiffany Hayes UTIL Natasha Cloud,,,
775,5186476808,jwclark311 (25/150),0,202.5,F Dearica Hamby F Azura Stevens F Nell Angloma G Paige Bueckers G Marina Mabrey UTIL Rae Burrell,,,
775,5186548938,khp5050 (33/60),0,202.5,F Azura Stevens F Olivia Nelson-Ododa F Laura Juskaite G Paige Bueckers G Rae Burrell UTIL Natasha Cloud,,,
775,5186573591,ljb33bc102 (18/100),0,202.5,F Dearica Hamby F Azura Stevens F Nell Angloma G Paige Bueckers G Marina Mabrey UTIL Rae Burrell,,,
775,5186664414,monarch11 (9/38),0,202.5,F Dearica Hamby F Azura Stevens F Nell Angloma G Paige Bueckers G Marina Mabrey UTIL Rae Burrell,,,
775,5186669068,darrylposton (6/50),0,202.5,F Dearica Hamby F Janelle Salaun F Diamond Miller G Azzi Fudd G Arike Ogunbowale UTIL Paige Bueckers,,,
775,5186669097,darrylposton (35/50),0,202.5,F Jessica Shepard F Olivia Nelson-Ododa F Janelle Salaun G Marina Mabrey G Arike Ogunbowale UTIL Tiffany Hayes,,,
775,5186670973,smoothym2000 (2/2),0,202.5,F Jessica Shepard F Nneka Ogwumike F Awak Kuier G Paige Bueckers G Kaila Charles UTIL Nell Angloma,,,
788,5186264587,bellsofwar3 (1/60),0,202.25,F Dearica Hamby F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Ariel Atkins UTIL Sydney Taylor,,,
788,5186264623,bellsofwar3 (37/60),0,202.25,F Isabelle Harrison F Janelle Salaun F Laura Juskaite G Paige Bueckers G Azzi Fudd UTIL Sydney Taylor,,,
788,5186294358,TonyC1,0,202.25,F Olivia Nelson-Ododa F Janelle Salaun F Maria Conde G Natasha Cloud G Rae Burrell UTIL Nneka Ogwumike,,,
788,5186371977,Zakarielp34 (6/10),0,202.25,F Nneka Ogwumike F Dearica Hamby F Maria Conde G Arike Ogunbowale G Sydney Taylor UTIL Rae Burrell,,,
788,5186377188,mythicalrhymer01 (1/20),0,202.25,F Dearica Hamby F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Ariel Atkins UTIL Sydney Taylor,,,
788,5186384982,Snipps1,0,202.25,F Nneka Ogwumike F Kamilla Cardoso F Alanna Smith G Erica Wheeler G Rae Burrell UTIL Paige Bueckers,,,
788,5186456909,llllllllllllllllIll (150/150),0,202.25,F Nneka Ogwumike F Kayla Thornton F Laura Juskaite G Paige Bueckers G Rae Burrell UTIL Sydney Taylor,,,
788,5186472578,Thonaston (24/55),0,202.25,F Jessica Shepard F Nneka Ogwumike F Awak Kuier G Marina Mabrey G Arike Ogunbowale UTIL Nell Angloma,,,
788,5186476869,jwclark311 (86/150),0,202.25,F Dearica Hamby F Azura Stevens F Nell Angloma G Paige Bueckers G Ariel Atkins UTIL Kamilla Cardoso,,,
788,5186486610,mrclean913 (1/30),0,202.25,F Dearica Hamby F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Ariel Atkins UTIL Sydney Taylor,,,
788,5186494982,KingJay82 (5/13),0,202.25,F Jessica Shepard F Awak Kuier F Nell Angloma G Paige Bueckers G Veronica Burton UTIL Janelle Salaun,,,
788,5186498222,Bsaun32 (23/150),0,202.25,F Isabelle Harrison F Olivia Nelson-Ododa F Laura Juskaite G Paige Bueckers G Tiffany Hayes UTIL Kamilla Cardoso,,,
788,5186609862,thelugiest (18/36),0,202.25,F Jessica Shepard F Janelle Salaun F Nell Angloma G Paige Bueckers G Veronica Burton UTIL Awak Kuier,,,
788,5186654847,thewolfofballstreet (1/20),0,202.25,F Dearica Hamby F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Sydney Taylor UTIL Ariel Atkins,,,
788,5186670058,ChickenDinner1970 (1/100),0,202.25,F Dearica Hamby F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Ariel Atkins UTIL Sydney Taylor,,,
803,5186147527,colborn1 (2/4),0,202,F Jessica Shepard F Janelle Salaun F Maddy Siegrist G Paige Bueckers G Veronica Burton UTIL Rae Burrell,,,
803,5186166374,DraftToWin839 (7/16),0,202,F Jessica Shepard F Maria Conde F Aaliyah Edwards G Paige Bueckers G Charlisse Leger-Walker UTIL Laura Juskaite,,,
803,5186273161,mdlefave (4/7),0,202,F Jessica Shepard F Nneka Ogwumike F Jihyun Park G Paige Bueckers G Rae Burrell UTIL Diamond Miller,,,
803,5186377971,jusnit (12/60),0,202,F Nneka Ogwumike F Kamilla Cardoso F Maria Conde G Paige Bueckers G Kaila Charles UTIL Tiffany Hayes,,,
803,5186418040,cptnspaulding (49/150),0,202,F Jessica Shepard F Dearica Hamby F Diamond Miller G Paige Bueckers G Tiffany Hayes UTIL Rae Burrell,,,
803,5186428097,Wanna_Square_Up1567 (32/150),0,202,F Jessica Shepard F Janelle Salaun F Alissa Pili G Paige Bueckers G Veronica Burton UTIL Rae Burrell,,,
803,5186452853,bonedog84 (5/8),0,202,F Kamilla Cardoso F Laura Juskaite F Cecilia Zandalasini G Paige Bueckers G Veronica Burton UTIL Arike Ogunbowale,,,
803,5186464051,jamesdon14 (22/25),0,202,F Dearica Hamby F Kiah Stokes F Laura Juskaite G Paige Bueckers G Marina Mabrey UTIL Kaila Charles,,,
803,5186539228,aquafinatim (75/150),0,202,F Jessica Shepard F Dearica Hamby F Raegan Beers G Paige Bueckers G Ariel Atkins UTIL Sydney Taylor,,,
803,5186539274,aquafinatim (121/150),0,202,F Jessica Shepard F Dearica Hamby F Laura Juskaite G Leila Lacan G Kaila Charles UTIL Ariel Atkins,,,
803,5186541539,bomclean12 (54/150),0,202,F Azura Stevens F Maria Conde F Laura Juskaite G Marina Mabrey G Veronica Burton UTIL Erica Wheeler,,,
803,5186573635,ljb33bc102 (62/100),0,202,F Kamilla Cardoso F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Arike Ogunbowale UTIL Rae Burrell,,,
803,5186585027,aarontdyson (20/150),0,202,F Jessica Shepard F Nneka Ogwumike F Dearica Hamby G Kaila Charles G Tiffany Hayes UTIL Rae Burrell,,,
803,5186611087,michaelaedelstein (56/98),0,202,F Olivia Nelson-Ododa F Maria Conde F Laura Juskaite G Marina Mabrey G Ariel Atkins UTIL Kamilla Cardoso,,,
803,5186616148,datyoungreezy (26/150),0,202,F Jessica Shepard F Olivia Nelson-Ododa F Diamond Miller G Arike Ogunbowale G Kaila Charles UTIL Paige Bueckers,,,
803,5186619069,sirjerkins (1/150),0,202,F Dearica Hamby F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Erica Wheeler UTIL Sydney Taylor,,,
803,5186619145,sirjerkins (77/150),0,202,F Jessica Shepard F Olivia Nelson-Ododa F Diamond Miller G Paige Bueckers G Arike Ogunbowale UTIL Kaila Charles,,,
820,5186268302,Ocin_D_Clown (134/150),0,201.75,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Marina Mabrey G Kaitlyn Chen UTIL Arike Ogunbowale,,,
820,5186338628,milligolf (142/150),0,201.75,F Isabelle Harrison F Maria Conde F Laura Juskaite G Marina Mabrey G Veronica Burton UTIL Rae Burrell,,,
820,5186444514,DeeStormyOne_1 (1/2),0,201.75,F Azura Stevens F Olivia Nelson-Ododa F Janelle Salaun G Paige Bueckers G Marina Mabrey UTIL Nell Angloma,,,
820,5186456814,llllllllllllllllIll (55/150),0,201.75,F Isabelle Harrison F Maria Conde F Laura Juskaite G Marina Mabrey G Veronica Burton UTIL Rae Burrell,,,
820,5186476866,jwclark311 (83/150),0,201.75,F Jessica Shepard F Dearica Hamby F Laeticia Amihere G Paige Bueckers G Kaila Charles UTIL Sydney Taylor,,,
820,5186476898,jwclark311 (115/150),0,201.75,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Marina Mabrey G Kaitlyn Chen UTIL Arike Ogunbowale,,,
820,5186500838,Skipper55 (47/150),0,201.75,F Jessica Shepard F Dearica Hamby F Laeticia Amihere G Paige Bueckers G Kaila Charles UTIL Sydney Taylor,,,
820,5186548918,khp5050 (13/60),0,201.75,F Jessica Shepard F Nneka Ogwumike F Laura Juskaite G Courtney Vandersloot G Tiffany Hayes UTIL Kamilla Cardoso,,,
820,5186611045,michaelaedelstein (14/98),0,201.75,F Jessica Shepard F Maria Conde F Nell Angloma G Marina Mabrey G Courtney Vandersloot UTIL Nneka Ogwumike,,,
820,5186672152,Rowdog31 (7/101),0,201.75,F Nneka Ogwumike F Olivia Nelson-Ododa F Elizabeth Williams G Arike Ogunbowale G Sydney Taylor UTIL Paige Bueckers,,,
830,5186132829,Markololo4458,0,201.5,F Jessica Shepard F Janelle Salaun F Aaliyah Edwards G Paige Bueckers G Sydney Taylor UTIL Rae Burrell,,,
830,5186230772,Alfdog (2/2),0,201.5,F Jessica Shepard F Isabelle Harrison F Raegan Beers G Natasha Cloud G Ariel Atkins UTIL Nneka Ogwumike,,,
830,5186246041,donjuan32 (7/26),0,201.5,F Jessica Shepard F Janelle Salaun F Laura Juskaite G Paige Bueckers G Azzi Fudd UTIL Kia Nurse,,,
830,5186246042,donjuan32 (8/26),0,201.5,F Jessica Shepard F Janelle Salaun F Laura Juskaite G Paige Bueckers G Azzi Fudd UTIL Kia Nurse,,,
830,5186268177,Ocin_D_Clown (9/150),0,201.5,F Jessica Shepard F Laura Juskaite F Nell Angloma G Veronica Burton G Leila Lacan UTIL Marina Mabrey,,,
830,5186306659,floydian80 (8/30),0,201.5,F Nneka Ogwumike F Olivia Nelson-Ododa F Laura Juskaite G Marina Mabrey G Tiffany Hayes UTIL Azura Stevens,,,
830,5186338497,milligolf (11/150),0,201.5,F Jessica Shepard F Janelle Salaun F Aaliyah Edwards G Paige Bueckers G Sydney Taylor UTIL Rae Burrell,,,
830,5186397701,soonerdallas (39/54),0,201.5,F Jessica Shepard F Laura Juskaite F Raegan Beers G Paige Bueckers G Charlisse Leger-Walker UTIL Marina Mabrey,,,
830,5186428111,Wanna_Square_Up1567 (46/150),0,201.5,F Jessica Shepard F Janelle Salaun F Aaliyah Edwards G Paige Bueckers G Rae Burrell UTIL Sydney Taylor,,,
830,5186428202,Wanna_Square_Up1567 (137/150),0,201.5,F Jessica Shepard F Azura Stevens F Nell Angloma G Paige Bueckers G Julie Allemand UTIL Arike Ogunbowale,,,
830,5186476863,jwclark311 (80/150),0,201.5,F Nneka Ogwumike F Dearica Hamby F Alissa Pili G Paige Bueckers G Marina Mabrey UTIL Tiffany Hayes,,,
830,5186486635,mrclean913 (26/30),0,201.5,F Jessica Shepard F Laura Juskaite F Raegan Beers G Marina Mabrey G Charlisse Leger-Walker UTIL Paige Bueckers,,,
830,5186498348,Bsaun32 (149/150),0,201.5,F Isabelle Harrison F Maria Conde F Laura Juskaite G Marina Mabrey G Tiffany Hayes UTIL Jessica Shepard,,,
830,5186539298,aquafinatim (145/150),0,201.5,F Jessica Shepard F Nneka Ogwumike F Nell Angloma G Marina Mabrey G Kaila Charles UTIL Natasha Cloud,,,
830,5186541604,bomclean12 (119/150),0,201.5,F Nneka Ogwumike F Awak Kuier F Laura Juskaite G Natasha Cloud G Arike Ogunbowale UTIL Marina Mabrey,,,
830,5186543948,eburtceo (10/20),0,201.5,F Nneka Ogwumike F Diamond Miller F Elizabeth Williams G Paige Bueckers G Rae Burrell UTIL Marina Mabrey,,,
846,5186268315,Ocin_D_Clown (147/150),0,201.25,F Jessica Shepard F Laura Juskaite F Diamond Miller G Marina Mabrey G Rae Burrell UTIL Isabelle Harrison,,,
846,5186316428,ivymoose (4/64),0,201.25,F Nneka Ogwumike F Olivia Nelson-Ododa F Aaliyah Edwards G Marina Mabrey G Arike Ogunbowale UTIL Rae Burrell,,,
846,5186408797,ruff_endz14 (78/150),0,201.25,F Nneka Ogwumike F Isabelle Harrison F Diamond Miller G Paige Bueckers G Courtney Vandersloot UTIL Rae Burrell,,,
849,5186306674,floydian80 (23/30),0,201,F Olivia Nelson-Ododa F Janelle Salaun F Laura Juskaite G Marina Mabrey G Rae Burrell UTIL Kamilla Cardoso,,,
849,5186318682,504ant (12/40),0,201,F Jessica Shepard F Azura Stevens F Olivia Nelson-Ododa G Arike Ogunbowale G Rae Burrell UTIL Ariel Atkins,,,
849,5186397671,soonerdallas (9/54),0,201,F Nneka Ogwumike F Dearica Hamby F Laura Juskaite G Marina Mabrey G Tiffany Hayes UTIL Charlisse Leger-Walker,,,
849,5186397699,soonerdallas (37/54),0,201,F Dearica Hamby F Janelle Salaun F Diamond Miller G Marina Mabrey G Veronica Burton UTIL Ariel Atkins,,,
849,5186410185,elma092713 (3/4),0,201,F Dearica Hamby F Janelle Salaun F Maria Conde G Paige Bueckers G Azzi Fudd UTIL Gabriela Jaquez,,,
849,5186418018,cptnspaulding (27/150),0,201,F Jessica Shepard F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
849,5186418131,cptnspaulding (140/150),0,201,F Jessica Shepard F Isabelle Harrison F Laura Juskaite G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
849,5186445790,bonedog84 (3/8),0,201,F Jessica Shepard F Kamilla Cardoso F Laura Juskaite G Azzi Fudd G Arike Ogunbowale UTIL Rae Burrell,,,
849,5186456851,llllllllllllllllIll (92/150),0,201,F Nneka Ogwumike F Maria Conde F Elizabeth Williams G Paige Bueckers G Veronica Burton UTIL Kaila Charles,,,
849,5186476829,jwclark311 (46/150),0,201,F Jessica Shepard F Kamilla Cardoso F Nell Angloma G Charlisse Leger-Walker G Arike Ogunbowale UTIL Paige Bueckers,,,
849,5186486632,mrclean913 (23/30),0,201,F Jessica Shepard F Kamilla Cardoso F Nell Angloma G Paige Bueckers G Charlisse Leger-Walker UTIL Arike Ogunbowale,,,
849,5186500794,Skipper55 (3/150),0,201,F Jessica Shepard F Kamilla Cardoso F Nell Angloma G Paige Bueckers G Arike Ogunbowale UTIL Charlisse Leger-Walker,,,
849,5186539175,aquafinatim (22/150),0,201,F Nneka Ogwumike F Dearica Hamby F Laura Juskaite G Marina Mabrey G Tiffany Hayes UTIL Charlisse Leger-Walker,,,
849,5186539217,aquafinatim (64/150),0,201,F Dearica Hamby F Janelle Salaun F Diamond Miller G Marina Mabrey G Veronica Burton UTIL Ariel Atkins,,,
849,5186539262,aquafinatim (109/150),0,201,F Dearica Hamby F Kamilla Cardoso F Laeticia Amihere G Paige Bueckers G Arike Ogunbowale UTIL Sydney Taylor,,,
849,5186612565,donmaddenking (7/7),0,201,F Jessica Shepard F Nneka Ogwumike F Dearica Hamby G Paige Bueckers G Gianna Kneepkens UTIL Rachel Banham,,,
849,5186616270,datyoungreezy (148/150),0,201,F Nneka Ogwumike F Dearica Hamby F Aaliyah Edwards G Julie Allemand G Arike Ogunbowale UTIL Ariel Atkins,,,
849,5186639523,Thonaston (51/55),0,201,F Jessica Shepard F Kiah Stokes F Nell Angloma G Paige Bueckers G Marina Mabrey UTIL Maria Conde,,,
849,5186670077,ChickenDinner1970 (20/100),0,201,F Nneka Ogwumike F Dearica Hamby F Laura Juskaite G Marina Mabrey G Charlisse Leger-Walker UTIL Tiffany Hayes,,,
868,5186144457,niquisition (5/83),0,200.75,F Azura Stevens F Maria Conde F Laura Juskaite G Marina Mabrey G Arike Ogunbowale UTIL Veronica Burton,,,
868,5186235711,tbjones2121 (22/40),0,200.75,F Jessica Shepard F Azura Stevens F Laura Juskaite G Marina Mabrey G Ariel Atkins UTIL Courtney Vandersloot,,,
868,5186264609,bellsofwar3 (23/60),0,200.75,F Dearica Hamby F Maria Conde F Laura Juskaite G Marina Mabrey G Azzi Fudd UTIL Arike Ogunbowale,,,
868,5186264610,bellsofwar3 (24/60),0,200.75,F Dearica Hamby F Maria Conde F Laura Juskaite G Marina Mabrey G Arike Ogunbowale UTIL Azzi Fudd,,,
868,5186268251,Ocin_D_Clown (83/150),0,200.75,F Jessica Shepard F Azura Stevens F Laura Juskaite G Marina Mabrey G Ariel Atkins UTIL Courtney Vandersloot,,,
868,5186268282,Ocin_D_Clown (114/150),0,200.75,F Jessica Shepard F Olivia Nelson-Ododa F Laura Juskaite G Marina Mabrey G Kaila Charles UTIL Rae Burrell,,,
868,5186318203,REG_G_1975 (3/5),0,200.75,F Nneka Ogwumike F Dearica Hamby F Kayla Thornton G Erica Wheeler G Ariel Atkins UTIL Maria Conde,,,
868,5186338582,milligolf (96/150),0,200.75,F Jessica Shepard F Azura Stevens F Laura Juskaite G Marina Mabrey G Courtney Vandersloot UTIL Ariel Atkins,,,
868,5186387121,Bellyball422 (17/20),0,200.75,F Jessica Shepard F Janelle Salaun F Maria Conde G Paige Bueckers G Kaila Charles UTIL Courtney Vandersloot,,,
868,5186401943,mnicol60 (1/2),0,200.75,F Nneka Ogwumike F Janelle Salaun F Maria Conde G Azzi Fudd G Natasha Cloud UTIL Arike Ogunbowale,,,
868,5186408769,ruff_endz14 (50/150),0,200.75,F Nneka Ogwumike F Isabelle Harrison F Maria Conde G Azzi Fudd G Ariel Atkins UTIL Rae Burrell,,,
868,5186537285,sixers1212 (38/70),0,200.75,F Dearica Hamby F Kamilla Cardoso F Isabelle Harrison G Erica Wheeler G Ariel Atkins UTIL Rae Burrell,,,
868,5186539222,aquafinatim (69/150),0,200.75,F Jessica Shepard F Janelle Salaun F Raegan Beers G Marina Mabrey G Arike Ogunbowale UTIL Dearica Hamby,,,
868,5186573587,ljb33bc102 (14/100),0,200.75,F Kamilla Cardoso F Olivia Nelson-Ododa F Laura Juskaite G Paige Bueckers G Sydney Taylor UTIL Rae Burrell,,,
868,5186585042,aarontdyson (35/150),0,200.75,F Jessica Shepard F Azura Stevens F Laura Juskaite G Paige Bueckers G Tiffany Hayes UTIL Sydney Taylor,,,
868,5186585064,aarontdyson (57/150),0,200.75,F Jessica Shepard F Isabelle Harrison F Alanna Smith G Paige Bueckers G Rae Burrell UTIL Laura Juskaite,,,
868,5186616149,datyoungreezy (27/150),0,200.75,F Jessica Shepard F Cecilia Zandalasini F Laeticia Amihere G Paige Bueckers G Rae Burrell UTIL Dearica Hamby,,,
868,5186616222,datyoungreezy (100/150),0,200.75,F Jessica Shepard F Cecilia Zandalasini F Laeticia Amihere G Paige Bueckers G Rae Burrell UTIL Dearica Hamby,,,
868,5186619207,sirjerkins (139/150),0,200.75,F Jessica Shepard F Dearica Hamby F Cecilia Zandalasini G Paige Bueckers G Tiffany Hayes UTIL Erica Wheeler,,,
868,5186674053,Rowdog31 (48/101),0,200.75,F Jessica Shepard F Nneka Ogwumike F Elizabeth Williams G Paige Bueckers G Sydney Taylor UTIL Tiffany Hayes,,,
888,5186246578,Mella74 (2/2),0,200.5,F Jessica Shepard F Nneka Ogwumike F Maddy Siegrist G Paige Bueckers G Rae Burrell UTIL Aaliyah Edwards,,,
888,5186252472,d.ellis (4/5),0,200.5,F Nneka Ogwumike F Janelle Salaun F Jihyun Park G Paige Bueckers G Marina Mabrey UTIL Diamond Miller,,,
888,5186264646,bellsofwar3 (60/60),0,200.5,F Jessica Shepard F Nneka Ogwumike F Raegan Beers G Marina Mabrey G Sydney Taylor UTIL Ariel Atkins,,,
888,5186264716,toonietuned (4/8),0,200.5,F Jessica Shepard F Nneka Ogwumike F Diamond Miller G Rae Burrell G Tiffany Hayes UTIL Marina Mabrey,,,
888,5186268311,Ocin_D_Clown (143/150),0,200.5,F Jessica Shepard F Laura Juskaite F Diamond Miller G Marina Mabrey G Leila Lacan UTIL Ariel Atkins,,,
888,5186275849,smithcj16 (6/80),0,200.5,F Nneka Ogwumike F Isabelle Harrison F Nell Angloma G Paige Bueckers G Natasha Cloud UTIL Charlisse Leger-Walker,,,
888,5186275876,smithcj16 (33/80),0,200.5,F Jessica Shepard F Dearica Hamby F Nell Angloma G Paige Bueckers G Natasha Cloud UTIL Courtney Vandersloot,,,
888,5186281755,whoisjohngalt420 (6/20),0,200.5,F Jessica Shepard F Nneka Ogwumike F Alanna Smith G Veronica Burton G Ariel Atkins UTIL Rae Burrell,,,
888,5186283391,Hey...HereWeGo1 (57/150),0,200.5,F Dearica Hamby F Olivia Nelson-Ododa F Laura Juskaite G Paige Bueckers G Rae Burrell UTIL Awak Kuier,,,
888,5186394810,YbRaw (5/5),0,200.5,F Isabelle Harrison F Awak Kuier F Laura Juskaite G Erica Wheeler G Ariel Atkins UTIL Jessica Shepard,,,
888,5186418097,cptnspaulding (106/150),0,200.5,F Jessica Shepard F Nneka Ogwumike F Diamond Miller G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
888,5186428146,Wanna_Square_Up1567 (81/150),0,200.5,F Nneka Ogwumike F Isabelle Harrison F Laura Juskaite G Azzi Fudd G Natasha Cloud UTIL Rae Burrell,,,
888,5186456778,llllllllllllllllIll (19/150),0,200.5,F Jessica Shepard F Nneka Ogwumike F Raegan Beers G Marina Mabrey G Ariel Atkins UTIL Sydney Taylor,,,
888,5186464036,jamesdon14 (7/25),0,200.5,F Isabelle Harrison F Olivia Nelson-Ododa F Janelle Salaun G Marina Mabrey G Ariel Atkins UTIL Rae Burrell,,,
888,5186537281,sixers1212 (34/70),0,200.5,F Nneka Ogwumike F Dearica Hamby F Maria Conde G Erica Wheeler G Rae Burrell UTIL Charlisse Leger-Walker,,,
888,5186539213,aquafinatim (60/150),0,200.5,F Jessica Shepard F Olivia Nelson-Ododa F Laeticia Amihere G Natasha Cloud G Arike Ogunbowale UTIL Dearica Hamby,,,
888,5186541615,bomclean12 (130/150),0,200.5,F Jessica Shepard F Dearica Hamby F Azura Stevens G Ariel Atkins G Kaila Charles UTIL Erica Wheeler,,,
888,5186548921,khp5050 (16/60),0,200.5,F Jessica Shepard F Laura Juskaite F Jihyun Park G Paige Bueckers G Rae Burrell UTIL Kamilla Cardoso,,,
888,5186573666,ljb33bc102 (93/100),0,200.5,F Nneka Ogwumike F Dearica Hamby F Olivia Nelson-Ododa G Arike Ogunbowale G Courtney Vandersloot UTIL Rae Burrell,,,
888,5186619073,sirjerkins (5/150),0,200.5,F Nneka Ogwumike F Dearica Hamby F Alanna Smith G Marina Mabrey G Arike Ogunbowale UTIL Ariel Atkins,,,
888,5186669081,darrylposton (19/50),0,200.5,F Isabelle Harrison F Olivia Nelson-Ododa F Janelle Salaun G Marina Mabrey G Ariel Atkins UTIL Rae Burrell,,,
888,5186670094,ChickenDinner1970 (37/100),0,200.5,F Nneka Ogwumike F Dearica Hamby F Alanna Smith G Marina Mabrey G Arike Ogunbowale UTIL Ariel Atkins,,,
888,5186672178,Rowdog31 (33/101),0,200.5,F Nneka Ogwumike F Dearica Hamby F Olivia Nelson-Ododa G Arike Ogunbowale G Rae Burrell UTIL Courtney Vandersloot,,,
911,5186268181,Ocin_D_Clown (13/150),0,200.25,F Jessica Shepard F Janelle Salaun F Laura Juskaite G Marina Mabrey G Azzi Fudd UTIL Kaila Charles,,,
911,5186268194,Ocin_D_Clown (26/150),0,200.25,F Jessica Shepard F Laura Juskaite F Aaliyah Edwards G Marina Mabrey G Leila Lacan UTIL Ariel Atkins,,,
911,5186282205,jusbelieve88,0,200.25,F Jessica Shepard F Nneka Ogwumike F Nell Angloma G Azzi Fudd G Erica Wheeler UTIL Leila Lacan,,,
911,5186316453,ivymoose (29/64),0,200.25,F Jessica Shepard F Kayla Thornton F Nell Angloma G Paige Bueckers G Kaila Charles UTIL Nneka Ogwumike,,,
911,5186338566,milligolf (80/150),0,200.25,F Jessica Shepard F Nneka Ogwumike F Aaliyah Edwards G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
911,5186379874,Flipola,0,200.25,F Jessica Shepard F Janelle Salaun F Laura Juskaite G Marina Mabrey G Azzi Fudd UTIL Kaila Charles,,,
911,5186408793,ruff_endz14 (74/150),0,200.25,F Nneka Ogwumike F Isabelle Harrison F Maria Conde G Julie Allemand G Rae Burrell UTIL Erica Wheeler,,,
911,5186418021,cptnspaulding (30/150),0,200.25,F Jessica Shepard F Nneka Ogwumike F Aaliyah Edwards G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
911,5186418134,cptnspaulding (143/150),0,200.25,F Jessica Shepard F Nneka Ogwumike F Aaliyah Edwards G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
911,5186464040,jamesdon14 (11/25),0,200.25,F Isabelle Harrison F Olivia Nelson-Ododa F Janelle Salaun G Marina Mabrey G Erica Wheeler UTIL Rae Burrell,,,
911,5186476855,jwclark311 (72/150),0,200.25,F Jessica Shepard F Janelle Salaun F Laura Juskaite G Marina Mabrey G Azzi Fudd UTIL Kaila Charles,,,
911,5186493242,THETALENTEDMRHIGDAWG,0,200.25,F Jessica Shepard F Dearica Hamby F Aaliyah Edwards G Erica Wheeler G Ariel Atkins UTIL Natasha Cloud,,,
911,5186498319,Bsaun32 (120/150),0,200.25,F Dearica Hamby F Kamilla Cardoso F Laura Juskaite G Julie Allemand G Tiffany Hayes UTIL Paige Bueckers,,,
911,5186498339,Bsaun32 (140/150),0,200.25,F Jessica Shepard F Nneka Ogwumike F Aaliyah Edwards G Marina Mabrey G Tiffany Hayes UTIL Rae Burrell,,,
911,5186500823,Skipper55 (32/150),0,200.25,F Jessica Shepard F Nneka Ogwumike F Kamilla Cardoso G Arike Ogunbowale G Tiffany Hayes UTIL Kaila Charles,,,
911,5186500856,Skipper55 (65/150),0,200.25,F Jessica Shepard F Janelle Salaun F Laura Juskaite G Marina Mabrey G Azzi Fudd UTIL Kaila Charles,,,
