Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Bridget Carleton (43580582),Bridget Carleton,43580582,F/UTIL,8200,PDX@ATL 07/11/2026 04:00PM ET,PDX,25.62
PG/SG,Carla Leite (43580584),Carla Leite,43580584,G/UTIL,8100,PDX@ATL 07/11/2026 04:00PM ET,PDX,26.82
SF/PF,Megan Gustafson (43580586),Megan Gustafson,43580586,F/UTIL,7900,PDX@ATL 07/11/2026 04:00PM ET,PDX,20.5
SF/PF,NaLyssa Smith (43580588),NaLyssa Smith,43580588,F/UTIL,7800,PHX@LVA 07/11/2026 06:00PM ET,LVA,22.73
PG/SG,DeWanna Bonner (43580590),DeWanna Bonner,43580590,G/UTIL,7700,PHX@LVA 07/11/2026 06:00PM ET,PHX,21.24
SF/PF,Natasha Mack (43580592),Natasha Mack,43580592,F/UTIL,7600,PHX@LVA 07/11/2026 06:00PM ET,PHX,26.10
SF/PF,Nia Coffey (43580594),Nia Coffey,43580594,F/UTIL,7500,NYL@MIN 07/11/2026 01:00PM ET,MIN,24.30
PG/SG,Sarah Ashlee Barker (43580596),Sarah Ashlee Barker,43580596,G/UTIL,7300,PDX@ATL 07/11/2026 04:00PM ET,PDX,22.04
SF/PF,Pauline Astier (43580598),Pauline Astier,43580598,F/UTIL,7200,NYL@MIN 07/11/2026 01:00PM ET,NYL,20.96
SF/PF,Emily Engstler (43580600),Emily Engstler,43580600,F/UTIL,7100,PDX@ATL 07/11/2026 04:00PM ET,PDX,23.88
SF/PF,Brionna Jones (43580602),Brionna Jones,43580602,F/UTIL,6900,PDX@ATL 07/11/2026 04:00PM ET,ATL,0
PG/SG,Valeriane Ayayi (43580604),Valeriane Ayayi,43580604,G/UTIL,6600,PHX@LVA 07/11/2026 06:00PM ET,PHX,14.40
SF/PF,Leonie Fiebich (43580606),Leonie Fiebich,43580606,F/UTIL,6500,NYL@MIN 07/11/2026 01:00PM ET,NYL,18.6
PG/SG,Lexi Held (43580608),Lexi Held,43580608,G/UTIL,6200,PHX@LVA 07/11/2026 06:00PM ET,PHX,10.28
SF/PF,Satou Sabally (43580610),Satou Sabally,43580610,F/UTIL,6100,NYL@MIN 07/11/2026 01:00PM ET,NYL,17.12
PG/SG,Jewell Loyd (43580612),Jewell Loyd,43580612,G/UTIL,6000,PHX@LVA 07/11/2026 06:00PM ET,LVA,16.46
SF/PF,Naz Hillmon (43580614),Naz Hillmon,43580614,F/UTIL,5900,PDX@ATL 07/11/2026 04:00PM ET,ATL,18.31
SF/PF,Cheyenne Parker-Tyus (43580616),Cheyenne Parker-Tyus,43580616,F/UTIL,5400,PHX@LVA 07/11/2026 06:00PM ET,LVA,11.41
SF/PF,Noemie Brochant (43580618),Noemie Brochant,43580618,F/UTIL,5300,PHX@LVA 07/11/2026 06:00PM ET,PHX,14.48
PG/SG,Monique Akoa Makani (43580620),Monique Akoa Makani,43580620,G/UTIL,5200,PHX@LVA 07/11/2026 06:00PM ET,PHX,19.15
SF/PF,Dorka Juhasz (43580622),Dorka Juhasz,43580622,F/UTIL,5100,NYL@MIN 07/11/2026 01:00PM ET,MIN,19.5
PG/SG,Marine Johannes (43580624),Marine Johannes,43580624,G/UTIL,5000,NYL@MIN 07/11/2026 01:00PM ET,NYL,18.98
SF/PF,Frieda Buhner (43580626),Frieda Buhner,43580626,F/UTIL,4900,PDX@ATL 07/11/2026 04:00PM ET,PDX,9.47
SF/PF,Madina Okot (43580628),Madina Okot,43580628,F/UTIL,4800,PDX@ATL 07/11/2026 04:00PM ET,ATL,11.14
PG/SG,Teja Oblak (43580630),Teja Oblak,43580630,G/UTIL,4700,PDX@ATL 07/11/2026 04:00PM ET,PDX,13.28
SF/PF,Stephanie Talbot (43580632),Stephanie Talbot,43580632,F/UTIL,4600,PHX@LVA 07/11/2026 06:00PM ET,LVA,11.02
PG/SG,Antonia Delaere (43580634),Antonia Delaere,43580634,G/UTIL,4500,NYL@MIN 07/11/2026 01:00PM ET,MIN,7.41
PG/SG,Maya Caldwell (43580636),Maya Caldwell,43580636,G/UTIL,4400,NYL@MIN 07/11/2026 01:00PM ET,MIN,10.97
PG/SG,Isobel Borlase (43580638),Isobel Borlase,43580638,G/UTIL,4300,PDX@ATL 07/11/2026 04:00PM ET,ATL,7.92
PG/SG,Dana Evans (43580640),Dana Evans,43580640,G/UTIL,4200,PHX@LVA 07/11/2026 06:00PM ET,LVA,0
PG/SG,Karlie Samuelson (43580642),Karlie Samuelson,43580642,G/UTIL,4100,PDX@ATL 07/11/2026 04:00PM ET,PDX,8.27
SF/PF,Han Xu (43580644),Han Xu,43580644,F/UTIL,4000,NYL@MIN 07/11/2026 01:00PM ET,NYL,11.18
SF/PF,Brianna Turner (43580646),Brianna Turner,43580646,F/UTIL,3900,PHX@LVA 07/11/2026 06:00PM ET,LVA,5.11
SF/PF,Nyadiew Puoch (43580648),Nyadiew Puoch,43580648,F/UTIL,3800,PDX@ATL 07/11/2026 04:00PM ET,PDX,8.16
PG/SG,Eliska Hamzova (43580650),Eliska Hamzova,43580650,G/UTIL,3700,NYL@MIN 07/11/2026 01:00PM ET,MIN,6.89
SF/PF,Anastasiia Olairi Kosu (43580652),Anastasiia Olairi Kosu,43580652,F/UTIL,3600,NYL@MIN 07/11/2026 01:00PM ET,MIN,10.30
PG/SG,Betnijah Laney-Hamilton (43580654),Betnijah Laney-Hamilton,43580654,G/UTIL,3600,NYL@MIN 07/11/2026 01:00PM ET,NYL,10.28
PG/SG,Rebekah Gardner (43580658),Rebekah Gardner,43580658,G/UTIL,3500,NYL@MIN 07/11/2026 01:00PM ET,NYL,10.90
SF/PF,Kyara Linskens (43580656),Kyara Linskens,43580656,F/UTIL,3500,PHX@LVA 07/11/2026 06:00PM ET,PHX,9.28
PG/SG,Te-Hina Paopao (43580660),Te-Hina Paopao,43580660,G/UTIL,3400,PDX@ATL 07/11/2026 04:00PM ET,ATL,8.32
SF/PF,Sika Kone (43580662),Sika Kone,43580662,F/UTIL,3400,PDX@ATL 07/11/2026 04:00PM ET,ATL,3.66
SF/PF,Serah Williams (43580664),Serah Williams,43580664,F/UTIL,3300,PDX@ATL 07/11/2026 04:00PM ET,PDX,7.71
PG/SG,Holly Winterburn (43580666),Holly Winterburn,43580666,G/UTIL,3300,PDX@ATL 07/11/2026 04:00PM ET,PDX,6.09
SF/PF,Kierstan Bell (43580668),Kierstan Bell,43580668,F/UTIL,3200,PHX@LVA 07/11/2026 06:00PM ET,LVA,6.68
SF/PF,Marta Suarez (43580670),Marta Suarez,43580670,F/UTIL,3200,PHX@LVA 07/11/2026 06:00PM ET,PHX,6.25
PG/SG,Rebecca Allen (43580674),Rebecca Allen,43580674,G/UTIL,3100,NYL@MIN 07/11/2026 01:00PM ET,NYL,5.16
SF/PF,Raquel Carrera (43580676),Raquel Carrera,43580676,F/UTIL,3100,NYL@MIN 07/11/2026 01:00PM ET,NYL,4.23
PG/SG,Sami Whitcomb (43580672),Sami Whitcomb,43580672,G/UTIL,3100,PHX@LVA 07/11/2026 06:00PM ET,PHX,10
PG/SG,Indya Nivar (43580678),Indya Nivar,43580678,G/UTIL,3100,PDX@ATL 07/11/2026 04:00PM ET,ATL,3.25
SF/PF,Emma Cechova (43580684),Emma Cechova,43580684,F/UTIL,3000,NYL@MIN 07/11/2026 01:00PM ET,MIN,14.25
SF/PF,Emese Hof (43580692),Emese Hof,43580692,F/UTIL,3000,NYL@MIN 07/11/2026 01:00PM ET,MIN,4.75
SF/PF,Anneli Maley (43580696),Anneli Maley,43580696,F/UTIL,3000,NYL@MIN 07/11/2026 01:00PM ET,NYL,3.31
PG/SG,Marine Fauthoux (43580702),Marine Fauthoux,43580702,G/UTIL,3000,NYL@MIN 07/11/2026 01:00PM ET,NYL,1.5
SF/PF,Justine Pissott (43580686),Justine Pissott,43580686,F/UTIL,3000,PHX@LVA 07/11/2026 06:00PM ET,LVA,0
SF/PF,Janiah Barker (43580688),Janiah Barker,43580688,F/UTIL,3000,PHX@LVA 07/11/2026 06:00PM ET,LVA,0
PG/SG,Shay Ciezki (43580704),Shay Ciezki,43580704,G/UTIL,3000,PHX@LVA 07/11/2026 06:00PM ET,PHX,3.12
PG/SG,Ta'Niya Latson (43580706),Ta'Niya Latson,43580706,G/UTIL,3000,PHX@LVA 07/11/2026 06:00PM ET,LVA,3.2
PG/SG,Sha Carter (43580708),Sha Carter,43580708,G/UTIL,3000,PHX@LVA 07/11/2026 06:00PM ET,PHX,3.52
PG/SG,Aaliyah Nye (43580680),Aaliyah Nye,43580680,G/UTIL,3000,PDX@ATL 07/11/2026 04:00PM ET,ATL,0.73
PG/SG,Jaylyn Sherrod (43580682),Jaylyn Sherrod,43580682,G/UTIL,3000,PDX@ATL 07/11/2026 04:00PM ET,ATL,0
PG/SG,Jordan Harrison (43580690),Jordan Harrison,43580690,G/UTIL,3000,PDX@ATL 07/11/2026 04:00PM ET,PDX,9
SF/PF,Luisa Geiselsoder (43580694),Luisa Geiselsoder,43580694,F/UTIL,3000,PDX@ATL 07/11/2026 04:00PM ET,PDX,12.44
PG/SG,Shatori Walker-Kimbrough (43580698),Shatori Walker-Kimbrough,43580698,G/UTIL,3000,PDX@ATL 07/11/2026 04:00PM ET,ATL,-0.25
SF/PF,Sania Feagin (43580700),Sania Feagin,43580700,F/UTIL,3000,PDX@ATL 07/11/2026 04:00PM ET,PDX,1.42
