Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Lexi Held (43516514),Lexi Held,43516514,G/UTIL,6700,IND@PHX 07/09/2026 10:00PM ET,PHX,10.51
SF/PF,Naz Hillmon (43516516),Naz Hillmon,43516516,F/UTIL,6600,SEA@ATL 07/09/2026 08:00PM ET,ATL,18.38
PG/SG,Jewell Loyd (43516518),Jewell Loyd,43516518,G/UTIL,6400,LVA@PDX 07/09/2026 10:00PM ET,LVA,16.7
SF/PF,Ezi Magbegor (43516520),Ezi Magbegor,43516520,F/UTIL,6100,SEA@ATL 07/09/2026 08:00PM ET,SEA,13.75
PG/SG,Jade Melbourne (43516522),Jade Melbourne,43516522,G/UTIL,6000,SEA@ATL 07/09/2026 08:00PM ET,SEA,19.07
SF/PF,Noemie Brochant (43516524),Noemie Brochant,43516524,F/UTIL,5900,IND@PHX 07/09/2026 10:00PM ET,PHX,15.04
SF/PF,Cheyenne Parker-Tyus (43516526),Cheyenne Parker-Tyus,43516526,F/UTIL,5800,LVA@PDX 07/09/2026 10:00PM ET,LVA,12.07
PG/SG,Lexie Hull (43516528),Lexie Hull,43516528,G/UTIL,5700,IND@PHX 07/09/2026 10:00PM ET,IND,13.76
PG/SG,Monique Akoa Makani (43516530),Monique Akoa Makani,43516530,G/UTIL,5600,IND@PHX 07/09/2026 10:00PM ET,PHX,19.25
SF/PF,Myisha Hines-Allen (43516532),Myisha Hines-Allen,43516532,F/UTIL,5500,IND@PHX 07/09/2026 10:00PM ET,IND,12.51
PG/SG,Sophie Cunningham (43516534),Sophie Cunningham,43516534,G/UTIL,5400,IND@PHX 07/09/2026 10:00PM ET,IND,15.58
PG/SG,Raven Johnson (43516536),Raven Johnson,43516536,G/UTIL,5200,IND@PHX 07/09/2026 10:00PM ET,IND,10.74
SF/PF,Madina Okot (43516538),Madina Okot,43516538,F/UTIL,5000,SEA@ATL 07/09/2026 08:00PM ET,ATL,11.02
PG/SG,Teja Oblak (43516540),Teja Oblak,43516540,G/UTIL,4900,LVA@PDX 07/09/2026 10:00PM ET,PDX,12.85
SF/PF,Stephanie Talbot (43516542),Stephanie Talbot,43516542,F/UTIL,4800,LVA@PDX 07/09/2026 10:00PM ET,LVA,11.27
PG/SG,Tyasha Harris (43516544),Tyasha Harris,43516544,G/UTIL,4700,IND@PHX 07/09/2026 10:00PM ET,IND,8.53
PG/SG,Zia Cooke (43516546),Zia Cooke,43516546,G/UTIL,4600,SEA@ATL 07/09/2026 08:00PM ET,SEA,12.08
SF/PF,Jordan Horston (43516548),Jordan Horston,43516548,F/UTIL,4500,SEA@ATL 07/09/2026 08:00PM ET,SEA,14.72
SF/PF,Katie Lou Samuelson (43516550),Katie Lou Samuelson,43516550,F/UTIL,4400,SEA@ATL 07/09/2026 08:00PM ET,SEA,10.48
SF/PF,Frieda Buhner (43516552),Frieda Buhner,43516552,F/UTIL,4300,LVA@PDX 07/09/2026 10:00PM ET,PDX,9.46
PG/SG,Dana Evans (43516554),Dana Evans,43516554,G/UTIL,4200,LVA@PDX 07/09/2026 10:00PM ET,LVA,0
PG/SG,Karlie Samuelson (43516556),Karlie Samuelson,43516556,G/UTIL,4100,LVA@PDX 07/09/2026 10:00PM ET,PDX,9.1
PG/SG,Isobel Borlase (43516558),Isobel Borlase,43516558,G/UTIL,4000,SEA@ATL 07/09/2026 08:00PM ET,ATL,7.99
SF/PF,Makayla Timpson (43516560),Makayla Timpson,43516560,F/UTIL,3900,IND@PHX 07/09/2026 10:00PM ET,IND,10.44
PG/SG,Te-Hina Paopao (43516562),Te-Hina Paopao,43516562,G/UTIL,3800,SEA@ATL 07/09/2026 08:00PM ET,ATL,8.71
SF/PF,Kyara Linskens (43516564),Kyara Linskens,43516564,F/UTIL,3700,IND@PHX 07/09/2026 10:00PM ET,PHX,9.28
SF/PF,Nyadiew Puoch (43516566),Nyadiew Puoch,43516566,F/UTIL,3700,LVA@PDX 07/09/2026 10:00PM ET,PDX,8.19
SF/PF,Stefanie Dolson (43516570),Stefanie Dolson,43516570,F/UTIL,3600,SEA@ATL 07/09/2026 08:00PM ET,SEA,10.95
SF/PF,Kierstan Bell (43516568),Kierstan Bell,43516568,F/UTIL,3600,LVA@PDX 07/09/2026 10:00PM ET,LVA,6.42
SF/PF,Sika Kone (43516574),Sika Kone,43516574,F/UTIL,3500,SEA@ATL 07/09/2026 08:00PM ET,ATL,3.86
PG/SG,Sami Whitcomb (43516572),Sami Whitcomb,43516572,G/UTIL,3500,IND@PHX 07/09/2026 10:00PM ET,PHX,0
SF/PF,Marta Suarez (43516576),Marta Suarez,43516576,F/UTIL,3400,IND@PHX 07/09/2026 10:00PM ET,PHX,5.21
SF/PF,Brianna Turner (43516578),Brianna Turner,43516578,F/UTIL,3400,LVA@PDX 07/09/2026 10:00PM ET,LVA,4.90
SF/PF,Serah Williams (43516580),Serah Williams,43516580,F/UTIL,3300,LVA@PDX 07/09/2026 10:00PM ET,PDX,7.98
PG/SG,Holly Winterburn (43516582),Holly Winterburn,43516582,G/UTIL,3300,LVA@PDX 07/09/2026 10:00PM ET,PDX,6.35
PG/SG,Aaliyah Nye (43516584),Aaliyah Nye,43516584,G/UTIL,3200,SEA@ATL 07/09/2026 08:00PM ET,ATL,0.73
PG/SG,Taina Mair (43516586),Taina Mair,43516586,G/UTIL,3100,SEA@ATL 07/09/2026 08:00PM ET,SEA,2.33
PG/SG,Jaylyn Sherrod (43516596),Jaylyn Sherrod,43516596,G/UTIL,3000,SEA@ATL 07/09/2026 08:00PM ET,ATL,0
SF/PF,Mackenzie Holmes (43516602),Mackenzie Holmes,43516602,F/UTIL,3000,SEA@ATL 07/09/2026 08:00PM ET,SEA,9.65
SF/PF,Taylor Thierry (43516606),Taylor Thierry,43516606,F/UTIL,3000,SEA@ATL 07/09/2026 08:00PM ET,SEA,2.06
SF/PF,Amy Okonkwo (43516608),Amy Okonkwo,43516608,F/UTIL,3000,SEA@ATL 07/09/2026 08:00PM ET,ATL,2.25
PG/SG,Shatori Walker-Kimbrough (43516614),Shatori Walker-Kimbrough,43516614,G/UTIL,3000,SEA@ATL 07/09/2026 08:00PM ET,ATL,-0.25
SF/PF,Grace VanSlooten (43516590),Grace VanSlooten,43516590,F/UTIL,3000,IND@PHX 07/09/2026 10:00PM ET,IND,5.07
PG/SG,Bree Hall (43516592),Bree Hall,43516592,G/UTIL,3000,IND@PHX 07/09/2026 10:00PM ET,IND,3.38
SF/PF,Damiris Dantas (43516594),Damiris Dantas,43516594,F/UTIL,3000,IND@PHX 07/09/2026 10:00PM ET,IND,7.18
PG/SG,Shay Ciezki (43516600),Shay Ciezki,43516600,G/UTIL,3000,IND@PHX 07/09/2026 10:00PM ET,PHX,3.12
SF/PF,Luisa Geiselsoder (43516588),Luisa Geiselsoder,43516588,F/UTIL,3000,LVA@PDX 07/09/2026 10:00PM ET,PDX,12.90
PG/SG,Jordan Harrison (43516598),Jordan Harrison,43516598,G/UTIL,3000,LVA@PDX 07/09/2026 10:00PM ET,PDX,9
SF/PF,Sania Feagin (43516604),Sania Feagin,43516604,F/UTIL,3000,LVA@PDX 07/09/2026 10:00PM ET,PDX,1.42
SF/PF,Justine Pissott (43516610),Justine Pissott,43516610,F/UTIL,3000,LVA@PDX 07/09/2026 10:00PM ET,LVA,0
SF/PF,Janiah Barker (43516612),Janiah Barker,43516612,F/UTIL,3000,LVA@PDX 07/09/2026 10:00PM ET,LVA,0
