Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2606,5184499702,ZeroGravitymusicmke (26/150),0,166,F Breanna Stewart F Alyssa Thomas F Azura Stevens G Kahleah Copper G Rebekah Gardner UTIL Courtney Vandersloot,,,
2606,5184502850,TheHeismen (148/150),0,166,F Jessica Shepard F Jonquel Jones F Pauline Astier G Valeriane Ayayi G Rebekah Gardner UTIL Alyssa Thomas,,,
2606,5184509526,NATURALSHOOTER (5/36),0,166,F Breanna Stewart F Alyssa Thomas F Azura Stevens G Kahleah Copper G Courtney Vandersloot UTIL Rebekah Gardner,,,
2606,5184542280,edb11 (4/4),0,166,F Breanna Stewart F Jessica Shepard F Noemie Brochant G Sabrina Ionescu G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2606,5184556773,kurve (5/17),0,166,F Breanna Stewart F Jessica Shepard F Noemie Brochant G Sabrina Ionescu G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2606,5184556781,kurve (13/17),0,166,F Breanna Stewart F Alyssa Thomas F Azura Stevens G Courtney Vandersloot G Rebekah Gardner UTIL Kahleah Copper,,,
2651,5184026232,afcgreen27 (12/45),0,165.75,F Alyssa Thomas F Jessica Shepard F Awak Kuier G DeWanna Bonner G Lexi Held UTIL Skylar Diggins,,,
2651,5184051448,mertqq40 (29/150),0,165.75,F Jessica Shepard F Azura Stevens F Noemie Brochant G Paige Bueckers G Marine Johannes UTIL DeWanna Bonner,,,
2651,5184118122,smithcj16 (22/60),0,165.75,F Jessica Shepard F Azura Stevens F Noemie Brochant G Paige Bueckers G DeWanna Bonner UTIL Marine Johannes,,,
2651,5184256415,CrimeTime405RicD (2/10),0,165.75,F Breanna Stewart F Alyssa Thomas F Alanna Smith G Sabrina Ionescu G Natasha Cloud UTIL Courtney Vandersloot,,,
2651,5184315689,mwheel7 (50/150),0,165.75,F Alyssa Thomas F Jessica Shepard F Jonquel Jones G Sydney Taylor G Aziaha James UTIL Courtney Vandersloot,,,
2651,5184315772,mwheel7 (133/150),0,165.75,F Breanna Stewart F Jessica Shepard F Azura Stevens G Valeriane Ayayi G Monique Akoa Makani UTIL Lexi Held,,,
2651,5184387695,khp5050 (23/50),0,165.75,F Jessica Shepard F Azura Stevens F Pauline Astier G Kahleah Copper G Natasha Cloud UTIL Courtney Vandersloot,,,
2651,5184404442,bigdread13 (6/27),0,165.75,F Alyssa Thomas F Kamilla Cardoso F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Valeriane Ayayi,,,
2651,5184418947,crepass (104/150),0,165.75,F Alyssa Thomas F Jessica Shepard F Kamilla Cardoso G Azzi Fudd G Rebekah Gardner UTIL Courtney Vandersloot,,,
2660,5183986507,Runderwood23 (6/17),0,165.5,F Jessica Shepard F Jonquel Jones F Han Xu G Sabrina Ionescu G Azzi Fudd UTIL Valeriane Ayayi,,,
2660,5183993585,LT_AV4P (10/17),0,165.5,F Jessica Shepard F Kamilla Cardoso F Pauline Astier G Sabrina Ionescu G Kahleah Copper UTIL Rebekah Gardner,,,
2660,5183995648,DirtDog1975 (5/6),0,165.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Lexi Held G Gabriela Jaquez UTIL Marine Johannes,,,
2660,5184027445,kushman999 (5/14),0,165.5,F Jessica Shepard F Kamilla Cardoso F Pauline Astier G Sabrina Ionescu G Rebekah Gardner UTIL Kahleah Copper,,,
2660,5184127810,milligolf (109/150),0,165.5,F Jessica Shepard F Kamilla Cardoso F Pauline Astier G Sabrina Ionescu G Rebekah Gardner UTIL Kahleah Copper,,,
2660,5184127816,milligolf (115/150),0,165.5,F Alyssa Thomas F Jessica Shepard F Elizabeth Williams G Azzi Fudd G Courtney Vandersloot UTIL Kahleah Copper,,,
2660,5184160406,Dmatrix74 (2/6),0,165.5,F Breanna Stewart F Alyssa Thomas F Azura Stevens G Natasha Cloud G Valeriane Ayayi UTIL Elizabeth Williams,,,
2660,5184169377,jwclark311 (14/150),0,165.5,F Alyssa Thomas F Jessica Shepard F Elizabeth Williams G Azzi Fudd G Courtney Vandersloot UTIL Kahleah Copper,,,
2660,5184284387,bonedog84 (17/20),0,165.5,F Jessica Shepard F Kamilla Cardoso F Pauline Astier G Sabrina Ionescu G Rebekah Gardner UTIL Kahleah Copper,,,
2660,5184285619,Wanna_Square_Up1567 (76/150),0,165.5,F Breanna Stewart F Kamilla Cardoso F Alanna Smith G Kahleah Copper G Azzi Fudd UTIL Valeriane Ayayi,,,
2660,5184315714,mwheel7 (75/150),0,165.5,F Alyssa Thomas F Jessica Shepard F Elizabeth Williams G Azzi Fudd G Courtney Vandersloot UTIL Kahleah Copper,,,
2660,5184315757,mwheel7 (118/150),0,165.5,F Breanna Stewart F Jessica Shepard F Noemie Brochant G DeWanna Bonner G Arike Ogunbowale UTIL Valeriane Ayayi,,,
2660,5184339019,grimsellers,0,165.5,F Alyssa Thomas F Jessica Shepard F Elizabeth Williams G Kahleah Copper G Courtney Vandersloot UTIL Azzi Fudd,,,
2660,5184356648,Ronboi28 (4/14),0,165.5,F Alyssa Thomas F Jessica Shepard F Elizabeth Williams G Kahleah Copper G Azzi Fudd UTIL Courtney Vandersloot,,,
2660,5184357002,nicoh22 (20/20),0,165.5,F Alyssa Thomas F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Natasha Cloud UTIL Sydney Taylor,,,
2660,5184357054,kkhint4 (3/5),0,165.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Lexi Held G Marine Johannes UTIL Gabriela Jaquez,,,
2660,5184362672,Runderwood23 (15/17),0,165.5,F Jessica Shepard F Jonquel Jones F Kamilla Cardoso G Azzi Fudd G Aziaha James UTIL Marine Johannes,,,
2660,5184385737,kimmiserin (78/150),0,165.5,F Breanna Stewart F Kamilla Cardoso F Alanna Smith G Kahleah Copper G Valeriane Ayayi UTIL Azzi Fudd,,,
2660,5184405302,Glennbigg52 (3/6),0,165.5,F Breanna Stewart F Jonquel Jones F Pauline Astier G Sabrina Ionescu G DeWanna Bonner UTIL Aicha Coulibaly,,,
2660,5184405380,Glennbigg52 (4/6),0,165.5,F Breanna Stewart F Jonquel Jones F Pauline Astier G Sabrina Ionescu G DeWanna Bonner UTIL Aicha Coulibaly,,,
2660,5184409825,Bsaun32 (12/150),0,165.5,F Breanna Stewart F Jessica Shepard F Noemie Brochant G DeWanna Bonner G Arike Ogunbowale UTIL Valeriane Ayayi,,,
2660,5184431932,michaelaedelstein (5/37),0,165.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Gabriela Jaquez G Marine Johannes UTIL Lexi Held,,,
2660,5184481195,kenrymiller (139/145),0,165.5,F Breanna Stewart F Jessica Shepard F Noemie Brochant G DeWanna Bonner G Arike Ogunbowale UTIL Valeriane Ayayi,,,
2683,5183858870,Bcoop599 (2/5),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5183930228,Jlbigman,0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2683,5183936683,niquisition (4/82),0,165.25,F Jessica Shepard F Pauline Astier F Alanna Smith G Kahleah Copper G Sydney Taylor UTIL Alyssa Thomas,,,
2683,5183936685,niquisition (6/82),0,165.25,F Alyssa Thomas F Jonquel Jones F Elizabeth Williams G Paige Bueckers G Rebekah Gardner UTIL Kahleah Copper,,,
2683,5184004557,bayesiantestsystem (9/28),0,165.25,F Breanna Stewart F Pauline Astier F Elizabeth Williams G Kahleah Copper G Marine Johannes UTIL Jessica Shepard,,,
2683,5184027142,scottradamus (7/17),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2683,5184055041,tommykramer9 (2/3),0,165.25,F Alyssa Thomas F Jonquel Jones F Elizabeth Williams G Paige Bueckers G Rebekah Gardner UTIL Kahleah Copper,,,
2683,5184056975,jiame12 (4/10),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184056977,jiame12 (6/10),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184056978,jiame12 (7/10),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184056980,jiame12 (9/10),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184118140,smithcj16 (40/60),0,165.25,F Jessica Shepard F Jonquel Jones F Noemie Brochant G Paige Bueckers G Marine Johannes UTIL Monique Akoa Makani,,,
2683,5184127745,milligolf (44/150),0,165.25,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Sabrina Ionescu G Rebekah Gardner UTIL Kamilla Cardoso,,,
2683,5184127847,milligolf (146/150),0,165.25,F Breanna Stewart F Jessica Shepard F Elizabeth Williams G Lexi Held G Marine Johannes UTIL Alyssa Thomas,,,
2683,5184146062,Maxedout23 (1/11),0,165.25,F Breanna Stewart F Jonquel Jones F Han Xu G Sabrina Ionescu G Kahleah Copper UTIL Marine Johannes,,,
2683,5184169403,jwclark311 (40/150),0,165.25,F Jessica Shepard F Pauline Astier F Alanna Smith G Kahleah Copper G Sydney Taylor UTIL Alyssa Thomas,,,
2683,5184232643,cptnspaulding (86/150),0,165.25,F Alyssa Thomas F Jessica Shepard F Elizabeth Williams G Paige Bueckers G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184284684,ivymoose (43/60),0,165.25,F Alyssa Thomas F Jonquel Jones F Elizabeth Williams G Paige Bueckers G Rebekah Gardner UTIL Kahleah Copper,,,
2683,5184315647,mwheel7 (8/150),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2683,5184315713,mwheel7 (74/150),0,165.25,F Alyssa Thomas F Jessica Shepard F Pauline Astier G Kahleah Copper G Sydney Taylor UTIL Alanna Smith,,,
2683,5184356993,nicoh22 (11/20),0,165.25,F Alyssa Thomas F Jessica Shepard F Elizabeth Williams G Valeriane Ayayi G Courtney Vandersloot UTIL Paige Bueckers,,,
2683,5184356996,nicoh22 (14/20),0,165.25,F Breanna Stewart F Jessica Shepard F Azura Stevens G Lexi Held G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184387679,khp5050 (7/50),0,165.25,F Breanna Stewart F Alyssa Thomas F Alanna Smith G DeWanna Bonner G Arike Ogunbowale UTIL Natasha Cloud,,,
2683,5184409835,Bsaun32 (22/150),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184414346,Kman9797,0,165.25,F Alyssa Thomas F Jessica Shepard F Marta Suarez G DeWanna Bonner G Courtney Vandersloot UTIL Paige Bueckers,,,
2683,5184418901,crepass (58/150),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2683,5184440028,blackdiamonds7 (9/150),0,165.25,F Alyssa Thomas F Kamilla Cardoso F Elizabeth Williams G Paige Bueckers G Kahleah Copper UTIL Aicha Coulibaly,,,
2683,5184440125,blackdiamonds7 (106/150),0,165.25,F Alyssa Thomas F Jonquel Jones F Elizabeth Williams G Paige Bueckers G Kahleah Copper UTIL Rebekah Gardner,,,
2683,5184459754,ikickflavor (3/25),0,165.25,F Jessica Shepard F Elizabeth Williams F Han Xu G Paige Bueckers G Sabrina Ionescu UTIL Kamilla Cardoso,,,
2683,5184470481,YbRaw (3/5),0,165.25,F Alyssa Thomas F Azura Stevens F Awak Kuier G Sabrina Ionescu G Azzi Fudd UTIL Monique Akoa Makani,,,
2683,5184470930,mnovotny824 (1/3),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184480074,JaxsonsAction409 (6/10),0,165.25,F Breanna Stewart F Jessica Shepard F Azura Stevens G Lexi Held G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2683,5184481112,kenrymiller (56/145),0,165.25,F Jessica Shepard F Pauline Astier F Alanna Smith G Kahleah Copper G Sydney Taylor UTIL Alyssa Thomas,,,
2683,5184481170,kenrymiller (114/145),0,165.25,F Jessica Shepard F Pauline Astier F Alanna Smith G Kahleah Copper G Sydney Taylor UTIL Alyssa Thomas,,,
2683,5184502803,TheHeismen (101/150),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2683,5184504180,Esquibel_29 (5/13),0,165.25,F Jessica Shepard F Jonquel Jones F Pauline Astier G Kahleah Copper G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2719,5183942922,simall (3/4),0,165,F Alyssa Thomas F Pauline Astier F Awak Kuier G Kahleah Copper G Sydney Taylor UTIL Azura Stevens,,,
2719,5183997435,LT_AV4P (11/17),0,165,F Kamilla Cardoso F Pauline Astier F Awak Kuier G Paige Bueckers G Azzi Fudd UTIL DeWanna Bonner,,,
2719,5184118111,smithcj16 (11/60),0,165,F Jessica Shepard F Kamilla Cardoso F Azura Stevens G Azzi Fudd G Valeriane Ayayi UTIL Marine Johannes,,,
2719,5184169410,jwclark311 (47/150),0,165,F Breanna Stewart F Jessica Shepard F Pauline Astier G DeWanna Bonner G Marine Johannes UTIL Valeriane Ayayi,,,
2719,5184315680,mwheel7 (41/150),0,165,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Kahleah Copper G Valeriane Ayayi UTIL Sydney Taylor,,,
2719,5184335585,baller0827 (1/2),0,165,F Jonquel Jones F Pauline Astier F Awak Kuier G Paige Bueckers G Lexi Held UTIL Kamilla Cardoso,,,
2719,5184385764,kimmiserin (105/150),0,165,F Jessica Shepard F Jonquel Jones F Li Yueru G Paige Bueckers G Azzi Fudd UTIL Courtney Vandersloot,,,
2719,5184415169,Tone4422 (3/4),0,165,F Kamilla Cardoso F Pauline Astier F Awak Kuier G Paige Bueckers G DeWanna Bonner UTIL Azzi Fudd,,,
2719,5184423099,ltnation (1/2),0,165,F Kamilla Cardoso F Pauline Astier F Awak Kuier G Paige Bueckers G Azzi Fudd UTIL DeWanna Bonner,,,
2719,5184465844,llllllllllllllllIll (142/150),0,165,F Alyssa Thomas F Jonquel Jones F Alanna Smith G Paige Bueckers G Marine Johannes UTIL DeWanna Bonner,,,
2719,5184499795,ZeroGravitymusicmke (119/150),0,165,F Breanna Stewart F Jessica Shepard F Pauline Astier G DeWanna Bonner G Marine Johannes UTIL Valeriane Ayayi,,,
2719,5184558202,414TakeOver (8/8),0,165,F Azura Stevens F Pauline Astier F Awak Kuier G Kahleah Copper G Sydney Taylor UTIL Alyssa Thomas,,,
2731,5184120703,Bwizzy30 (1/2),0,164.75,F Jessica Shepard F Azura Stevens F Han Xu G Paige Bueckers G Sabrina Ionescu UTIL Marine Johannes,,,
2731,5184127704,milligolf (3/150),0,164.75,F Breanna Stewart F Alyssa Thomas F Azura Stevens G Marine Johannes G Rebekah Gardner UTIL Kamilla Cardoso,,,
2731,5184169374,jwclark311 (11/150),0,164.75,F Breanna Stewart F Kamilla Cardoso F Azura Stevens G Marine Johannes G Rebekah Gardner UTIL Alyssa Thomas,,,
2731,5184169415,jwclark311 (52/150),0,164.75,F Alyssa Thomas F Jonquel Jones F Alanna Smith G Paige Bueckers G Sabrina Ionescu UTIL Rebekah Gardner,,,
2731,5184256421,CrimeTime405RicD (8/10),0,164.75,F Breanna Stewart F Jessica Shepard F Pauline Astier G Kahleah Copper G Sydney Taylor UTIL Kyara Linskens,,,
2731,5184315720,mwheel7 (81/150),0,164.75,F Breanna Stewart F Jonquel Jones F Kamilla Cardoso G DeWanna Bonner G Courtney Vandersloot UTIL Elizabeth Williams,,,
2731,5184409823,Bsaun32 (10/150),0,164.75,F Alyssa Thomas F Jonquel Jones F Alanna Smith G Paige Bueckers G Rebekah Gardner UTIL Sabrina Ionescu,,,
2731,5184409862,Bsaun32 (49/150),0,164.75,F Alyssa Thomas F Jessica Shepard F Pauline Astier G DeWanna Bonner G Courtney Vandersloot UTIL Natasha Cloud,,,
2731,5184465753,llllllllllllllllIll (51/150),0,164.75,F Breanna Stewart F Kamilla Cardoso F Azura Stevens G Marine Johannes G Rebekah Gardner UTIL Alyssa Thomas,,,
2731,5184465784,llllllllllllllllIll (82/150),0,164.75,F Breanna Stewart F Jonquel Jones F Azura Stevens G Azzi Fudd G Rebekah Gardner UTIL Sydney Taylor,,,
2731,5184478038,countrygirl617 (7/8),0,164.75,F Jessica Shepard F Azura Stevens F Han Xu G Paige Bueckers G Marine Johannes UTIL Sabrina Ionescu,,,
2731,5184502721,TheHeismen (19/150),0,164.75,F Breanna Stewart F Alyssa Thomas F Alanna Smith G Paige Bueckers G Aziaha James UTIL DeWanna Bonner,,,
2743,5184051534,mertqq40 (115/150),0,164.5,F Jonquel Jones F Pauline Astier F Awak Kuier G Azzi Fudd G Sydney Taylor UTIL Alyssa Thomas,,,
2743,5184079761,bellsofwar3 (35/80),0,164.5,F Alyssa Thomas F Jessica Shepard F Alanna Smith G Azzi Fudd G Arike Ogunbowale UTIL DeWanna Bonner,,,
2743,5184127805,milligolf (104/150),0,164.5,F Alyssa Thomas F Jessica Shepard F Jonquel Jones G Arike Ogunbowale G Marine Johannes UTIL Elizabeth Williams,,,
2743,5184188985,batch1 (1/3),0,164.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Arike Ogunbowale G Courtney Vandersloot UTIL Valeriane Ayayi,,,
2743,5184189106,sixers1212 (1/48),0,164.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Valeriane Ayayi G Courtney Vandersloot UTIL Arike Ogunbowale,,,
2743,5184201364,soonerdallas (4/40),0,164.5,F Alyssa Thomas F Jessica Shepard F Alanna Smith G Azzi Fudd G Arike Ogunbowale UTIL DeWanna Bonner,,,
2743,5184275072,jemyeg,0,164.5,F Jessica Shepard F Jonquel Jones F Noemie Brochant G Paige Bueckers G Courtney Vandersloot UTIL Monique Akoa Makani,,,
2743,5184286771,Ilovetaylorbrookee,0,164.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Arike Ogunbowale G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2743,5184394606,sixers1212 (15/48),0,164.5,F Alyssa Thomas F Pauline Astier F Awak Kuier G Azzi Fudd G Sydney Taylor UTIL Jonquel Jones,,,
2743,5184398226,ecglover8 (32/38),0,164.5,F Alyssa Thomas F Jessica Shepard F Jonquel Jones G Azzi Fudd G Betnijah Laney-Hamilton UTIL Courtney Vandersloot,,,
2743,5184420627,okans (18/100),0,164.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Lexi Held G Courtney Vandersloot UTIL Elizabeth Williams,,,
2743,5184427537,krysti.love75 (12/13),0,164.5,F Jessica Shepard F Jonquel Jones F Azura Stevens G Arike Ogunbowale G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2743,5184440114,blackdiamonds7 (95/150),0,164.5,F Alyssa Thomas F Elizabeth Williams F Kyara Linskens G Paige Bueckers G DeWanna Bonner UTIL Jessica Shepard,,,
2743,5184449095,okans (74/100),0,164.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Lexi Held G Courtney Vandersloot UTIL Elizabeth Williams,,,
2743,5184465723,llllllllllllllllIll (21/150),0,164.5,F Breanna Stewart F Alyssa Thomas F Jessica Shepard G Lexi Held G Courtney Vandersloot UTIL Elizabeth Williams,,,
2743,5184502817,TheHeismen (115/150),0,164.5,F Alyssa Thomas F Jessica Shepard F Jonquel Jones G Azzi Fudd G Betnijah Laney-Hamilton UTIL Courtney Vandersloot,,,
2743,5184505041,504ant (26/50),0,164.5,F Alyssa Thomas F Jessica Shepard F Jonquel Jones G Arike Ogunbowale G Marine Johannes UTIL Elizabeth Williams,,,
2743,5184505397,Placebo4720 (3/5),0,164.5,F Alyssa Thomas F Elizabeth Williams F Alanna Smith G Paige Bueckers G Arike Ogunbowale UTIL Jessica Shepard,,,
2761,5183820636,TonyLodz (7/12),0,164.25,F Breanna Stewart F Jessica Shepard F Pauline Astier G Sydney Taylor G Natasha Cloud UTIL Lexi Held,,,
2761,5183820650,TonyLodz (8/12),0,164.25,F Breanna Stewart F Jessica Shepard F Pauline Astier G Sydney Taylor G Natasha Cloud UTIL Lexi Held,,,
2761,5184002044,disturbedspooon (8/12),0,164.25,F Breanna Stewart F Jessica Shepard F Pauline Astier G DeWanna Bonner G Valeriane Ayayi UTIL Courtney Vandersloot,,,
2761,5184006319,PLS56,0,164.25,F Breanna Stewart F Jessica Shepard F Pauline Astier G Arike Ogunbowale G Courtney Vandersloot UTIL Natasha Cloud,,,
2761,5184013351,11baller20 (16/20),0,164.25,F Alyssa Thomas F Jonquel Jones F Kamilla Cardoso G DeWanna Bonner G Valeriane Ayayi UTIL Alanna Smith,,,
2761,5184022703,Ocin_D_Clown (103/150),0,164.25,F Breanna Stewart F Alyssa Thomas F Elizabeth Williams G Natasha Cloud G Courtney Vandersloot UTIL Kamilla Cardoso,,,
2761,5184068965,daznazd,0,164.25,F Jonquel Jones F Kamilla Cardoso F Raquel Carrera G Paige Bueckers G Aicha Coulibaly UTIL Alyssa Thomas,,,
2761,5184078159,Hey...HereWeGo1 (5/74),0,164.25,F Alyssa Thomas F Jonquel Jones F Alanna Smith G DeWanna Bonner G Valeriane Ayayi UTIL Kamilla Cardoso,,,
2761,5184098874,datyoungreezy (30/150),0,164.25,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G DeWanna Bonner G Valeriane Ayayi UTIL Alyssa Thomas,,,
2761,5184129374,oltjpack (11/30),0,164.25,F Breanna Stewart F Noemie Brochant F Alanna Smith G Kahleah Copper G DeWanna Bonner UTIL Alyssa Thomas,,,
2761,5184135914,ecglover8 (28/38),0,164.25,F Breanna Stewart F Alyssa Thomas F Marta Suarez G Paige Bueckers G Rebekah Gardner UTIL Kahleah Copper,,,
2761,5184169445,jwclark311 (82/150),0,164.25,F Breanna Stewart F Kamilla Cardoso F Alanna Smith G Azzi Fudd G Marine Johannes UTIL Paige Bueckers,,,
2761,5184195729,Logiclion01 (1/2),0,164.25,F Jessica Shepard F Jonquel Jones F Kamilla Cardoso G Paige Bueckers G Sug Sutton UTIL Maddy Siegrist,,,
2761,5184201398,soonerdallas (38/40),0,164.25,F Breanna Stewart F Alyssa Thomas F Azura Stevens G DeWanna Bonner G Rebekah Gardner UTIL Sydney Taylor,,,
2761,5184213105,Logiclion01 (2/2),0,164.25,F Jessica Shepard F Jonquel Jones F Kamilla Cardoso G Paige Bueckers G Sug Sutton UTIL Maddy Siegrist,,,
2761,5184255952,westwood (5/17),0,164.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Lexi Held,,,
2761,5184262827,westwood (11/17),0,164.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Lexi Held,,,
2761,5184268783,smithcj16 (45/60),0,164.25,F Breanna Stewart F Kamilla Cardoso F Alanna Smith G Paige Bueckers G Azzi Fudd UTIL Marine Johannes,,,
2761,5184345577,ljb33bc102 (46/100),0,164.25,F Breanna Stewart F Alyssa Thomas F Azura Stevens G Sydney Taylor G Rebekah Gardner UTIL DeWanna Bonner,,,
2761,5184406215,Gospelmom (14/51),0,164.25,F Breanna Stewart F Azura Stevens F Noemie Brochant G Kahleah Copper G Sydney Taylor UTIL Natasha Cloud,,,
2761,5184408037,jusnit (11/40),0,164.25,F Breanna Stewart F Kamilla Cardoso F Alanna Smith G Sabrina Ionescu G DeWanna Bonner UTIL Sydney Taylor,,,
2761,5184409418,kcelite13 (27/48),0,164.25,F Jonquel Jones F Kamilla Cardoso F Elizabeth Williams G Paige Bueckers G Natasha Cloud UTIL Valeriane Ayayi,,,
2761,5184409920,Bsaun32 (107/150),0,164.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Lexi Held,,,
2761,5184414637,Rowdog31 (12/28),0,164.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Lexi Held,,,
2761,5184418894,crepass (51/150),0,164.25,F Breanna Stewart F Jonquel Jones F Pauline Astier G DeWanna Bonner G Rebekah Gardner UTIL Kahleah Copper,,,
2761,5184418988,crepass (145/150),0,164.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G DeWanna Bonner G Rebekah Gardner UTIL Lexi Held,,,
2761,5184419644,okans (16/100),0,164.25,F Alyssa Thomas F Jonquel Jones F Kamilla Cardoso G DeWanna Bonner G Valeriane Ayayi UTIL Alanna Smith,,,
2761,5184442460,TonyLodz (12/12),0,164.25,F Breanna Stewart F Jessica Shepard F Pauline Astier G Sydney Taylor G Natasha Cloud UTIL Lexi Held,,,
2761,5184449121,okans (100/100),0,164.25,F Alyssa Thomas F Jonquel Jones F Kamilla Cardoso G DeWanna Bonner G Valeriane Ayayi UTIL Alanna Smith,,,
2761,5184465748,llllllllllllllllIll (46/150),0,164.25,F Breanna Stewart F Alyssa Thomas F Alanna Smith G Azzi Fudd G Marine Johannes UTIL Kahleah Copper,,,
2761,5184493353,SGT_Moe (39/89),0,164.25,F Breanna Stewart F Noemie Brochant F Alanna Smith G Kahleah Copper G DeWanna Bonner UTIL Alyssa Thomas,,,
2761,5184493354,SGT_Moe (40/89),0,164.25,F Jonquel Jones F Kamilla Cardoso F Alanna Smith G DeWanna Bonner G Valeriane Ayayi UTIL Alyssa Thomas,,,
2761,5184502784,TheHeismen (82/150),0,164.25,F Alyssa Thomas F Jessica Shepard F Kamilla Cardoso G DeWanna Bonner G Aziaha James UTIL Courtney Vandersloot,,,
2761,5184502799,TheHeismen (97/150),0,164.25,F Alyssa Thomas F Jonquel Jones F Alanna Smith G DeWanna Bonner G Valeriane Ayayi UTIL Kamilla Cardoso,,,
2761,5184521629,bigdread13 (20/27),0,164.25,F Breanna Stewart F Pauline Astier F Awak Kuier G Sabrina Ionescu G Arike Ogunbowale UTIL Azura Stevens,,,
2761,5184552201,Maine7 (8/30),0,164.25,F Breanna Stewart F Jonquel Jones F Elizabeth Williams G Natasha Cloud G Courtney Vandersloot UTIL Sabrina Ionescu,,,
2761,5184556199,Msubbert_73,0,164.25,F Breanna Stewart F Kamilla Cardoso F Alanna Smith G Sabrina Ionescu G DeWanna Bonner UTIL Sydney Taylor,,,
2761,5184562164,lootmeup93 (49/100),0,164.25,F Breanna Stewart F Alyssa Thomas F Jonquel Jones G Lexi Held G Rebekah Gardner UTIL DeWanna Bonner,,,
2799,5183852385,charleso83 (1/2),0,164,F Jessica Shepard F Jonquel Jones F Pauline Astier G Valeriane Ayayi G Marine Johannes UTIL Kamilla Cardoso,,,
2799,5183869075,montyells (24/24),0,164,F Jessica Shepard F Jonquel Jones F Kamilla Cardoso G Valeriane Ayayi G Courtney Vandersloot UTIL Noemie Brochant,,,
2799,5183924946,erictthompson3131 (1/6),0,164,F Breanna Stewart F Jessica Shepard F Maddy Siegrist G Paige Bueckers G Courtney Vandersloot UTIL Monique Akoa Makani,,,
2799,5183998861,CantGetRight69 (37/50),0,164,F Breanna Stewart F Jonquel Jones F Kamilla Cardoso G Kahleah Copper G Sug Sutton UTIL Courtney Vandersloot,,,
