Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
21,5185246328,seth1374 (1/137),0,209,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kayla McBride G Rae Burrell UTIL Nneka Ogwumike,,Myisha Hines-Allen,UTIL,9.18%,6.5
22,5184946759,jusnit (43/50),0,208.75,F Olivia Nelson-Ododa F Janelle Salaun F Dorka Juhasz G Kelsey Mitchell G Leila Lacan UTIL Nneka Ogwumike,,Caitlin Clark,UTIL,8.45%,19
23,5184740838,ruff_endz14 (12/150),0,208.5,F Olivia Nelson-Ododa F Kayla Thornton F Dorka Juhasz G Kelsey Mitchell G Kayla McBride UTIL Nneka Ogwumike,,Julie Allemand,G,8.26%,26.75
24,5185108379,Bsaun32 (114/150),0,208.25,F Dearica Hamby F Janelle Salaun F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Leila Lacan,,Kayla Thornton,F,7.98%,30.75
25,5185251737,UltimateWin4 (144/150),0,208,F Dearica Hamby F Kayla Thornton F Jihyun Park G Kelsey Mitchell G Leila Lacan UTIL Nneka Ogwumike,,Janelle Salaun,F,7.50%,38
26,5185171669,Tglizzy601 (121/130),0,207.5,F Dearica Hamby F Monique Billings F Janelle Salaun G Kayla McBride G Leila Lacan UTIL Olivia Nelson-Ododa,,Kelsey Mitchell,UTIL,7.43%,44
27,5185246349,seth1374 (22/137),0,207.25,F Dearica Hamby F Kayla Thornton F Makayla Timpson G Courtney Williams G Kayla McBride UTIL Kelsey Mitchell,,Rae Burrell,G,6.97%,33.25
28,5184908249,Tglizzy601 (26/130),0,207,F Dearica Hamby F Janelle Salaun F Kayla Thornton G Kayla McBride G Leila Lacan UTIL Veronica Burton,,Maria Conde,F,6.55%,13.25
28,5185097829,mwheel7 (111/150),0,207,F Isabelle Harrison F Monique Billings F Janelle Salaun G Kelsey Mitchell G Ariel Atkins UTIL Dearica Hamby,,Makayla Timpson,F,5.37%,20.75
30,5185212070,au_nbc (24/36),0,205.75,F Natasha Howard F Nneka Ogwumike F Kayla Thornton G Kayla McBride G Rae Burrell UTIL Kaitlyn Chen,,Courtney Williams,UTIL,5.33%,29
31,5185154201,Tglizzy601 (102/130),0,205.5,F Olivia Nelson-Ododa F Janelle Salaun F Kayla Thornton G Kayla McBride G Leila Lacan UTIL Natasha Howard,,Rae Burrell,UTIL,4.91%,33.25
31,5185251606,UltimateWin4 (13/150),0,205.5,F Natasha Howard F Kayla Thornton F Diamond Miller G Kayla McBride G Rae Burrell UTIL Nneka Ogwumike,,Nneka Ogwumike,UTIL,4.84%,42
33,5184778770,Ocin_D_Clown (96/150),0,205.25,F Dearica Hamby F Janelle Salaun F Myisha Hines-Allen G Kayla McBride G Leila Lacan UTIL Kelsey Mitchell,,Kayla McBride,UTIL,4.71%,41
33,5185039600,smithcj16 (28/50),0,205.25,F Dearica Hamby F Janelle Salaun F Myisha Hines-Allen G Kelsey Mitchell G Kayla McBride UTIL Leila Lacan,,Dearica Hamby,UTIL,4.65%,41.75
35,5184927268,alexjr127 (1/2),0,205,F Dearica Hamby F Isabelle Harrison F Olivia Nelson-Ododa G Kelsey Mitchell G Lexie Hull UTIL Janelle Salaun,,Tiffany Hayes,G,4.33%,10.5
35,5185097768,mwheel7 (50/150),0,205,F Nneka Ogwumike F Dearica Hamby F Damiris Dantas G Kayla McBride G Leila Lacan UTIL Olivia Nelson-Ododa,,Charlisse Leger-Walker,G,4.28%,23
35,5185104045,Wanna_Square_Up1567 (45/150),0,205,F Dearica Hamby F Isabelle Harrison F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Rae Burrell,,Kennedy Burke,G,4.21%,20.5
35,5185108296,Bsaun32 (31/150),0,205,F Dearica Hamby F Isabelle Harrison F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Rae Burrell,,Diamond Miller,F,4.21%,23
35,5185156678,adunnaway (12/12),0,205,F Natasha Howard F Isabelle Harrison F Kayla Thornton G Kelsey Mitchell G Ariel Atkins UTIL Janelle Salaun,,Maya Caldwell,G,3.85%,13
35,5185183762,khp5050 (15/60),0,205,F Isabelle Harrison F Olivia Nelson-Ododa F Janelle Salaun G Kelsey Mitchell G Lexie Hull UTIL Dearica Hamby,,Brittney Griner,F,3.83%,0
35,5185192577,SGT_Moe (2/49),0,205,F Dearica Hamby F Isabelle Harrison F Dorka Juhasz G Kayla McBride G Rae Burrell UTIL Courtney Williams,,Cecilia Zandalasini,F,3.52%,7.25
35,5185237536,hiphopjunkie86 (4/10),0,205,F Dearica Hamby F Isabelle Harrison F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Rae Burrell,,Leila Lacan,UTIL,3.46%,34
43,5185221023,Hey...HereWeGo1 (119/120),0,204.75,F Nneka Ogwumike F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Julie Allemand UTIL Kayla McBride,,Erica Wheeler,G,3.34%,28
43,5185246428,seth1374 (101/137),0,204.75,F Natasha Howard F Dorka Juhasz F Nell Angloma G Kelsey Mitchell G Kayla McBride UTIL Nneka Ogwumike,,Sophie Cunningham,G,3.31%,6.25
43,5185268766,bigdread13 (4/25),0,204.75,F Natasha Howard F Isabelle Harrison F Makayla Timpson G Kelsey Mitchell G Kayla McBride UTIL Erica Wheeler,,Monique Billings,UTIL,3.15%,26.5
46,5184998044,blacklabelkk (1/2),0,204.25,F Natasha Howard F Kayla Thornton F Dorka Juhasz G Kelsey Mitchell G Leila Lacan UTIL Isabelle Harrison,,Ariel Atkins,G,3.14%,21.25
46,5185192604,SGT_Moe (29/49),0,204.25,F Natasha Howard F Nneka Ogwumike F Dorka Juhasz G Kayla McBride G Rae Burrell UTIL Erica Wheeler,,Laura Juskaite,F,2.68%,11.5
46,5185251633,UltimateWin4 (40/150),0,204.25,F Nneka Ogwumike F Olivia Nelson-Ododa F Kayla Thornton G Kelsey Mitchell G Erica Wheeler UTIL Rae Burrell,,Kennedy Burke,UTIL,2.52%,20.5
49,5184723531,TidePride71 (1/2),0,204,F Nneka Ogwumike F Olivia Nelson-Ododa F Janelle Salaun G Kelsey Mitchell G Leila Lacan UTIL Tyasha Harris,,Sophie Cunningham,UTIL,2.47%,6.25
49,5185097780,mwheel7 (62/150),0,204,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Kayla McBride UTIL Olivia Nelson-Ododa,,Julie Allemand,UTIL,2.43%,26.75
49,5185246365,seth1374 (38/137),0,204,F Olivia Nelson-Ododa F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Kayla McBride UTIL Dearica Hamby,,Lexie Hull,G,2.14%,19.5
49,5185251037,mrmvp479 (17/22),0,204,F Dearica Hamby F Olivia Nelson-Ododa F Dorka Juhasz G Kelsey Mitchell G Kayla McBride UTIL Monique Billings,,Kaila Charles,G,2.14%,12.25
53,5184883304,savrome2425 (7/30),0,203.75,F Nneka Ogwumike F Dearica Hamby F Dorka Juhasz G Kayla McBride G Leila Lacan UTIL Kennedy Burke,,Natasha Howard,UTIL,2.07%,35.5
53,5185246406,seth1374 (79/137),0,203.75,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kayla McBride G Erica Wheeler UTIL Nneka Ogwumike,,Aaliyah Edwards,UTIL,2.00%,6.5
53,5185260482,Biggist716 (2/2),0,203.75,F Nneka Ogwumike F Monique Billings F Kayla Thornton G Kelsey Mitchell G Kayla McBride UTIL Lexie Hull,,Ariel Atkins,UTIL,1.89%,21.25
56,5184889930,Carey13 (1/2),0,203.5,F Nneka Ogwumike F Kayla Thornton F Dorka Juhasz G Kelsey Mitchell G Courtney Williams UTIL Rae Burrell,,Erica Wheeler,UTIL,1.84%,28
56,5184946761,jusnit (45/50),0,203.5,F Natasha Howard F Janelle Salaun F Dorka Juhasz G Kelsey Mitchell G Lexie Hull UTIL Nneka Ogwumike,,Maya Caldwell,UTIL,1.75%,13
58,5185108305,Bsaun32 (40/150),0,203.25,F Dearica Hamby F Kayla Thornton F Dorka Juhasz G Kelsey Mitchell G Courtney Williams UTIL Rae Burrell,,Lexie Hull,UTIL,1.67%,19.5
58,5185237370,ruff_endz14 (136/150),0,203.25,F Natasha Howard F Kayla Thornton F Dorka Juhasz G Kelsey Mitchell G Julie Allemand UTIL Dearica Hamby,,Charlisse Leger-Walker,UTIL,1.67%,23
58,5185251632,UltimateWin4 (39/150),0,203.25,F Natasha Howard F Dearica Hamby F Kayla Thornton G Leila Lacan G Erica Wheeler UTIL Rae Burrell,,Olivia Nelson-Ododa,UTIL,1.42%,26.25
61,5184883303,savrome2425 (6/30),0,203,F Isabelle Harrison F Olivia Nelson-Ododa F Dorka Juhasz G Kayla McBride G Leila Lacan UTIL Dearica Hamby,,Tiffany Hayes,UTIL,1.37%,10.5
61,5185005747,bucs3 (2/2),0,203,F Dearica Hamby F Monique Billings F Janelle Salaun G Julie Allemand G Erica Wheeler UTIL Nneka Ogwumike,,Marina Mabrey,UTIL,1.33%,24
61,5185245794,mrmvp479 (9/22),0,203,F Isabelle Harrison F Olivia Nelson-Ododa F Dorka Juhasz G Kayla McBride G Leila Lacan UTIL Dearica Hamby,,Laeticia Amihere,F,1.33%,6.25
61,5185251694,UltimateWin4 (101/150),0,203,F Natasha Howard F Kayla Thornton F Diamond Miller G Kelsey Mitchell G Erica Wheeler UTIL Dearica Hamby,,Veronica Burton,UTIL,1.29%,21.5
65,5184983876,Bellyball422 (18/20),0,202.75,F Dearica Hamby F Janelle Salaun F Kayla Thornton G Veronica Burton G Julie Allemand UTIL Kelsey Mitchell,,Emma Cannon,F,1.28%,3.5
65,5185147743,BBooker18 (10/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Makayla Timpson,UTIL,1.25%,20.75
65,5185173243,BBooker18 (11/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Nia Coffey,UTIL,1.23%,3.75
65,5185173704,BBooker18 (15/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Kaitlyn Chen,UTIL,1.21%,23.25
65,5185177758,BBooker18 (16/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Antonia Delaere,G,1.19%,13.5
65,5185178552,BBooker18 (20/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Kaila Charles,UTIL,1.12%,12.25
65,5185178558,BBooker18 (24/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Anastasiia Olairi Kosu,F,1.12%,14
65,5185178575,BBooker18 (28/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Maria Conde,UTIL,1.07%,13.25
65,5185178583,BBooker18 (32/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Raegan Beers,F,0.97%,7.25
65,5185209584,BBooker18 (36/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Dorka Juhasz,UTIL,0.94%,24.5
65,5185209632,BBooker18 (40/40),0,202.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kaitlyn Chen,,Nyara Sabally,UTIL,0.94%,4.25
76,5184862195,milligolf (70/150),0,202.5,F Natasha Howard F Dearica Hamby F Dorka Juhasz G Kayla McBride G Rae Burrell UTIL Monique Billings,,Damiris Dantas,F,0.91%,20
76,5184911663,brokedudeme (11/19),0,202.5,F Natasha Howard F Monique Billings F Dorka Juhasz G Kayla McBride G Rae Burrell UTIL Dearica Hamby,,Kiah Stokes,UTIL,0.88%,4.75
76,5185246439,seth1374 (112/137),0,202.5,F Natasha Howard F Monique Billings F Dorka Juhasz G Kayla McBride G Rae Burrell UTIL Dearica Hamby,,Saniya Rivers,G,0.87%,14.25
76,5185251603,UltimateWin4 (10/150),0,202.5,F Nneka Ogwumike F Dearica Hamby F Kayla Thornton G Kayla McBride G Leila Lacan UTIL Maya Caldwell,,Kate Martin,UTIL,0.86%,0
76,5185251718,UltimateWin4 (125/150),0,202.5,F Isabelle Harrison F Olivia Nelson-Ododa F Anastasiia Olairi Kosu G Kelsey Mitchell G Kayla McBride UTIL Dearica Hamby,,Gabby Williams,UTIL,0.83%,12.75
81,5184887815,Tglizzy601 (13/130),0,202.25,F Dearica Hamby F Isabelle Harrison F Olivia Nelson-Ododa G Leila Lacan G Julie Allemand UTIL Janelle Salaun,,Kate Martin,G,0.76%,0
81,5185251634,UltimateWin4 (41/150),0,202.25,F Dearica Hamby F Olivia Nelson-Ododa F Diamond Miller G Kelsey Mitchell G Leila Lacan UTIL Rae Burrell,,Kaitlyn Chen,G,0.71%,23.25
81,5185256548,ljb33bc102 (64/101),0,202.25,F Nneka Ogwumike F Dearica Hamby F Raegan Beers G Leila Lacan G Rae Burrell UTIL Kelsey Mitchell,,Laura Juskaite,UTIL,0.66%,11.5
84,5184817936,sirjerkins (28/150),0,202,F Natasha Howard F Janelle Salaun F Dorka Juhasz G Courtney Williams G Rae Burrell UTIL Dearica Hamby,,Saniya Rivers,UTIL,0.66%,14.25
84,5185097798,mwheel7 (80/150),0,202,F Dearica Hamby F Janelle Salaun F Dorka Juhasz G Courtney Williams G Rae Burrell UTIL Natasha Howard,,Isabelle Harrison,UTIL,0.64%,35.5
84,5185256554,ljb33bc102 (70/101),0,202,F Olivia Nelson-Ododa F Kayla Thornton F Dorka Juhasz G Kelsey Mitchell G Kayla McBride UTIL Natasha Howard,,Cecilia Zandalasini,UTIL,0.62%,7.25
87,5185144901,willrealchill (1/3),0,201.75,F Natasha Howard F Monique Billings F Janelle Salaun G Leila Lacan G Julie Allemand UTIL Kayla McBride,,Janelle Salaun,UTIL,0.52%,38
88,5185246342,seth1374 (15/137),0,201.5,F Nneka Ogwumike F Dearica Hamby F Dorka Juhasz G Ariel Atkins G Erica Wheeler UTIL Kelsey Mitchell,,Jihyun Park,F,0.52%,15.5
89,5184740866,ruff_endz14 (40/150),0,201.25,F Nneka Ogwumike F Dorka Juhasz F Damiris Dantas G Kelsey Mitchell G Courtney Williams UTIL Dearica Hamby,,Antonia Delaere,UTIL,0.50%,13.5
89,5185237391,DBrownFF88 (14/20),0,201.25,F Nneka Ogwumike F Dorka Juhasz F Damiris Dantas G Kelsey Mitchell G Courtney Williams UTIL Dearica Hamby,,Kia Nurse,G,0.49%,12.75
91,5185251636,UltimateWin4 (43/150),0,201,F Natasha Howard F Kayla Thornton F Jihyun Park G Kelsey Mitchell G Rae Burrell UTIL Nneka Ogwumike,,Emma Cannon,UTIL,0.48%,3.5
92,5184740873,ruff_endz14 (47/150),0,200.75,F Natasha Howard F Nneka Ogwumike F Dorka Juhasz G Kelsey Mitchell G Leila Lacan UTIL Makayla Timpson,,Kia Nurse,UTIL,0.46%,12.75
92,5184946720,jusnit (4/50),0,200.75,F Natasha Howard F Nneka Ogwumike F Dorka Juhasz G Kelsey Mitchell G Leila Lacan UTIL Makayla Timpson,,Raven Johnson,G,0.45%,9.5
92,5185097759,mwheel7 (41/150),0,200.75,F Nneka Ogwumike F Dorka Juhasz F Makayla Timpson G Kelsey Mitchell G Leila Lacan UTIL Natasha Howard,,Kayla Thornton,UTIL,0.42%,30.75
92,5185108346,Bsaun32 (81/150),0,200.75,F Natasha Howard F Kayla Thornton F Jihyun Park G Kayla McBride G Leila Lacan UTIL Kelsey Mitchell,,Tyasha Harris,UTIL,0.36%,19.75
96,5185173006,DBrownFF88 (4/20),0,200.5,F Nneka Ogwumike F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Makayla Timpson,,Diamond Miller,UTIL,0.34%,23
97,5184932103,jamesdon14 (7/150),0,199.75,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kelsey Mitchell G Erica Wheeler UTIL Rae Burrell,,Brittney Griner,UTIL,0.29%,0
97,5184933121,Tglizzy601 (49/130),0,199.75,F Isabelle Harrison F Janelle Salaun F Cecilia Zandalasini G Kelsey Mitchell G Kayla McBride UTIL Leila Lacan,,Damiris Dantas,UTIL,0.25%,20
99,5185210105,teambringit843 (10/11),0,199.5,F Nneka Ogwumike F Dearica Hamby F Dorka Juhasz G Kelsey Mitchell G Julie Allemand UTIL Kennedy Burke,,Anastasiia Olairi Kosu,UTIL,0.18%,14
99,5185251697,UltimateWin4 (104/150),0,199.5,F Nneka Ogwumike F Olivia Nelson-Ododa F Diamond Miller G Kayla McBride G Leila Lacan UTIL Rae Burrell,,Chance Gray,G,0.18%,0
101,5184891487,floydian80 (3/30),0,199.25,F Nneka Ogwumike F Dearica Hamby F Diamond Miller G Erica Wheeler G Kennedy Burke UTIL Kelsey Mitchell,,Tyasha Harris,G,0.14%,19.75
101,5185104057,Wanna_Square_Up1567 (57/150),0,199.25,F Nneka Ogwumike F Isabelle Harrison F Dorka Juhasz G Kelsey Mitchell G Julie Allemand UTIL Monique Billings,,Kiana Williams,UTIL,0.14%,12.25
101,5185251669,UltimateWin4 (76/150),0,199.25,F Nneka Ogwumike F Isabelle Harrison F Kayla Thornton G Leila Lacan G Maya Caldwell UTIL Kelsey Mitchell,,Grace VanSlooten,F,0.14%,2
104,5185010854,Cattyfrac_83 (1/16),0,199,F Dearica Hamby F Olivia Nelson-Ododa F Janelle Salaun G Courtney Williams G Kayla McBride UTIL Diamond Miller,,Tima Pouye,G,0.13%,3.5
104,5185058029,EYEGotcha (1/2),0,199,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Rae Burrell UTIL Courtney Williams,,Teonni Key,UTIL,0.13%,5.75
104,5185058035,EYEGotcha (2/2),0,199,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Rae Burrell UTIL Courtney Williams,,Kiana Williams,G,0.13%,12.25
104,5185108284,Bsaun32 (19/150),0,199,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Courtney Williams UTIL Rae Burrell,,Hailey Van Lith,UTIL,0.11%,0
104,5185167929,ibeetcancer (4/5),0,199,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Courtney Williams UTIL Rae Burrell,,Jihyun Park,UTIL,0.11%,15.5
104,5185192576,SGT_Moe (1/49),0,199,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Rae Burrell UTIL Courtney Williams,,Chance Gray,UTIL,0.10%,0
104,5185237539,hiphopjunkie86 (7/10),0,199,F Dearica Hamby F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Courtney Williams UTIL Rae Burrell,,Tima Pouye,UTIL,0.08%,3.5
104,5185246352,seth1374 (25/137),0,199,F Natasha Howard F Monique Billings F Makayla Timpson G Kayla McBride G Rae Burrell UTIL Nneka Ogwumike,,Eliska Hamzova,G,0.08%,14
104,5185246356,seth1374 (29/137),0,199,F Dearica Hamby F Monique Billings F Dorka Juhasz G Courtney Williams G Rae Burrell UTIL Kelsey Mitchell,,Eliska Hamzova,UTIL,0.06%,14
104,5185246402,seth1374 (75/137),0,199,F Dearica Hamby F Dorka Juhasz F Makayla Timpson G Courtney Williams G Kayla McBride UTIL Nneka Ogwumike,,Nell Angloma,F,0.06%,17.75
114,5184734503,wwatts12 (3/10),0,198.75,F Nneka Ogwumike F Dearica Hamby F Monique Billings G Kayla McBride G Leila Lacan UTIL Antonia Delaere,,Grace VanSlooten,UTIL,0.04%,2
114,5184784945,daddy71801 (1/4),0,198.75,F Monique Billings F Janelle Salaun F Dorka Juhasz G Marina Mabrey G Kelsey Mitchell UTIL Dearica Hamby,,Ashlon Jackson,G,0.03%,0
114,5184939769,Tglizzy601 (50/130),0,198.75,F Dearica Hamby F Janelle Salaun F Cecilia Zandalasini G Kelsey Mitchell G Kayla McBride UTIL Julie Allemand,,Olivia Miles,G,0.03%,0
114,5185251716,UltimateWin4 (123/150),0,198.75,F Natasha Howard F Kayla Thornton F Jihyun Park G Kayla McBride G Leila Lacan UTIL Nneka Ogwumike,,Laeticia Amihere,UTIL,0.03%,6.25
118,5184862198,milligolf (73/150),0,198.5,F Nneka Ogwumike F Dearica Hamby F Dorka Juhasz G Courtney Williams G Erica Wheeler UTIL Rae Burrell,,Bree Hall,G,0.03%,0
118,5185190273,millertime7 (10/150),0,198.5,F Nneka Ogwumike F Dearica Hamby F Dorka Juhasz G Courtney Williams G Erica Wheeler UTIL Rae Burrell,,Aliyah Boston,F,0.03%,0
118,5185192581,SGT_Moe (6/49),0,198.5,F Nneka Ogwumike F Dearica Hamby F Dorka Juhasz G Rae Burrell G Erica Wheeler UTIL Courtney Williams,,Gianna Kneepkens,G,0.03%,8.5
121,5184740741,jakieroy (5/7),0,198.25,F Nneka Ogwumike F Dearica Hamby F Monique Billings G Julie Allemand G Erica Wheeler UTIL Rae Burrell,,Nell Angloma,UTIL,0.01%,17.75
121,5185023714,Hey...HereWeGo1 (93/120),0,198.25,F Nneka Ogwumike F Olivia Nelson-Ododa F Dorka Juhasz G Kelsey Mitchell G Kennedy Burke UTIL Kayla McBride,,Kelsey Plum,UTIL,0.01%,0
121,5185251709,UltimateWin4 (116/150),0,198.25,F Natasha Howard F Dearica Hamby F Kayla Thornton G Kayla McBride G Ariel Atkins UTIL Erica Wheeler,,Ashten Prechtel,F,0.01%,0
124,5185221024,Hey...HereWeGo1 (120/120),0,197.75,F Nneka Ogwumike F Monique Billings F Dorka Juhasz G Kelsey Mitchell G Julie Allemand UTIL Leila Lacan,,Juste Jocyte,F,0.01%,0
125,5184908473,Tglizzy601 (27/130),0,197.5,F Dearica Hamby F Olivia Nelson-Ododa F Monique Billings G Kayla McBride G Leila Lacan UTIL Erica Wheeler,,Teonni Key,F,0.01%,5.75
125,5185015748,Skipper55 (21/150),0,197.5,F Nneka Ogwumike F Dearica Hamby F Diamond Miller G Courtney Williams G Kayla McBride UTIL Makayla Timpson,,Ashlon Jackson,UTIL,0.01%,0
125,5185251599,UltimateWin4 (6/150),0,197.5,F Natasha Howard F Isabelle Harrison F Kayla Thornton G Kayla McBride G Maya Caldwell UTIL Dearica Hamby,,Gianna Kneepkens,UTIL,0.01%,8.5
125,5185260625,TilleyA (97/110),0,197.5,F Isabelle Harrison F Kayla Thornton F Dorka Juhasz G Marina Mabrey G Kayla McBride UTIL Dearica Hamby,,Raegan Beers,UTIL,0.01%,7.25
129,5184740851,ruff_endz14 (25/150),0,197.25,F Natasha Howard F Dearica Hamby F Dorka Juhasz G Kayla McBride G Tiffany Hayes UTIL Kelsey Mitchell,,Ornella Bankole,UTIL,0.01%,0
129,5184862159,milligolf (34/150),0,197.25,F Natasha Howard F Dearica Hamby F Dorka Juhasz G Kayla McBride G Tiffany Hayes UTIL Kelsey Mitchell,,Alissa Pili,F,0.01%,13.25
