Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1870,5184806841,LT_AV4P (2/9),0,162.75,F Natasha Howard F Olivia Nelson-Ododa F Diamond Miller G Marina Mabrey G Kayla McBride UTIL Maya Caldwell,,,
1870,5184817954,sirjerkins (46/150),0,162.75,F Dearica Hamby F Olivia Nelson-Ododa F Myisha Hines-Allen G Leila Lacan G Kaila Charles UTIL Nneka Ogwumike,,,
1870,5184912068,Maine7 (53/100),0,162.75,F Natasha Howard F Myisha Hines-Allen F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Olivia Nelson-Ododa,,,
1870,5184934209,ckillerb84 (3/6),0,162.75,F Natasha Howard F Dearica Hamby F Gabby Williams G Julie Allemand G Rae Burrell UTIL Kia Nurse,,,
1870,5184935939,Hey...HereWeGo1 (54/120),0,162.75,F Natasha Howard F Dearica Hamby F Olivia Nelson-Ododa G Kayla McBride G Antonia Delaere UTIL Kiah Stokes,,,
1870,5184954197,kj329 (2/2),0,162.75,F Dearica Hamby F Brittney Griner F Kayla Thornton G Charlisse Leger-Walker G Rae Burrell UTIL Leila Lacan,,,
1870,5185059438,smokielye,0,162.75,F Dearica Hamby F Aaliyah Edwards F Diamond Miller G Courtney Williams G Veronica Burton UTIL Kayla McBride,,,
1870,5185086026,CrimeTime405RicD (1/9),0,162.75,F Olivia Nelson-Ododa F Maria Conde F Monique Billings G Courtney Williams G Kayla McBride UTIL Julie Allemand,,,
1870,5185087067,antp (8/25),0,162.75,F Nneka Ogwumike F Olivia Nelson-Ododa F Dorka Juhasz G Courtney Williams G Veronica Burton UTIL Lexie Hull,,,
1870,5185136936,sixers1212 (47/105),0,162.75,F Nneka Ogwumike F Dearica Hamby F Olivia Nelson-Ododa G Leila Lacan G Kaila Charles UTIL Aaliyah Edwards,,,
1870,5185144316,savrome2425 (29/30),0,162.75,F Nneka Ogwumike F Dearica Hamby F Emma Cannon G Marina Mabrey G Tiffany Hayes UTIL Kayla McBride,,,
1870,5185168472,chrispy2005 (23/40),0,162.75,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Myisha Hines-Allen,,,
1870,5185241213,Dreal09 (2/2),0,162.75,F Olivia Nelson-Ododa F Maria Conde F Monique Billings G Courtney Williams G Kayla McBride UTIL Julie Allemand,,,
1870,5185246387,seth1374 (60/137),0,162.75,F Olivia Nelson-Ododa F Nia Coffey F Monique Billings G Kayla McBride G Ariel Atkins UTIL Kelsey Mitchell,,,
1870,5185246400,seth1374 (73/137),0,162.75,F Gabby Williams F Monique Billings F Dorka Juhasz G Courtney Williams G Erica Wheeler UTIL Nneka Ogwumike,,,
1870,5185251629,UltimateWin4 (36/150),0,162.75,F Gabby Williams F Kayla Thornton F Diamond Miller G Caitlin Clark G Kelsey Mitchell UTIL Rae Burrell,,,
1889,5184722706,J-Poet21 (3/16),0,162.5,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Sophie Cunningham,,,
1889,5184729841,J-Poet21 (14/16),0,162.5,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Courtney Williams G Kayla McBride UTIL Sophie Cunningham,,,
1889,5184740880,ruff_endz14 (54/150),0,162.5,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Marina Mabrey G Tiffany Hayes UTIL Dearica Hamby,,,
1889,5184778824,Ocin_D_Clown (150/150),0,162.5,F Isabelle Harrison F Olivia Nelson-Ododa F Myisha Hines-Allen G Courtney Williams G Ariel Atkins UTIL Kelsey Mitchell,,,
1889,5184784251,slyguy717 (3/25),0,162.5,F Natasha Howard F Gabby Williams F Olivia Nelson-Ododa G Julie Allemand G Rae Burrell UTIL Erica Wheeler,,,
1889,5184883312,savrome2425 (15/30),0,162.5,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Marina Mabrey G Tiffany Hayes UTIL Dearica Hamby,,,
1889,5184884721,ForestFarmers (2/2),0,162.5,F Natasha Howard F Olivia Nelson-Ododa F Dorka Juhasz G Marina Mabrey G Tiffany Hayes UTIL Dearica Hamby,,,
1889,5185028593,lovesosa555 (34/40),0,162.5,F Nyara Sabally F Olivia Nelson-Ododa F Monique Billings G Kayla McBride G Kennedy Burke UTIL Kelsey Mitchell,,,
1889,5185087069,antp (10/25),0,162.5,F Natasha Howard F Dearica Hamby F Olivia Nelson-Ododa G Courtney Williams G Tiffany Hayes UTIL Lexie Hull,,,
1889,5185097745,mwheel7 (27/150),0,162.5,F Natasha Howard F Dearica Hamby F Myisha Hines-Allen G Marina Mabrey G Leila Lacan UTIL Makayla Timpson,,,
1889,5185104134,Wanna_Square_Up1567 (134/150),0,162.5,F Isabelle Harrison F Aaliyah Edwards F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Kelsey Mitchell,,,
1889,5185150767,Alfdog (2/2),0,162.5,F Olivia Nelson-Ododa F Monique Billings F Makayla Timpson G Courtney Williams G Kayla McBride UTIL Caitlin Clark,,,
1889,5185163608,YSGOKC0052 (5/6),0,162.5,F Olivia Nelson-Ododa F Monique Billings F Makayla Timpson G Caitlin Clark G Kayla McBride UTIL Courtney Williams,,,
1889,5185173012,DBrownFF88 (10/20),0,162.5,F Olivia Nelson-Ododa F Monique Billings F Makayla Timpson G Courtney Williams G Kayla McBride UTIL Caitlin Clark,,,
1889,5185190274,millertime7 (11/150),0,162.5,F Olivia Nelson-Ododa F Monique Billings F Makayla Timpson G Courtney Williams G Kayla McBride UTIL Caitlin Clark,,,
1889,5185190336,millertime7 (73/150),0,162.5,F Nneka Ogwumike F Olivia Nelson-Ododa F Kayla Thornton G Veronica Burton G Maya Caldwell UTIL Courtney Williams,,,
1889,5185195482,Maine7 (78/100),0,162.5,F Dearica Hamby F Myisha Hines-Allen F Dorka Juhasz G Caitlin Clark G Kelsey Mitchell UTIL Julie Allemand,,,
1889,5185221005,Hey...HereWeGo1 (101/120),0,162.5,F Natasha Howard F Gabby Williams F Monique Billings G Kelsey Mitchell G Tiffany Hayes UTIL Rae Burrell,,,
1889,5185221012,Hey...HereWeGo1 (108/120),0,162.5,F Natasha Howard F Gabby Williams F Monique Billings G Kelsey Mitchell G Tiffany Hayes UTIL Rae Burrell,,,
1889,5185224803,Wygfb1992 (1/4),0,162.5,F Nneka Ogwumike F Dearica Hamby F Kiah Stokes G Kayla McBride G Julie Allemand UTIL Sophie Cunningham,,,
1889,5185237337,ruff_endz14 (103/150),0,162.5,F Natasha Howard F Gabby Williams F Dorka Juhasz G Kelsey Mitchell G Lexie Hull UTIL Olivia Nelson-Ododa,,,
1889,5185237352,ruff_endz14 (118/150),0,162.5,F Natasha Howard F Dearica Hamby F Olivia Nelson-Ododa G Courtney Williams G Tiffany Hayes UTIL Lexie Hull,,,
1889,5185255832,NATURALSHOOTER (4/21),0,162.5,F Olivia Nelson-Ododa F Monique Billings F Makayla Timpson G Caitlin Clark G Courtney Williams UTIL Kayla McBride,,,
1912,5184731211,ayodine12 (3/5),0,162.25,F Nneka Ogwumike F Monique Billings F Kiah Stokes G Courtney Williams G Rae Burrell UTIL Julie Allemand,,,
1912,5184745683,tbjones2121 (5/40),0,162.25,F Nneka Ogwumike F Aaliyah Edwards F Dorka Juhasz G Marina Mabrey G Kelsey Mitchell UTIL Ariel Atkins,,,
1912,5184857692,dbaggot3 (37/61),0,162.25,F Natasha Howard F Dearica Hamby F Aaliyah Edwards G Kelsey Mitchell G Erica Wheeler UTIL Myisha Hines-Allen,,,
1912,5184935650,Hey...HereWeGo1 (52/120),0,162.25,F Nneka Ogwumike F Gabby Williams F Olivia Nelson-Ododa G Kayla McBride G Antonia Delaere UTIL Julie Allemand,,,
1912,5185015744,Skipper55 (17/150),0,162.25,F Dearica Hamby F Kayla Thornton F Myisha Hines-Allen G Courtney Williams G Kaila Charles UTIL Nneka Ogwumike,,,
1912,5185039613,smithcj16 (41/50),0,162.25,F Natasha Howard F Maria Conde F Janelle Salaun G Marina Mabrey G Kayla McBride UTIL Tiffany Hayes,,,
1912,5185077707,HSH1212 (1/2),0,162.25,F Dearica Hamby F Isabelle Harrison F Aaliyah Edwards G Marina Mabrey G Rae Burrell UTIL Ariel Atkins,,,
1912,5185097742,mwheel7 (24/150),0,162.25,F Nneka Ogwumike F Dearica Hamby F Dorka Juhasz G Kelsey Mitchell G Sophie Cunningham UTIL Nia Coffey,,,
1912,5185139364,sixers1212 (65/105),0,162.25,F Dearica Hamby F Nia Coffey F Dorka Juhasz G Kelsey Mitchell G Sophie Cunningham UTIL Nneka Ogwumike,,,
1912,5185140977,sixers1212 (75/105),0,162.25,F Dearica Hamby F Isabelle Harrison F Nyara Sabally G Rae Burrell G Ariel Atkins UTIL Olivia Nelson-Ododa,,,
1912,5185182666,krysti.love75 (23/24),0,162.25,F Natasha Howard F Nyara Sabally F Dorka Juhasz G Leila Lacan G Charlisse Leger-Walker UTIL Kayla McBride,,,
1912,5185206498,CYRUSIII (107/130),0,162.25,F Olivia Nelson-Ododa F Janelle Salaun F Aaliyah Edwards G Courtney Williams G Veronica Burton UTIL Kayla McBride,,,
1912,5185206500,CYRUSIII (109/130),0,162.25,F Olivia Nelson-Ododa F Janelle Salaun F Aaliyah Edwards G Courtney Williams G Veronica Burton UTIL Kayla McBride,,,
1912,5185208429,Elevatedmindz,0,162.25,F Dearica Hamby F Isabelle Harrison F Monique Billings G Caitlin Clark G Kia Nurse UTIL Julie Allemand,,,
1912,5185222616,countrygirl617 (16/20),0,162.25,F Isabelle Harrison F Olivia Nelson-Ododa F Dorka Juhasz G Leila Lacan G Charlisse Leger-Walker UTIL Caitlin Clark,,,
1912,5185246425,seth1374 (98/137),0,162.25,F Dearica Hamby F Nia Coffey F Dorka Juhasz G Kelsey Mitchell G Sophie Cunningham UTIL Nneka Ogwumike,,,
1912,5185251614,UltimateWin4 (21/150),0,162.25,F Nneka Ogwumike F Olivia Nelson-Ododa F Nia Coffey G Kelsey Mitchell G Maya Caldwell UTIL Rae Burrell,,,
1912,5185268109,R00KIE2023 (1/2),0,162.25,F Dearica Hamby F Olivia Nelson-Ododa F Janelle Salaun G Caitlin Clark G Julie Allemand UTIL Tiffany Hayes,,,
1912,5185269084,R00KIE2023 (2/2),0,162.25,F Dearica Hamby F Olivia Nelson-Ododa F Janelle Salaun G Caitlin Clark G Julie Allemand UTIL Tiffany Hayes,,,
1931,5184678849,DraftToWin839 (9/14),0,162,F Natasha Howard F Dearica Hamby F Raegan Beers G Marina Mabrey G Courtney Williams UTIL Dorka Juhasz,,,
1931,5184817969,sirjerkins (61/150),0,162,F Natasha Howard F Nneka Ogwumike F Myisha Hines-Allen G Leila Lacan G Kate Martin UTIL Kelsey Mitchell,,,
1931,5184821954,Hey...HereWeGo1 (48/120),0,162,F Gabby Williams F Olivia Nelson-Ododa F Monique Billings G Kayla McBride G Antonia Delaere UTIL Nneka Ogwumike,,,
1931,5184889845,Ajayi32 (19/20),0,162,F Dearica Hamby F Isabelle Harrison F Nyara Sabally G Rae Burrell G Kaitlyn Chen UTIL Marina Mabrey,,,
1931,5184917460,annamw10 (1/3),0,162,F Nneka Ogwumike F Nia Coffey F Laura Juskaite G Kelsey Mitchell G Kayla McBride UTIL Tyasha Harris,,,
1931,5184932129,jamesdon14 (33/150),0,162,F Natasha Howard F Olivia Nelson-Ododa F Aaliyah Edwards G Kelsey Mitchell G Courtney Williams UTIL Makayla Timpson,,,
1931,5184935335,ivymoose (38/60),0,162,F Dearica Hamby F Aaliyah Edwards F Myisha Hines-Allen G Kelsey Mitchell G Ariel Atkins UTIL Nneka Ogwumike,,,
1931,5184935343,ivymoose (46/60),0,162,F Natasha Howard F Olivia Nelson-Ododa F Kayla Thornton G Courtney Williams G Leila Lacan UTIL Myisha Hines-Allen,,,
1931,5184946742,jusnit (26/50),0,162,F Dearica Hamby F Aaliyah Edwards F Myisha Hines-Allen G Kelsey Mitchell G Ariel Atkins UTIL Nneka Ogwumike,,,
1931,5184970144,LibertyFreedomDeath (4/13),0,162,F Olivia Nelson-Ododa F Nia Coffey F Monique Billings G Kelsey Mitchell G Kayla McBride UTIL Kennedy Burke,,,
1931,5185039584,smithcj16 (12/50),0,162,F Gabby Williams F Janelle Salaun F Cecilia Zandalasini G Courtney Williams G Kayla McBride UTIL Leila Lacan,,,
1931,5185039616,smithcj16 (44/50),0,162,F Dearica Hamby F Nyara Sabally F Janelle Salaun G Marina Mabrey G Kayla McBride UTIL Maya Caldwell,,,
1931,5185039639,bha512 (9/11),0,162,F Natasha Howard F Olivia Nelson-Ododa F Emma Cannon G Courtney Williams G Kayla McBride UTIL Julie Allemand,,,
1931,5185097748,mwheel7 (30/150),0,162,F Natasha Howard F Olivia Nelson-Ododa F Myisha Hines-Allen G Kelsey Mitchell G Courtney Williams UTIL Makayla Timpson,,,
1931,5185097846,mwheel7 (128/150),0,162,F Isabelle Harrison F Nia Coffey F Janelle Salaun G Kelsey Mitchell G Erica Wheeler UTIL Gabby Williams,,,
1931,5185171145,teambringit843 (3/11),0,162,F Dearica Hamby F Monique Billings F Dorka Juhasz G Caitlin Clark G Kelsey Mitchell UTIL Sophie Cunningham,,,
1931,5185192621,SGT_Moe (46/49),0,162,F Isabelle Harrison F Nia Coffey F Monique Billings G Courtney Williams G Rae Burrell UTIL Leila Lacan,,,
1931,5185236218,peteyweb (3/40),0,162,F Natasha Howard F Olivia Nelson-Ododa F Kayla Thornton G Courtney Williams G Leila Lacan UTIL Myisha Hines-Allen,,,
1931,5185237320,ruff_endz14 (86/150),0,162,F Natasha Howard F Olivia Nelson-Ododa F Aaliyah Edwards G Kelsey Mitchell G Courtney Williams UTIL Makayla Timpson,,,
1931,5185245708,Rowdog31 (28/43),0,162,F Natasha Howard F Olivia Nelson-Ododa F Kayla Thornton G Courtney Williams G Leila Lacan UTIL Myisha Hines-Allen,,,
1931,5185246343,seth1374 (16/137),0,162,F Dearica Hamby F Olivia Nelson-Ododa F Dorka Juhasz G Kayla McBride G Raven Johnson UTIL Caitlin Clark,,,
1931,5185260557,TilleyA (29/110),0,162,F Natasha Howard F Nneka Ogwumike F Kayla Thornton G Courtney Williams G Tiffany Hayes UTIL Saniya Rivers,,,
1953,5184761685,duhuh (2/2),0,161.75,F Dearica Hamby F Isabelle Harrison F Nyara Sabally G Courtney Williams G Kennedy Burke UTIL Kayla Thornton,,,
1953,5184767749,Carmen2266 (6/8),0,161.75,F Dearica Hamby F Isabelle Harrison F Olivia Nelson-Ododa G Kaila Charles G Tiffany Hayes UTIL Natasha Howard,,,
1953,5184782686,Mack157 (2/6),0,161.75,F Isabelle Harrison F Kayla Thornton F Myisha Hines-Allen G Marina Mabrey G Charlisse Leger-Walker UTIL Nneka Ogwumike,,,
1953,5184817976,sirjerkins (68/150),0,161.75,F Dearica Hamby F Olivia Nelson-Ododa F Maria Conde G Courtney Williams G Tiffany Hayes UTIL Kayla McBride,,,
1953,5184818022,sirjerkins (114/150),0,161.75,F Natasha Howard F Olivia Nelson-Ododa F Monique Billings G Leila Lacan G Tiffany Hayes UTIL Courtney Williams,,,
1953,5184832988,bellsofwar3 (34/60),0,161.75,F Dearica Hamby F Olivia Nelson-Ododa F Myisha Hines-Allen G Courtney Williams G Saniya Rivers UTIL Kelsey Mitchell,,,
1953,5184891504,floydian80 (20/30),0,161.75,F Nneka Ogwumike F Olivia Nelson-Ododa F Dorka Juhasz G Kelsey Mitchell G Ariel Atkins UTIL Nia Coffey,,,
1953,5184900518,soonerdallas (22/38),0,161.75,F Dearica Hamby F Olivia Nelson-Ododa F Myisha Hines-Allen G Courtney Williams G Saniya Rivers UTIL Kelsey Mitchell,,,
1953,5184932121,jamesdon14 (25/150),0,161.75,F Natasha Howard F Olivia Nelson-Ododa F Makayla Timpson G Courtney Williams G Sophie Cunningham UTIL Kelsey Mitchell,,,
1953,5184932162,jamesdon14 (66/150),0,161.75,F Natasha Howard F Olivia Nelson-Ododa F Kayla Thornton G Courtney Williams G Leila Lacan UTIL Sophie Cunningham,,,
1953,5184948866,TheGoat1993502 (5/36),0,161.75,F Natasha Howard F Isabelle Harrison F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Saniya Rivers,,,
1953,5185097826,mwheel7 (108/150),0,161.75,F Natasha Howard F Nia Coffey F Monique Billings G Kelsey Mitchell G Ariel Atkins UTIL Kayla Thornton,,,
1953,5185115723,TheHeismen (134/150),0,161.75,F Isabelle Harrison F Olivia Nelson-Ododa F Aaliyah Edwards G Courtney Williams G Kennedy Burke UTIL Kelsey Mitchell,,,
1953,5185140985,sixers1212 (77/105),0,161.75,F Natasha Howard F Nneka Ogwumike F Dearica Hamby G Raven Johnson G Tyasha Harris UTIL Maria Conde,,,
1953,5185144267,LibertyFreedomDeath (7/13),0,161.75,F Dearica Hamby F Olivia Nelson-Ododa F Maria Conde G Courtney Williams G Kayla McBride UTIL Tiffany Hayes,,,
1953,5185155345,bonesjones88 (4/5),0,161.75,F Natasha Howard F Nneka Ogwumike F Dearica Hamby G Courtney Williams G Antonia Delaere UTIL Kate Martin,,,
1953,5185156350,CorteseHoboo (2/3),0,161.75,F Dearica Hamby F Olivia Nelson-Ododa F Kiah Stokes G Courtney Williams G Rae Burrell UTIL Julie Allemand,,,
1953,5185164469,guru919 (2/3),0,161.75,F Natasha Howard F Olivia Nelson-Ododa F Kayla Thornton G Courtney Williams G Leila Lacan UTIL Sophie Cunningham,,,
1953,5185184436,yaroc6 (3/3),0,161.75,F Janelle Salaun F Cecilia Zandalasini F Dorka Juhasz G Caitlin Clark G Kelsey Mitchell UTIL Courtney Williams,,,
1953,5185185608,Ronboi28 (18/24),0,161.75,F Nneka Ogwumike F Nia Coffey F Monique Billings G Rae Burrell G Kaila Charles UTIL Kelsey Mitchell,,,
1953,5185192605,SGT_Moe (30/49),0,161.75,F Natasha Howard F Gabby Williams F Dorka Juhasz G Julie Allemand G Rae Burrell UTIL Courtney Williams,,,
1953,5185206455,CYRUSIII (64/130),0,161.75,F Olivia Nelson-Ododa F Nia Coffey F Kayla Thornton G Kelsey Mitchell G Charlisse Leger-Walker UTIL Leila Lacan,,,
1953,5185206458,CYRUSIII (67/130),0,161.75,F Natasha Howard F Monique Billings F Grace VanSlooten G Kelsey Mitchell G Kayla McBride UTIL Gabby Williams,,,
1953,5185221022,Hey...HereWeGo1 (118/120),0,161.75,F Natasha Howard F Olivia Nelson-Ododa F Monique Billings G Courtney Williams G Leila Lacan UTIL Tiffany Hayes,,,
1953,5185240954,peteyweb (34/40),0,161.75,F Dearica Hamby F Maria Conde F Diamond Miller G Courtney Williams G Veronica Burton UTIL Rae Burrell,,,
1953,5185246416,seth1374 (89/137),0,161.75,F Olivia Nelson-Ododa F Nia Coffey F Dorka Juhasz G Kelsey Mitchell G Ariel Atkins UTIL Nneka Ogwumike,,,
1953,5185256568,ljb33bc102 (84/101),0,161.75,F Nia Coffey F Monique Billings F Dorka Juhasz G Courtney Williams G Leila Lacan UTIL Kelsey Mitchell,,,
1953,5185260586,TilleyA (58/110),0,161.75,F Natasha Howard F Dearica Hamby F Kayla Thornton G Courtney Williams G Tiffany Hayes UTIL Saniya Rivers,,,
1953,5185260627,TilleyA (99/110),0,161.75,F Gabby Williams F Olivia Nelson-Ododa F Dorka Juhasz G Marina Mabrey G Kayla McBride UTIL Rae Burrell,,,
1953,5185268774,bigdread13 (12/25),0,161.75,F Gabby Williams F Isabelle Harrison F Olivia Nelson-Ododa G Leila Lacan G Julie Allemand UTIL Monique Billings,,,
1983,5184731160,nicoh22 (10/20),0,161.5,F Natasha Howard F Monique Billings F Raegan Beers G Courtney Williams G Ariel Atkins UTIL Nneka Ogwumike,,,
1983,5184818001,sirjerkins (93/150),0,161.5,F Nneka Ogwumike F Dearica Hamby F Myisha Hines-Allen G Courtney Williams G Veronica Burton UTIL Makayla Timpson,,,
1983,5184818014,sirjerkins (106/150),0,161.5,F Natasha Howard F Monique Billings F Kayla Thornton G Caitlin Clark G Courtney Williams UTIL Makayla Timpson,,,
1983,5184980016,ChapelhillDre (1/5),0,161.5,F Maria Conde F Monique Billings F Kayla Thornton G Marina Mabrey G Kelsey Mitchell UTIL Charlisse Leger-Walker,,,
1983,5185015858,Skipper55 (131/150),0,161.5,F Natasha Howard F Kayla Thornton F Makayla Timpson G Caitlin Clark G Courtney Williams UTIL Monique Billings,,,
1983,5185020277,Tglizzy601 (82/130),0,161.5,F Isabelle Harrison F Nyara Sabally F Olivia Nelson-Ododa G Kayla McBride G Leila Lacan UTIL Kennedy Burke,,,
1983,5185076395,jamesdon14 (146/150),0,161.5,F Natasha Howard F Kayla Thornton F Aaliyah Edwards G Veronica Burton G Kayla McBride UTIL Olivia Nelson-Ododa,,,
1983,5185139063,Bonesjones15 (1/2),0,161.5,F Olivia Nelson-Ododa F Kiah Stokes F Emma Cannon G Kelsey Mitchell G Kayla McBride UTIL Nneka Ogwumike,,,
1983,5185171448,Tglizzy601 (120/130),0,161.5,F Isabelle Harrison F Nyara Sabally F Olivia Nelson-Ododa G Kayla McBride G Leila Lacan UTIL Kennedy Burke,,,
1983,5185224781,jkidd2 (3/4),0,161.5,F Natasha Howard F Nneka Ogwumike F Dearica Hamby G Charlisse Leger-Walker G Sophie Cunningham UTIL Maya Caldwell,,,
1983,5185246340,seth1374 (13/137),0,161.5,F Natasha Howard F Gabby Williams F Dorka Juhasz G Courtney Williams G Rae Burrell UTIL Monique Billings,,,
1983,5185260577,TilleyA (49/110),0,161.5,F Nneka Ogwumike F Dearica Hamby F Aaliyah Edwards G Courtney Williams G Saniya Rivers UTIL Erica Wheeler,,,
1983,5185260606,TilleyA (78/110),0,161.5,F Gabby Williams F Olivia Nelson-Ododa F Aaliyah Edwards G Kayla McBride G Rae Burrell UTIL Dearica Hamby,,,
1983,5185272017,Johnny_Great (17/17),0,161.5,F Natasha Howard F Aaliyah Edwards F Jihyun Park G Courtney Williams G Kayla McBride UTIL Leila Lacan,,,
1997,5184674451,niquisition (35/83),0,161.25,F Dearica Hamby F Monique Billings F Dorka Juhasz G Courtney Williams G Kennedy Burke UTIL Caitlin Clark,,,
1997,5184674493,niquisition (77/83),0,161.25,F Dearica Hamby F Aaliyah Edwards F Myisha Hines-Allen G Veronica Burton G Kayla McBride UTIL Kelsey Mitchell,,,
1997,5184731158,nicoh22 (8/20),0,161.25,F Natasha Howard F Myisha Hines-Allen F Raegan Beers G Courtney Williams G Kayla McBride UTIL Nneka Ogwumike,,,
1997,5184744315,tyro3333 (1/4),0,161.25,F Nneka Ogwumike F Isabelle Harrison F Olivia Nelson-Ododa G Veronica Burton G Charlisse Leger-Walker UTIL Maya Caldwell,,,
1997,5184745693,tbjones2121 (15/40),0,161.25,F Isabelle Harrison F Myisha Hines-Allen F Dorka Juhasz G Marina Mabrey G Courtney Williams UTIL Dearica Hamby,,,
1997,5184765625,Maine7 (1/100),0,161.25,F Natasha Howard F Isabelle Harrison F Kiah Stokes G Kayla McBride G Leila Lacan UTIL Tiffany Hayes,,,
1997,5184778701,Ocin_D_Clown (27/150),0,161.25,F Dearica Hamby F Aaliyah Edwards F Myisha Hines-Allen G Veronica Burton G Kayla McBride UTIL Kelsey Mitchell,,,
1997,5184857664,dbaggot3 (9/61),0,161.25,F Nneka Ogwumike F Aaliyah Edwards F Myisha Hines-Allen G Kelsey Mitchell G Courtney Williams UTIL Rae Burrell,,,
1997,5184886809,Praww13 (4/4),0,161.25,F Dearica Hamby F Olivia Nelson-Ododa F Cecilia Zandalasini G Kelsey Mitchell G Maya Caldwell UTIL Courtney Williams,,,
1997,5184935322,ivymoose (25/60),0,161.25,F Natasha Howard F Olivia Nelson-Ododa F Diamond Miller G Courtney Williams G Kayla McBride UTIL Myisha Hines-Allen,,,
1997,5185012071,Tglizzy601 (79/130),0,161.25,F Natasha Howard F Dearica Hamby F Cecilia Zandalasini G Kelsey Mitchell G Kennedy Burke UTIL Kaila Charles,,,
1997,5185017222,abbdogg (8/19),0,161.25,F Natasha Howard F Nneka Ogwumike F Nyara Sabally G Charlisse Leger-Walker G Rae Burrell UTIL Kaitlyn Chen,,,
1997,5185141087,sixers1212 (88/105),0,161.25,F Isabelle Harrison F Maria Conde F Monique Billings G Marina Mabrey G Erica Wheeler UTIL Leila Lacan,,,
1997,5185166069,barakita4ever (1/3),0,161.25,F Nneka Ogwumike F Gabby Williams F Diamond Miller G Courtney Williams G Rae Burrell UTIL Ariel Atkins,,,
1997,5185172116,Tglizzy601 (127/130),0,161.25,F Natasha Howard F Dearica Hamby F Cecilia Zandalasini G Kelsey Mitchell G Kennedy Burke UTIL Kaila Charles,,,
1997,5185183981,SILVERBACK53,0,161.25,F Nneka Ogwumike F Olivia Nelson-Ododa F Aaliyah Edwards G Kelsey Mitchell G Antonia Delaere UTIL Courtney Williams,,,
1997,5185196450,Maine7 (79/100),0,161.25,F Olivia Nelson-Ododa F Myisha Hines-Allen F Dorka Juhasz G Caitlin Clark G Kelsey Mitchell UTIL Kayla McBride,,,
1997,5185200802,TheGoat1993502 (33/36),0,161.25,F Nneka Ogwumike F Monique Billings F Myisha Hines-Allen G Caitlin Clark G Kelsey Mitchell UTIL Kaitlyn Chen,,,
1997,5185212035,golden9 (2/4),0,161.25,F Brittney Griner F Monique Billings F Janelle Salaun G Kayla McBride G Julie Allemand UTIL Courtney Williams,,,
1997,5185212066,au_nbc (20/36),0,161.25,F Nneka Ogwumike F Dearica Hamby F Kiah Stokes G Courtney Williams G Rae Burrell UTIL Tiffany Hayes,,,
1997,5185245687,Rowdog31 (27/43),0,161.25,F Natasha Howard F Olivia Nelson-Ododa F Diamond Miller G Courtney Williams G Kayla McBride UTIL Myisha Hines-Allen,,,
1997,5185246431,seth1374 (104/137),0,161.25,F Olivia Nelson-Ododa F Dorka Juhasz F Makayla Timpson G Caitlin Clark G Courtney Williams UTIL Dearica Hamby,,,
1997,5185246452,seth1374 (125/137),0,161.25,F Gabby Williams F Olivia Nelson-Ododa F Dorka Juhasz G Kayla McBride G Ariel Atkins UTIL Natasha Howard,,,
1997,5185247289,504ant (3/18),0,161.25,F Dearica Hamby F Isabelle Harrison F Dorka Juhasz G Marina Mabrey G Courtney Williams UTIL Myisha Hines-Allen,,,
1997,5185255847,NATURALSHOOTER (19/21),0,161.25,F Dearica Hamby F Aaliyah Edwards F Myisha Hines-Allen G Veronica Burton G Kayla McBride UTIL Kelsey Mitchell,,,
1997,5185272002,Johnny_Great (2/17),0,161.25,F Natasha Howard F Myisha Hines-Allen F Raegan Beers G Courtney Williams G Kayla McBride UTIL Nneka Ogwumike,,,
2023,5184678847,DraftToWin839 (7/14),0,161,F Nneka Ogwumike F Monique Billings F Myisha Hines-Allen G Marina Mabrey G Leila Lacan UTIL Erica Wheeler,,,
2023,5184759073,Flatman420 (3/4),0,161,F Dearica Hamby F Olivia Nelson-Ododa F Kiah Stokes G Marina Mabrey G Kayla McBride UTIL Kaitlyn Chen,,,
2023,5184778691,Ocin_D_Clown (17/150),0,161,F Isabelle Harrison F Monique Billings F Diamond Miller G Caitlin Clark G Courtney Williams UTIL Erica Wheeler,,,
2023,5184778723,Ocin_D_Clown (49/150),0,161,F Dearica Hamby F Monique Billings F Myisha Hines-Allen G Leila Lacan G Rae Burrell UTIL Caitlin Clark,,,
2023,5184801777,Erbmusic (10/13),0,161,F Nneka Ogwumike F Dearica Hamby F Aaliyah Edwards G Courtney Williams G Kennedy Burke UTIL Ariel Atkins,,,
2023,5184817957,sirjerkins (49/150),0,161,F Isabelle Harrison F Cecilia Zandalasini F Myisha Hines-Allen G Courtney Williams G Kayla McBride UTIL Dearica Hamby,,,
