Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Skylar Diggins (43571242),Skylar Diggins,43571242,G/UTIL,8900,CHI@LAS 07/10/2026 10:00PM ET,CHI,28.40
SF/PF,Olivia Nelson-Ododa (43571244),Olivia Nelson-Ododa,43571244,F/UTIL,8800,GSV@CON 07/10/2026 07:30PM ET,CON,21.28
SF/PF,Gabby Williams (43571246),Gabby Williams,43571246,F/UTIL,8600,GSV@CON 07/10/2026 07:30PM ET,GSV,26.17
SF/PF,Nyara Sabally (43571248),Nyara Sabally,43571248,F/UTIL,8500,DAL@TOR 07/10/2026 07:30PM ET,TOR,23.9
PG/SG,Azzi Fudd (43571250),Azzi Fudd,43571250,G/UTIL,8300,DAL@TOR 07/10/2026 07:30PM ET,DAL,23.94
PG/SG,Julie Allemand (43571252),Julie Allemand,43571252,G/UTIL,8100,DAL@TOR 07/10/2026 07:30PM ET,TOR,21.98
PG/SG,Natasha Cloud (43571254),Natasha Cloud,43571254,G/UTIL,7900,CHI@LAS 07/10/2026 10:00PM ET,CHI,22.05
SF/PF,Janelle Salaun (43571256),Janelle Salaun,43571256,F/UTIL,7800,GSV@CON 07/10/2026 07:30PM ET,GSV,21.70
SF/PF,Maria Conde (43571258),Maria Conde,43571258,F/UTIL,7700,DAL@TOR 07/10/2026 07:30PM ET,TOR,18.12
SF/PF,Kayla Thornton (43571260),Kayla Thornton,43571260,F/UTIL,7500,GSV@CON 07/10/2026 07:30PM ET,GSV,18.16
PG/SG,Charlisse Leger-Walker (43571262),Charlisse Leger-Walker,43571262,G/UTIL,7400,GSV@CON 07/10/2026 07:30PM ET,CON,15.92
PG/SG,Kiki Rice (43571264),Kiki Rice,43571264,G/UTIL,7300,DAL@TOR 07/10/2026 07:30PM ET,TOR,24.48
PG/SG,Arike Ogunbowale (43571266),Arike Ogunbowale,43571266,G/UTIL,7200,DAL@TOR 07/10/2026 07:30PM ET,DAL,22.61
PG/SG,Sydney Taylor (43571268),Sydney Taylor,43571268,G/UTIL,7100,CHI@LAS 07/10/2026 10:00PM ET,CHI,17.97
SF/PF,Awak Kuier (43571270),Awak Kuier,43571270,F/UTIL,7000,DAL@TOR 07/10/2026 07:30PM ET,DAL,15.22
PG/SG,Erica Wheeler (43571272),Erica Wheeler,43571272,G/UTIL,6900,CHI@LAS 07/10/2026 10:00PM ET,LAS,18.84
PG/SG,Ariel Atkins (43571274),Ariel Atkins,43571274,G/UTIL,6800,CHI@LAS 07/10/2026 10:00PM ET,LAS,18.54
PG/SG,Rae Burrell (43571276),Rae Burrell,43571276,G/UTIL,6700,CHI@LAS 07/10/2026 10:00PM ET,LAS,19.44
SF/PF,Kiah Stokes (43571278),Kiah Stokes,43571278,F/UTIL,6600,GSV@CON 07/10/2026 07:30PM ET,GSV,17.35
SF/PF,Cameron Brink (43571280),Cameron Brink,43571280,F/UTIL,6500,CHI@LAS 07/10/2026 10:00PM ET,LAS,19.64
SF/PF,Laura Juskaite (43571282),Laura Juskaite,43571282,F/UTIL,6400,DAL@TOR 07/10/2026 07:30PM ET,TOR,18.51
SF/PF,Aneesah Morrow (43571284),Aneesah Morrow,43571284,F/UTIL,6300,GSV@CON 07/10/2026 07:30PM ET,CON,27.34
PG/SG,Kennedy Burke (43571286),Kennedy Burke,43571286,G/UTIL,6200,GSV@CON 07/10/2026 07:30PM ET,CON,18.5
PG/SG,Courtney Vandersloot (43571288),Courtney Vandersloot,43571288,G/UTIL,6100,CHI@LAS 07/10/2026 10:00PM ET,CHI,20.12
SF/PF,Cecilia Zandalasini (43571290),Cecilia Zandalasini,43571290,F/UTIL,6000,GSV@CON 07/10/2026 07:30PM ET,GSV,14.70
SF/PF,Aaliyah Edwards (43571292),Aaliyah Edwards,43571292,F/UTIL,5900,GSV@CON 07/10/2026 07:30PM ET,CON,16.52
PG/SG,Kaila Charles (43571294),Kaila Charles,43571294,G/UTIL,5800,GSV@CON 07/10/2026 07:30PM ET,GSV,15.45
PG/SG,Saniya Rivers (43571296),Saniya Rivers,43571296,G/UTIL,5700,GSV@CON 07/10/2026 07:30PM ET,CON,17.14
SF/PF,Diamond Miller (43571298),Diamond Miller,43571298,F/UTIL,5600,GSV@CON 07/10/2026 07:30PM ET,CON,14.98
SF/PF,Temi Fagbenle (43571300),Temi Fagbenle,43571300,F/UTIL,5400,DAL@TOR 07/10/2026 07:30PM ET,TOR,15.47
PG/SG,Jacy Sheldon (43571302),Jacy Sheldon,43571302,G/UTIL,5200,CHI@LAS 07/10/2026 10:00PM ET,CHI,14.38
PG/SG,Gabriela Jaquez (43571304),Gabriela Jaquez,43571304,G/UTIL,5100,CHI@LAS 07/10/2026 10:00PM ET,CHI,16.69
PG/SG,Kia Nurse (43571306),Kia Nurse,43571306,G/UTIL,5000,DAL@TOR 07/10/2026 07:30PM ET,TOR,8.18
PG/SG,DiJonai Carrington (43571308),DiJonai Carrington,43571308,G/UTIL,4900,CHI@LAS 07/10/2026 10:00PM ET,CHI,0
PG/SG,Kaitlyn Chen (43571310),Kaitlyn Chen,43571310,G/UTIL,4800,GSV@CON 07/10/2026 07:30PM ET,GSV,11.58
SF/PF,Elizabeth Williams (43571312),Elizabeth Williams,43571312,F/UTIL,4700,CHI@LAS 07/10/2026 10:00PM ET,CHI,15.16
SF/PF,Laeticia Amihere (43571314),Laeticia Amihere,43571314,F/UTIL,4600,GSV@CON 07/10/2026 07:30PM ET,GSV,11.21
PG/SG,Tiffany Hayes (43571316),Tiffany Hayes,43571316,G/UTIL,4500,GSV@CON 07/10/2026 07:30PM ET,GSV,13.04
SF/PF,Alanna Smith (43571318),Alanna Smith,43571318,F/UTIL,4400,DAL@TOR 07/10/2026 07:30PM ET,DAL,11.58
PG/SG,Tima Pouye (43571320),Tima Pouye,43571320,G/UTIL,4300,DAL@TOR 07/10/2026 07:30PM ET,TOR,6.75
SF/PF,Emma Cannon (43571322),Emma Cannon,43571322,F/UTIL,4200,CHI@LAS 07/10/2026 10:00PM ET,LAS,7.21
PG/SG,Aziaha James (43571324),Aziaha James,43571324,G/UTIL,4100,DAL@TOR 07/10/2026 07:30PM ET,DAL,14.57
PG/SG,Aicha Coulibaly (43571326),Aicha Coulibaly,43571326,G/UTIL,4000,CHI@LAS 07/10/2026 10:00PM ET,CHI,11.06
SF/PF,Jihyun Park (43571328),Jihyun Park,43571328,F/UTIL,3900,CHI@LAS 07/10/2026 10:00PM ET,LAS,5.58
PG/SG,Odyssey Sims (43571330),Odyssey Sims,43571330,G/UTIL,3800,DAL@TOR 07/10/2026 07:30PM ET,DAL,11.25
PG/SG,Kiana Williams (43571332),Kiana Williams,43571332,G/UTIL,3700,CHI@LAS 07/10/2026 10:00PM ET,LAS,7.81
SF/PF,Teonni Key (43571336),Teonni Key,43571336,F/UTIL,3600,DAL@TOR 07/10/2026 07:30PM ET,TOR,6.51
PG/SG,Kate Martin (43571334),Kate Martin,43571334,G/UTIL,3600,CHI@LAS 07/10/2026 10:00PM ET,LAS,6.14
SF/PF,Maddy Siegrist (43571340),Maddy Siegrist,43571340,F/UTIL,3500,DAL@TOR 07/10/2026 07:30PM ET,DAL,12.64
PG/SG,Chance Gray (43571338),Chance Gray,43571338,G/UTIL,3500,CHI@LAS 07/10/2026 10:00PM ET,LAS,6.26
PG/SG,Rachel Banham (43571342),Rachel Banham,43571342,G/UTIL,3400,CHI@LAS 07/10/2026 10:00PM ET,CHI,8.32
SF/PF,Raegan Beers (43571344),Raegan Beers,43571344,F/UTIL,3300,GSV@CON 07/10/2026 07:30PM ET,CON,9.22
SF/PF,Iliana Rupert (43571348),Iliana Rupert,43571348,F/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,GSV,0
PG/SG,Gianna Kneepkens (43571360),Gianna Kneepkens,43571360,G/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,CON,5.64
PG/SG,Hailey Van Lith (43571362),Hailey Van Lith,43571362,G/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,CON,13.48
SF/PF,Nell Angloma (43571364),Nell Angloma,43571364,F/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,CON,7.40
PG/SG,Ashlon Jackson (43571366),Ashlon Jackson,43571366,G/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,CON,6.42
SF/PF,Juste Jocyte (43571376),Juste Jocyte,43571376,F/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,GSV,5.28
SF/PF,Nadia Fingall (43571378),Nadia Fingall,43571378,F/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,GSV,1.08
PG/SG,Miela Sowah (43571380),Miela Sowah,43571380,G/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,GSV,0
SF/PF,Ashten Prechtel (43571382),Ashten Prechtel,43571382,F/UTIL,3000,GSV@CON 07/10/2026 07:30PM ET,GSV,8.25
SF/PF,Li Yueru (43571350),Li Yueru,43571350,F/UTIL,3000,DAL@TOR 07/10/2026 07:30PM ET,DAL,6.95
SF/PF,Ornella Bankole (43571352),Ornella Bankole,43571352,F/UTIL,3000,DAL@TOR 07/10/2026 07:30PM ET,TOR,6.5
PG/SG,Sug Sutton (43571356),Sug Sutton,43571356,G/UTIL,3000,DAL@TOR 07/10/2026 07:30PM ET,DAL,11.41
SF/PF,Alysha Clark (43571358),Alysha Clark,43571358,F/UTIL,3000,DAL@TOR 07/10/2026 07:30PM ET,DAL,4.46
PG/SG,Haley Jones (43571370),Haley Jones,43571370,G/UTIL,3000,DAL@TOR 07/10/2026 07:30PM ET,DAL,9.65
PG/SG,Costanza Verona (43571372),Costanza Verona,43571372,G/UTIL,3000,DAL@TOR 07/10/2026 07:30PM ET,DAL,7
SF/PF,Rickea Jackson (43571346),Rickea Jackson,43571346,F/UTIL,3000,CHI@LAS 07/10/2026 10:00PM ET,CHI,30.69
SF/PF,Alissa Pili (43571354),Alissa Pili,43571354,F/UTIL,3000,CHI@LAS 07/10/2026 10:00PM ET,LAS,13.25
SF/PF,Chloe Bibby (43571368),Chloe Bibby,43571368,F/UTIL,3000,CHI@LAS 07/10/2026 10:00PM ET,CHI,0
SF/PF,Maddy Westbeld (43571374),Maddy Westbeld,43571374,F/UTIL,3000,CHI@LAS 07/10/2026 10:00PM ET,CHI,3.5
