Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3239,5185532470,ruff_endz14 (121/150),0,170.25,F Alyssa Thomas F Aliyah Boston F Jordan Horston G Jackie Young G Valeriane Ayayi UTIL Frieda Buhner,,,
3239,5185545518,Thonaston (4/64),0,170.25,F Angel Reese F Awa Fam F Monique Billings G Allisha Gray G Tyasha Harris UTIL Jordin Canada,,,
3239,5185565217,11baller20 (18/24),0,170.25,F Angel Reese F Bridget Carleton F Frieda Buhner G Kelsey Mitchell G Kahleah Copper UTIL Lexie Hull,,,
3239,5185566262,RomeOnTheSong (2/13),0,170.25,F Angel Reese F Awa Fam F Monique Billings G Jordin Canada G Allisha Gray UTIL Tyasha Harris,,,
3239,5185608691,kenlee57,0,170.25,F Awa Fam F NaLyssa Smith F Emily Engstler G Kelsey Mitchell G Sophie Cunningham UTIL Kahleah Copper,,,
3239,5185663516,milligolf (76/150),0,170.25,F Angel Reese F NaLyssa Smith F Naz Hillmon G Rhyne Howard G Tyasha Harris UTIL Carla Leite,,,
3239,5185663548,milligolf (108/150),0,170.25,F Angel Reese F Awa Fam F Monique Billings G Jordin Canada G Allisha Gray UTIL Tyasha Harris,,,
3239,5185664671,dbaggot3 (51/52),0,170.25,F A'ja Wilson F Myisha Hines-Allen F Serah Williams G Jackie Young G Rhyne Howard UTIL Valeriane Ayayi,,,
3239,5185749421,jwclark311 (137/150),0,170.25,F Aliyah Boston F Dominique Malonga F Monique Billings G Jackie Young G Tyasha Harris UTIL Raven Johnson,,,
3239,5185773246,Wanna_Square_Up1567 (114/150),0,170.25,F Alyssa Thomas F Aliyah Boston F Naz Hillmon G Sophie Cunningham G Tyasha Harris UTIL Chelsea Gray,,,
3239,5185792717,kirkfrancis7 (24/38),0,170.25,F Aliyah Boston F Angel Reese F Emily Engstler G Rhyne Howard G Raven Johnson UTIL Sami Whitcomb,,,
3239,5185795534,LittleWonders (1/3),0,170.25,F Aliyah Boston F Dominique Malonga F Frieda Buhner G Carla Leite G Tyasha Harris UTIL Rhyne Howard,,,
3239,5185819257,whoabuck (3/3),0,170.25,F Angel Reese F Awa Fam F Monique Billings G Jordin Canada G Allisha Gray UTIL Tyasha Harris,,,
3239,5185873422,datyoungreezy (66/150),0,170.25,F A'ja Wilson F Dominique Malonga F Frieda Buhner G Allisha Gray G Jewell Loyd UTIL DeWanna Bonner,,,
3239,5185902480,smithcj16 (78/80),0,170.25,F Aliyah Boston F Emily Engstler F Madina Okot G Kelsey Mitchell G Valeriane Ayayi UTIL Carla Leite,,,
3239,5185950669,sassoon88 (5/6),0,170.25,F Angel Reese F Dominique Malonga F Awa Fam G Allisha Gray G Tyasha Harris UTIL Valeriane Ayayi,,,
3239,5185964301,JoshThaTitan (1/5),0,170.25,F Aliyah Boston F Angel Reese F Frieda Buhner G Kelsey Mitchell G Carla Leite UTIL Makayla Timpson,,,
3239,5185991800,Bsaun32 (27/150),0,170.25,F Angel Reese F Jordan Horston F Frieda Buhner G Rhyne Howard G Jordin Canada UTIL Chelsea Gray,,,
3239,5185991878,Bsaun32 (105/150),0,170.25,F Alyssa Thomas F Angel Reese F Naz Hillmon G Jordin Canada G Valeriane Ayayi UTIL Frieda Buhner,,,
3239,5185993338,lizr555,0,170.25,F Angel Reese F NaLyssa Smith F Naz Hillmon G Rhyne Howard G Tyasha Harris UTIL Carla Leite,,,
3239,5186004359,Tru013,0,170.25,F Aliyah Boston F NaLyssa Smith F Monique Billings G DeWanna Bonner G Tyasha Harris UTIL Kelsey Mitchell,,,
3239,5186013812,llllllllllllllllIll (28/150),0,170.25,F Alyssa Thomas F Angel Reese F Naz Hillmon G Lexie Hull G Sami Whitcomb UTIL Jackie Young,,,
3239,5186018762,KingJay82 (5/6),0,170.25,F Angel Reese F Dominique Malonga F Awa Fam G Allisha Gray G Tyasha Harris UTIL Valeriane Ayayi,,,
3239,5186028749,afcgreen27 (19/20),0,170.25,F Angel Reese F Awa Fam F Monique Billings G Jordin Canada G Allisha Gray UTIL Tyasha Harris,,,
3239,5186035346,rod288 (21/102),0,170.25,F A'ja Wilson F Dominique Malonga F Frieda Buhner G Allisha Gray G DeWanna Bonner UTIL Jewell Loyd,,,
3239,5186057127,DBrownFF88 (12/20),0,170.25,F Alyssa Thomas F Aliyah Boston F Awa Fam G Rhyne Howard G Tyasha Harris UTIL Serah Williams,,,
3239,5186064724,seth1374 (114/145),0,170.25,F Alyssa Thomas F Dominique Malonga F Makayla Timpson G Carla Leite G Lexie Hull UTIL Kelsey Mitchell,,,
3239,5186064727,seth1374 (117/145),0,170.25,F Aliyah Boston F Dominique Malonga F Makayla Timpson G Valeriane Ayayi G Sophie Cunningham UTIL A'ja Wilson,,,
3239,5186065210,SGT_Moe (46/150),0,170.25,F Alyssa Thomas F Myisha Hines-Allen F Frieda Buhner G Kelsey Mitchell G Jewell Loyd UTIL Jackie Young,,,
3239,5186065775,ckillerb84 (5/6),0,170.25,F Angel Reese F Bridget Carleton F Awa Fam G Lexie Hull G Tyasha Harris UTIL Jackie Young,,,
3239,5186088955,UltimateWin4 (89/150),0,170.25,F Alyssa Thomas F Angel Reese F Naz Hillmon G Jordin Canada G Valeriane Ayayi UTIL Frieda Buhner,,,
3271,5185532499,ruff_endz14 (150/150),0,170,F Bridget Carleton F Emily Engstler F Frieda Buhner G Rhyne Howard G Jordin Canada UTIL Chelsea Gray,,,
3271,5185631283,luckywinner2020 (3/4),0,170,F A'ja Wilson F Dominique Malonga F Madina Okot G Kelsey Mitchell G Lexie Hull UTIL Noemie Brochant,,,
3271,5185642367,jusnit (15/50),0,170,F Angel Reese F NaLyssa Smith F Emily Engstler G Kelsey Mitchell G Valeriane Ayayi UTIL Lexie Hull,,,
3271,5185672059,milligolf (150/150),0,170,F Alyssa Thomas F Angel Reese F NaLyssa Smith G DeWanna Bonner G Tyasha Harris UTIL Jewell Loyd,,,
3271,5185685899,Bergweiser (9/20),0,170,F Alyssa Thomas F Angel Reese F Frieda Buhner G Jordin Canada G Lexie Hull UTIL DeWanna Bonner,,,
3271,5185704395,justspunk (2/20),0,170,F Aliyah Boston F Angel Reese F Stephanie Talbot G Kelsey Mitchell G DeWanna Bonner UTIL Jordan Horston,,,
3271,5185773152,Wanna_Square_Up1567 (20/150),0,170,F A'ja Wilson F Megan Gustafson F Frieda Buhner G Jordin Canada G Carla Leite UTIL Valeriane Ayayi,,,
3271,5185873361,datyoungreezy (5/150),0,170,F A'ja Wilson F Angel Reese F Frieda Buhner G Jewell Loyd G Raven Johnson UTIL Kahleah Copper,,,
3271,5185873378,datyoungreezy (22/150),0,170,F A'ja Wilson F Angel Reese F Frieda Buhner G Jewell Loyd G Raven Johnson UTIL Kahleah Copper,,,
3271,5185873418,datyoungreezy (62/150),0,170,F A'ja Wilson F Alyssa Thomas F Jordan Horston G Valeriane Ayayi G Sophie Cunningham UTIL Carla Leite,,,
3271,5185883285,Italiano76 (13/16),0,170,F Dominique Malonga F NaLyssa Smith F Frieda Buhner G Rhyne Howard G Raven Johnson UTIL Jackie Young,,,
3271,5185973746,Beans5TTP (2/6),0,170,F Aliyah Boston F Dominique Malonga F Naz Hillmon G Kelsey Mitchell G Monique Akoa Makani UTIL Jade Melbourne,,,
3271,5185976205,blackdiamonds7 (59/150),0,170,F Awa Fam F Myisha Hines-Allen F Stefanie Dolson G Jackie Young G Kelsey Mitchell UTIL Rhyne Howard,,,
3271,5185976247,blackdiamonds7 (101/150),0,170,F Angel Reese F Katie Lou Samuelson F Damiris Dantas G Jackie Young G Kelsey Mitchell UTIL Chelsea Gray,,,
3271,5185976296,blackdiamonds7 (150/150),0,170,F Angel Reese F Katie Lou Samuelson F Amy Okonkwo G Jackie Young G Kelsey Mitchell UTIL Chelsea Gray,,,
3271,5185986367,sgtskeever (3/5),0,170,F Angel Reese F Bridget Carleton F Jordan Horston G Kelsey Mitchell G Flau'Jae Johnson UTIL Jade Melbourne,,,
3271,5185988171,ledkdogg (72/99),0,170,F Angel Reese F Bridget Carleton F Stephanie Talbot G Rhyne Howard G Kelsey Mitchell UTIL Frieda Buhner,,,
3271,5186032067,werner_1 (2/2),0,170,F Angel Reese F Dominique Malonga F Megan Gustafson G Rhyne Howard G Tyasha Harris UTIL Lexie Hull,,,
3271,5186036561,Mathis (51/150),0,170,F A'ja Wilson F Emily Engstler F Stephanie Talbot G Rhyne Howard G Raven Johnson UTIL Carla Leite,,,
3271,5186053082,klinfluence (1/4),0,170,F Alyssa Thomas F Angel Reese F NaLyssa Smith G DeWanna Bonner G Jewell Loyd UTIL Tyasha Harris,,,
3271,5186065247,SGT_Moe (83/150),0,170,F Alyssa Thomas F Bridget Carleton F Stephanie Talbot G Allisha Gray G Valeriane Ayayi UTIL Jordin Canada,,,
3271,5186088899,UltimateWin4 (33/150),0,170,F Alyssa Thomas F Angel Reese F Frieda Buhner G Jordin Canada G DeWanna Bonner UTIL Lexie Hull,,,
3293,5185419712,DooDerrty (1/4),0,169.75,F Aliyah Boston F Monique Billings F Madina Okot G Jackie Young G Kahleah Copper UTIL Tyasha Harris,,,
3293,5185532451,ruff_endz14 (102/150),0,169.75,F Alyssa Thomas F Aliyah Boston F Makayla Timpson G Chelsea Gray G Jordin Canada UTIL Frieda Buhner,,,
3293,5185565218,11baller20 (19/24),0,169.75,F Aliyah Boston F Bridget Carleton F Frieda Buhner G Jackie Young G Rhyne Howard UTIL Makayla Timpson,,,
3293,5185600664,Ocin_D_Clown (2/150),0,169.75,F Alyssa Thomas F Angel Reese F Makayla Timpson G Carla Leite G Tyasha Harris UTIL Chelsea Gray,,,
3293,5185665417,oltjpack (14/30),0,169.75,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Allisha Gray G Lexie Hull UTIL Valeriane Ayayi,,,
3293,5185685860,soonerdallas (34/54),0,169.75,F A'ja Wilson F Aliyah Boston F Stefanie Dolson G Allisha Gray G Valeriane Ayayi UTIL Jewell Loyd,,,
3293,5185723760,ckillerb84 (4/6),0,169.75,F Aliyah Boston F Angel Reese F Jordan Horston G Kelsey Mitchell G Lexie Hull UTIL Valeriane Ayayi,,,
3293,5185830085,kushman999 (8/14),0,169.75,F Aliyah Boston F Dominique Malonga F NaLyssa Smith G Allisha Gray G Jewell Loyd UTIL Tyasha Harris,,,
3293,5185928665,sixers1212 (15/41),0,169.75,F Aliyah Boston F Dominique Malonga F NaLyssa Smith G Jewell Loyd G Tyasha Harris UTIL Allisha Gray,,,
3293,5185942456,Clapbk (4/24),0,169.75,F Aliyah Boston F Noemie Brochant F Frieda Buhner G Jackie Young G Kelsey Mitchell UTIL Valeriane Ayayi,,,
3293,5185952812,hiphopjunkie86 (14/15),0,169.75,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Allisha Gray G Lexie Hull UTIL Valeriane Ayayi,,,
3293,5185976235,blackdiamonds7 (89/150),0,169.75,F Awa Fam F Megan Gustafson F Makayla Timpson G Jackie Young G Kelsey Mitchell UTIL Sarah Ashlee Barker,,,
3293,5185986776,ataribravo (55/150),0,169.75,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Carla Leite G DeWanna Bonner UTIL Teja Oblak,,,
3293,5185991839,Bsaun32 (66/150),0,169.75,F A'ja Wilson F Angel Reese F Nyadiew Puoch G Allisha Gray G Jewell Loyd UTIL Valeriane Ayayi,,,
3293,5185991868,Bsaun32 (95/150),0,169.75,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Chelsea Gray G DeWanna Bonner UTIL Sami Whitcomb,,,
3293,5186013813,llllllllllllllllIll (29/150),0,169.75,F Alyssa Thomas F Dominique Malonga F Frieda Buhner G Chelsea Gray G Sami Whitcomb UTIL Jackie Young,,,
3293,5186036518,Mathis (8/150),0,169.75,F Angel Reese F Bridget Carleton F Emily Engstler G Jewell Loyd G Tyasha Harris UTIL Aliyah Boston,,,
3293,5186036602,Mathis (92/150),0,169.75,F Angel Reese F Dominique Malonga F Kierstan Bell G Jackie Young G Carla Leite UTIL Sophie Cunningham,,,
3293,5186051611,rod288 (51/102),0,169.75,F A'ja Wilson F Aliyah Boston F Stefanie Dolson G Allisha Gray G Jewell Loyd UTIL Valeriane Ayayi,,,
3293,5186065178,SGT_Moe (14/150),0,169.75,F Angel Reese F Emily Engstler F Myisha Hines-Allen G Kelsey Mitchell G Jewell Loyd UTIL Allisha Gray,,,
3293,5186068574,PokerChump (2/10),0,169.75,F A'ja Wilson F Aliyah Boston F Frieda Buhner G Allisha Gray G Valeriane Ayayi UTIL Lexie Hull,,,
3293,5186074391,marcusaurelius25 (142/150),0,169.75,F Alyssa Thomas F NaLyssa Smith F Emily Engstler G Allisha Gray G DeWanna Bonner UTIL Raven Johnson,,,
3293,5186080512,jfobbs1,0,169.75,F Alyssa Thomas F Aliyah Boston F Noemie Brochant G Jackie Young G Tyasha Harris UTIL Stephanie Talbot,,,
3316,5185319816,AlwaysWinAgain (1/3),0,169.5,F Bridget Carleton F Awa Fam F Frieda Buhner G Rhyne Howard G Allisha Gray UTIL Jordin Canada,,,
3316,5185532379,ruff_endz14 (30/150),0,169.5,F Alyssa Thomas F Emily Engstler F Noemie Brochant G Rhyne Howard G Chelsea Gray UTIL Tyasha Harris,,,
3316,5185532433,ruff_endz14 (84/150),0,169.5,F Angel Reese F Frieda Buhner F Makayla Timpson G Rhyne Howard G Carla Leite UTIL Jackie Young,,,
3316,5185577658,Bornnlil,0,169.5,F Angel Reese F Dominique Malonga F Madina Okot G Jordin Canada G Sophie Cunningham UTIL Chelsea Gray,,,
3316,5185600790,Ocin_D_Clown (128/150),0,169.5,F Angel Reese F Dominique Malonga F Jordan Horston G Kahleah Copper G Carla Leite UTIL Tyasha Harris,,,
3316,5185649204,cedricbrooks69 (8/9),0,169.5,F Dominique Malonga F Emily Engstler F Makayla Timpson G Kahleah Copper G Natisha Hiedeman UTIL Allisha Gray,,,
3316,5185688590,Hey...HereWeGo1 (95/150),0,169.5,F Dominique Malonga F NaLyssa Smith F Emily Engstler G Kelsey Mitchell G Chelsea Gray UTIL Frieda Buhner,,,
3316,5185701234,jsherrod86 (10/44),0,169.5,F Awa Fam F Emily Engstler F Frieda Buhner G Kelsey Mitchell G Kahleah Copper UTIL Flau'Jae Johnson,,,
3316,5185749387,jwclark311 (103/150),0,169.5,F Alyssa Thomas F NaLyssa Smith F Serah Williams G Jackie Young G DeWanna Bonner UTIL Emily Engstler,,,
3316,5185773171,Wanna_Square_Up1567 (39/150),0,169.5,F Angel Reese F Dominique Malonga F Frieda Buhner G Allisha Gray G Sami Whitcomb UTIL Alyssa Thomas,,,
3316,5185862874,BigBossScotty88,0,169.5,F Aliyah Boston F Naz Hillmon F Frieda Buhner G Kelsey Mitchell G Allisha Gray UTIL Awa Fam,,,
3316,5185902474,smithcj16 (72/80),0,169.5,F Angel Reese F Bridget Carleton F Serah Williams G Kelsey Mitchell G Kahleah Copper UTIL Valeriane Ayayi,,,
3316,5185906019,khp5050 (16/60),0,169.5,F Alyssa Thomas F Angel Reese F Awa Fam G Jordin Canada G Raven Johnson UTIL Frieda Buhner,,,
3316,5185949837,CyclopeanCyborg (3/3),0,169.5,F Angel Reese F Frieda Buhner F Makayla Timpson G Jackie Young G Rhyne Howard UTIL Carla Leite,,,
3316,5185972636,sirjerkins (25/150),0,169.5,F A'ja Wilson F Angel Reese F Frieda Buhner G Flau'Jae Johnson G Valeriane Ayayi UTIL Raven Johnson,,,
3316,5185976157,blackdiamonds7 (11/150),0,169.5,F Angel Reese F Awa Fam F Brianna Turner G Jackie Young G Kelsey Mitchell UTIL Myisha Hines-Allen,,,
3316,5185976163,blackdiamonds7 (17/150),0,169.5,F Angel Reese F NaLyssa Smith F Serah Williams G Jackie Young G Kelsey Mitchell UTIL Myisha Hines-Allen,,,
3316,5185986809,ataribravo (88/150),0,169.5,F A'ja Wilson F Alyssa Thomas F Megan Gustafson G Raven Johnson G Sami Whitcomb UTIL Carla Leite,,,
3316,5185986820,ataribravo (99/150),0,169.5,F A'ja Wilson F Angel Reese F Bridget Carleton G Raven Johnson G Sami Whitcomb UTIL Carla Leite,,,
3316,5185991788,Bsaun32 (15/150),0,169.5,F A'ja Wilson F Alyssa Thomas F Frieda Buhner G Chelsea Gray G DeWanna Bonner UTIL Makayla Timpson,,,
3316,5185991802,Bsaun32 (29/150),0,169.5,F A'ja Wilson F Angel Reese F Naz Hillmon G Carla Leite G Raven Johnson UTIL Sophie Cunningham,,,
3316,5185998012,jsherrod86 (22/44),0,169.5,F Awa Fam F Emily Engstler F Frieda Buhner G Kelsey Mitchell G Kahleah Copper UTIL Flau'Jae Johnson,,,
3316,5186009484,kimmiserin (32/50),0,169.5,F Aliyah Boston F Awa Fam F Jordan Horston G Jackie Young G Allisha Gray UTIL Raven Johnson,,,
3316,5186014412,JaxsonsAction409 (12/14),0,169.5,F Angel Reese F Megan Gustafson F Emily Engstler G Natisha Hiedeman G Jordin Canada UTIL Makayla Timpson,,,
3316,5186026044,monarch11 (21/40),0,169.5,F Angel Reese F NaLyssa Smith F Jordan Horston G Rhyne Howard G Jordin Canada UTIL Jewell Loyd,,,
3316,5186041925,jsherrod86 (37/44),0,169.5,F Awa Fam F Emily Engstler F Frieda Buhner G Kelsey Mitchell G Kahleah Copper UTIL Flau'Jae Johnson,,,
3316,5186058243,lildezzy11 (5/5),0,169.5,F Angel Reese F Frieda Buhner F Makayla Timpson G Rhyne Howard G Carla Leite UTIL Jackie Young,,,
3316,5186064718,seth1374 (108/145),0,169.5,F Aliyah Boston F Katie Lou Samuelson F Frieda Buhner G Jackie Young G Lexie Hull UTIL A'ja Wilson,,,
3316,5186065302,SGT_Moe (138/150),0,169.5,F Alyssa Thomas F Angel Reese F Frieda Buhner G Jackie Young G Lexie Hull UTIL Sophie Cunningham,,,
3316,5186074218,slyguy717 (15/17),0,169.5,F Angel Reese F Dominique Malonga F Stephanie Talbot G Jordin Canada G Jade Melbourne UTIL Allisha Gray,,,
3316,5186075562,dlbell5848 (6/28),0,169.5,F A'ja Wilson F Bridget Carleton F Frieda Buhner G Jordin Canada G Carla Leite UTIL Jewell Loyd,,,
3316,5186088912,UltimateWin4 (46/150),0,169.5,F Alyssa Thomas F Megan Gustafson F Frieda Buhner G Jordin Canada G Allisha Gray UTIL Valeriane Ayayi,,,
3348,5185545809,Thonaston (32/64),0,169.25,F Dominique Malonga F NaLyssa Smith F Frieda Buhner G Jordin Canada G Allisha Gray UTIL Chelsea Gray,,,
3348,5185545845,SkatTrak,0,169.25,F Bridget Carleton F Awa Fam F Emily Engstler G Jordin Canada G Monique Akoa Makani UTIL Rhyne Howard,,,
3348,5185600709,Ocin_D_Clown (47/150),0,169.25,F Alyssa Thomas F Aliyah Boston F Makayla Timpson G Jackie Young G Jewell Loyd UTIL Raven Johnson,,,
3348,5185600722,Ocin_D_Clown (60/150),0,169.25,F A'ja Wilson F Angel Reese F Jordan Horston G Valeriane Ayayi G Raven Johnson UTIL Chelsea Gray,,,
3348,5185600753,Ocin_D_Clown (91/150),0,169.25,F Alyssa Thomas F Emily Engstler F Jordan Horston G Carla Leite G Jade Melbourne UTIL Jackie Young,,,
3348,5185749305,jwclark311 (21/150),0,169.25,F Alyssa Thomas F Aliyah Boston F Makayla Timpson G Jackie Young G Raven Johnson UTIL Jewell Loyd,,,
3348,5185773217,Wanna_Square_Up1567 (85/150),0,169.25,F Alyssa Thomas F Angel Reese F Serah Williams G Jordin Canada G DeWanna Bonner UTIL Valeriane Ayayi,,,
3348,5185796857,juan2079 (1/10),0,169.25,F A'ja Wilson F Angel Reese F Ezi Magbegor G Allisha Gray G Raven Johnson UTIL Lexie Hull,,,
3348,5185815654,Bearelvis (1/2),0,169.25,F Aliyah Boston F Megan Gustafson F Makayla Timpson G Rhyne Howard G Kelsey Mitchell UTIL Lexie Hull,,,
3348,5185873383,datyoungreezy (27/150),0,169.25,F Alyssa Thomas F Cheyenne Parker-Tyus F Frieda Buhner G Jordin Canada G DeWanna Bonner UTIL Jackie Young,,,
3348,5185888635,KingJay82 (1/6),0,169.25,F Alyssa Thomas F Aliyah Boston F Angel Reese G Jade Melbourne G Tyasha Harris UTIL Stephanie Talbot,,,
3348,5185892595,Lujack43 (1/8),0,169.25,F Aliyah Boston F Angel Reese F Stephanie Talbot G Kahleah Copper G DeWanna Bonner UTIL Tyasha Harris,,,
3348,5185906027,khp5050 (24/60),0,169.25,F Alyssa Thomas F Aliyah Boston F Jordan Horston G Kelsey Mitchell G Jewell Loyd UTIL Lexie Hull,,,
3348,5185933056,jcjr240 (1/2),0,169.25,F Dominique Malonga F Bridget Carleton F Naz Hillmon G Jordin Canada G Allisha Gray UTIL Valeriane Ayayi,,,
3348,5185959326,Mav910 (15/15),0,169.25,F A'ja Wilson F Noemie Brochant F Makayla Timpson G Kelsey Mitchell G Carla Leite UTIL Bridget Carleton,,,
3348,5185986798,ataribravo (77/150),0,169.25,F A'ja Wilson F Alyssa Thomas F Madina Okot G Sarah Ashlee Barker G Sami Whitcomb UTIL Carla Leite,,,
3348,5185988100,ledkdogg (1/99),0,169.25,F Angel Reese F Katie Lou Samuelson F Frieda Buhner G Rhyne Howard G Kelsey Mitchell UTIL Chelsea Gray,,,
3348,5185991805,Bsaun32 (32/150),0,169.25,F Angel Reese F Dominique Malonga F Myisha Hines-Allen G Jordin Canada G Allisha Gray UTIL Sophie Cunningham,,,
3348,5185993522,red_bwoy4 (1/5),0,169.25,F Aliyah Boston F Angel Reese F Frieda Buhner G Valeriane Ayayi G Jade Melbourne UTIL Kelsey Mitchell,,,
3348,5186000796,red_bwoy4 (3/5),0,169.25,F Aliyah Boston F Angel Reese F Frieda Buhner G Kelsey Mitchell G Jade Melbourne UTIL Valeriane Ayayi,,,
3348,5186021916,jpc1931,0,169.25,F Bridget Carleton F NaLyssa Smith F Megan Gustafson G Rhyne Howard G Kahleah Copper UTIL Tyasha Harris,,,
3348,5186026036,monarch11 (13/40),0,169.25,F A'ja Wilson F Angel Reese F Jordan Horston G Valeriane Ayayi G Raven Johnson UTIL Chelsea Gray,,,
3348,5186032564,Aclev13 (4/6),0,169.25,F Alyssa Thomas F Aliyah Boston F Angel Reese G Jade Melbourne G Tyasha Harris UTIL Stephanie Talbot,,,
3348,5186036140,Lujack43 (6/8),0,169.25,F Aliyah Boston F Angel Reese F Monique Billings G Kelsey Mitchell G Tyasha Harris UTIL Stephanie Talbot,,,
3348,5186036591,Mathis (81/150),0,169.25,F Alyssa Thomas F Aliyah Boston F Makayla Timpson G Jackie Young G Raven Johnson UTIL Jewell Loyd,,,
3348,5186036616,Mathis (106/150),0,169.25,F A'ja Wilson F Angel Reese F Jordan Horston G Chelsea Gray G Valeriane Ayayi UTIL Raven Johnson,,,
3348,5186036622,Mathis (112/150),0,169.25,F Aliyah Boston F NaLyssa Smith F Serah Williams G Rhyne Howard G Raven Johnson UTIL Jackie Young,,,
3348,5186051645,rod288 (85/102),0,169.25,F Aliyah Boston F Myisha Hines-Allen F Frieda Buhner G Jordin Canada G Allisha Gray UTIL Rhyne Howard,,,
3348,5186069368,peteyweb (16/20),0,169.25,F A'ja Wilson F Angel Reese F Jordan Horston G Valeriane Ayayi G Raven Johnson UTIL Chelsea Gray,,,
3348,5186075565,dlbell5848 (9/28),0,169.25,F A'ja Wilson F Emily Engstler F Frieda Buhner G Chelsea Gray G Allisha Gray UTIL Jewell Loyd,,,
3348,5186079932,jmoney8932 (12/12),0,169.25,F Aliyah Boston F Frieda Buhner F Makayla Timpson G Kelsey Mitchell G Kahleah Copper UTIL Chelsea Gray,,,
3348,5186088828,djsollinger (12/12),0,169.25,F Aliyah Boston F Angel Reese F Frieda Buhner G Valeriane Ayayi G Jade Melbourne UTIL Kelsey Mitchell,,,
3348,5186088889,UltimateWin4 (23/150),0,169.25,F Alyssa Thomas F Angel Reese F Serah Williams G Jordin Canada G DeWanna Bonner UTIL Valeriane Ayayi,,,
3348,5186088966,UltimateWin4 (100/150),0,169.25,F Alyssa Thomas F Aliyah Boston F Jordan Horston G Jordin Canada G Carla Leite UTIL Frieda Buhner,,,
3382,5185434216,niquisition (48/71),0,169,F Alyssa Thomas F Bridget Carleton F Makayla Timpson G Chelsea Gray G Raven Johnson UTIL Jackie Young,,,
3382,5185495295,ecreston (1/5),0,169,F Angel Reese F Emily Engstler F Madina Okot G Jackie Young G Sarah Ashlee Barker UTIL Valeriane Ayayi,,,
3382,5185525723,backyardbomber (2/8),0,169,F Aliyah Boston F Angel Reese F Naz Hillmon G Kahleah Copper G Tyasha Harris UTIL Lexie Hull,,,
3382,5185526094,outlaws745 (4/13),0,169,F Aliyah Boston F Awa Fam F Emily Engstler G Kahleah Copper G Tyasha Harris UTIL DeWanna Bonner,,,
3382,5185541922,ms.king (2/2),0,169,F Angel Reese F Monique Billings F Madina Okot G Jackie Young G Kelsey Mitchell UTIL Frieda Buhner,,,
3382,5185600683,Ocin_D_Clown (21/150),0,169,F Dominique Malonga F NaLyssa Smith F Emily Engstler G Kahleah Copper G Allisha Gray UTIL Raven Johnson,,,
3382,5185600736,Ocin_D_Clown (74/150),0,169,F Dominique Malonga F Emily Engstler F Frieda Buhner G Jordin Canada G Carla Leite UTIL Kahleah Copper,,,
3382,5185610739,smithcj16 (31/80),0,169,F NaLyssa Smith F Megan Gustafson F Makayla Timpson G Rhyne Howard G Kahleah Copper UTIL Jordin Canada,,,
3382,5185626800,westwood (16/23),0,169,F Alyssa Thomas F Awa Fam F Noemie Brochant G Rhyne Howard G Allisha Gray UTIL Tyasha Harris,,,
3382,5185646365,Zakarielp34 (3/12),0,169,F Dominique Malonga F NaLyssa Smith F Emily Engstler G Chelsea Gray G Jordin Canada UTIL Monique Akoa Makani,,,
3382,5185663566,milligolf (126/150),0,169,F Alyssa Thomas F Aliyah Boston F Megan Gustafson G Carla Leite G Raven Johnson UTIL Tyasha Harris,,,
3382,5185688587,Hey...HereWeGo1 (92/150),0,169,F Dominique Malonga F NaLyssa Smith F Emily Engstler G Kahleah Copper G Allisha Gray UTIL Raven Johnson,,,
3382,5185773209,Wanna_Square_Up1567 (77/150),0,169,F A'ja Wilson F Megan Gustafson F Serah Williams G Jordin Canada G Carla Leite UTIL DeWanna Bonner,,,
3382,5185819527,CAREYBROOK808 (4/16),0,169,F Dominique Malonga F Awa Fam F Naz Hillmon G Kahleah Copper G Tyasha Harris UTIL Rhyne Howard,,,
3382,5185820258,mdlefave (4/7),0,169,F Aliyah Boston F Angel Reese F Bridget Carleton G Carla Leite G Tyasha Harris UTIL Raven Johnson,,,
3382,5185942459,Clapbk (7/24),0,169,F Aliyah Boston F Dominique Malonga F Noemie Brochant G Jackie Young G Valeriane Ayayi UTIL Tyasha Harris,,,
3382,5185942460,Clapbk (8/24),0,169,F Aliyah Boston F Dominique Malonga F Noemie Brochant G Jackie Young G Valeriane Ayayi UTIL Tyasha Harris,,,
3382,5185965972,creepers1 (11/13),0,169,F A'ja Wilson F Alyssa Thomas F Madina Okot G Carla Leite G Sarah Ashlee Barker UTIL Makayla Timpson,,,
3382,5185972659,sirjerkins (48/150),0,169,F Angel Reese F Emily Engstler F Frieda Buhner G Rhyne Howard G Allisha Gray UTIL Valeriane Ayayi,,,
3382,5185972708,sirjerkins (97/150),0,169,F A'ja Wilson F Angel Reese F Myisha Hines-Allen G Valeriane Ayayi G Tyasha Harris UTIL Carla Leite,,,
3382,5185972724,sirjerkins (113/150),0,169,F A'ja Wilson F Aliyah Boston F Stefanie Dolson G Allisha Gray G Lexie Hull UTIL Valeriane Ayayi,,,
3382,5185976195,blackdiamonds7 (49/150),0,169,F Angel Reese F Myisha Hines-Allen F Serah Williams G Jackie Young G Kelsey Mitchell UTIL Sarah Ashlee Barker,,,
